49, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1894,45, Cuba, >50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Dominican-Republic, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Mexico, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,50, Yugoslavia, >50K
41, Private, 7th-8th, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,24, Cuba, <=50K
64, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, Other, Female,0,0,15, Puerto-Rico, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,60, Ecuador, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Jamaica, <=50K
76, Private, 9th, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Italy, <=50K
46, Private, Masters, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3185,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,40, Trinadad&Tobago, >50K
31, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Honduras, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,45, Nicaragua, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Portugal, <=50K
18, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
43, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,99999,0,40, China, >50K
66, Local-gov, Assoc-acdm, Widowed, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Jamaica, <=50K
60, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Laos, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, Hungary, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
39, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, France, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
58, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Columbia, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,20, Peru, <=50K
50, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,20, Germany, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Hong, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Japan, <=50K
42, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,35, Nicaragua, <=50K
49, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ireland, >50K
48, Federal-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Japan, >50K
36, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,54, Canada, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, Poland, <=50K
53, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, Honduras, <=50K
29, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, South, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,35, Guatemala, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Jamaica, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, >50K
24, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, Mexico, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,70, Japan, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,20, Cambodia, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, <=50K
53, Federal-gov, Bachelors, Separated, Other-service, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
74, Private, Masters, Widowed, Craft-repair, Not-in-family, White, Female,0,0,70, Yugoslavia, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Ireland, >50K
32, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,96, Thailand, <=50K
38, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,18, China, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, France, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Japan, >50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
38, Private, 11th, Never-married, Sales, Other-relative, Black, Male,0,0,40, Honduras, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
17, Private, 12th, Never-married, Farming-fishing, Own-child, Black, Male,0,0,20, Columbia, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Portugal, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2408,0,60, Peru, <=50K
45, Private, Some-college, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
24, Private, Masters, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,30, El-Salvador, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,1884,40, Outlying-US(Guam-USVI-etc), >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Dominican-Republic, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,12, Dominican-Republic, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,35, China, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,1884,15, Ireland, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,4616,0,45, Italy, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
23, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,37, Trinadad&Tobago, <=50K
22, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Scotland, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, >50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,3, Trinadad&Tobago, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1844,40, Haiti, >50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,3752,0,35, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,1977,40, South, <=50K
25, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,52, Laos, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, El-Salvador, >50K
24, Private, Some-college, Never-married, Transport-moving, Unmarried, Other, Female,0,0,45, El-Salvador, <=50K
33, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, India, >50K
52, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Ireland, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, India, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,72, Columbia, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Iran, <=50K
36, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Other, Male,4601,0,40, Dominican-Republic, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Laos, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
24, Private, Prof-school, Never-married, Prof-specialty, Wife, Other, Male,7687,0,44, Greece, >50K
47, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Canada, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Columbia, >50K
39, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,60, Vietnam, <=50K
50, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Scotland, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,3104,0,50, Ecuador, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2412,0,40, Nicaragua, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,45, Philippines, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,40, Honduras, >50K
42, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,4, Puerto-Rico, >50K
17, Self-emp-not-inc, 10th, Never-married, Sales, Own-child, Other, Female,0,0,10, Ecuador, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Canada, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, >50K
23, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Other-relative, Other, Male,0,0,40, India, <=50K
29, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Iran, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Laos, >50K
38, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Cambodia, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, China, >50K
50, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,50, Jamaica, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,7298,0,40, Nicaragua, >50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Honduras, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Canada, <=50K
23, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,45, Laos, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Philippines, >50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Thailand, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Peru, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,60, Vietnam, <=50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Trinadad&Tobago, <=50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1807,35, Puerto-Rico, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1591,50, Hungary, <=50K
50, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,60, Hungary, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, Portugal, <=50K
59, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Portugal, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, China, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Peru, >50K
62, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,36, Hong, <=50K
53, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Hungary, <=50K
50, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
43, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Portugal, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
38, State-gov, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,24, Columbia, <=50K
20, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,25, Puerto-Rico, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, Guatemala, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,40, France, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,8, Philippines, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Germany, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,615,0,20, Cambodia, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7298,0,40, Peru, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
48, Federal-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
31, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Iran, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,50, China, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,2534,0,40, Scotland, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, South, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Iran, <=50K
33, State-gov, HS-grad, Married-spouse-absent, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,24, Ireland, <=50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Cuba, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,40, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,10, Taiwan, <=50K
46, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, South, <=50K
28, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Cuba, <=50K
33, Private, HS-grad, Separated, Farming-fishing, Other-relative, White, Male,0,0,35, Trinadad&Tobago, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, India, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,16, Cuba, <=50K
43, Local-gov, 5th-6th, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, China, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, Cuba, <=50K
17, State-gov, 12th, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,11, Columbia, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, Guatemala, >50K
62, Private, HS-grad, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
48, Private, 10th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
64, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Greece, <=50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2409,0,45, United-States, >50K
36, Private, HS-grad, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,2650,0,40, Trinadad&Tobago, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Other-relative, Other, Female,0,0,40, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Canada, >50K
46, Private, Assoc-voc, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
21, Private, HS-grad, Separated, Farming-fishing, Husband, Other, Female,0,0,35, Taiwan, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
37, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Philippines, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Japan, <=50K
27, Local-gov, Bachelors, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,35, Taiwan, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Taiwan, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Haiti, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,40, Mexico, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,25, Vietnam, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, Italy, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,3325,0,40, Hungary, <=50K
59, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,35, Laos, <=50K
43, Local-gov, 10th, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
32, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,30, Mexico, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
23, Private, Assoc-voc, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Mexico, <=50K
58, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, England, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Greece, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, Cambodia, <=50K
28, Local-gov, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
44, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Ireland, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
57, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,2217,0,40, Scotland, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1870,40, Scotland, >50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
19, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,30, Canada, <=50K
59, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4973,0,40, Hungary, >50K
