45, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,3944,0,40, United-States, <=50K
35, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, China, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1975,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Private, 10th, Divorced, Sales, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
21, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,15, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
23, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
58, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,5, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Germany, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,60, Greece, >50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,61, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, South, <=50K
30, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Cuba, >50K
42, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, 11th, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, Dominican-Republic, <=50K
26, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,1987,40, United-States, <=50K
39, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, 11th, Never-married, Transport-moving, Wife, White, Male,0,0,30, United-States, >50K
41, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 5th-6th, Divorced, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3314,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
54, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, France, <=50K
26, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
67, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,4, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
67, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
64, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
54, Private, Some-college, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,38, United-States, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
28, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Exec-managerial, Own-child, Black, Male,0,1665,60, China, <=50K
26, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Haiti, <=50K
37, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Wife, White, Female,0,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,25, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
75, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,8, United-States, >50K
31, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,30, United-States, <=50K
30, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,7298,0,70, United-States, >50K
53, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-inc, 11th, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Cambodia, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,60, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Mexico, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, State-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
71, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
54, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Italy, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,4561,0,50, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Taiwan, >50K
19, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,54, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,30, Columbia, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
53, Local-gov, 9th, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,2174,0,35, United-States, <=50K
72, Private, Assoc-voc, Widowed, Prof-specialty, Husband, White, Male,3105,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
31, Local-gov, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
55, Private, Masters, Separated, Other-service, Wife, Asian-Pac-Islander, Male,0,1977,40, Italy, >50K
28, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
70, Private, HS-grad, Widowed, Protective-serv, Wife, White, Female,0,0,15, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Nicaragua, >50K
56, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,8429,0,20, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,70, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, >50K
34, Local-gov, Masters, Never-married, Craft-repair, Wife, White, Female,0,0,40, Portugal, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
22, Private, 11th, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
43, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Wife, White, Male,0,0,10, United-States, <=50K
43, Private, HS-grad, Married-spouse-absent, Exec-managerial, Wife, White, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
27, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,1496,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,4064,0,40, United-States, >50K
35, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,45, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, 7th-8th, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, England, >50K
41, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
57, Private, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Ireland, >50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, >50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
37, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, India, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,37, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Husband, Other, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,22, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, >50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, 9th, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
27, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,2616,0,94, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
55, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Wife, Black, Female,0,1485,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,32192,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
64, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,25, United-States, >50K
40, Private, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,5, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Columbia, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Husband, White, Female,0,0,60, United-States, <=50K
48, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
42, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
44, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
34, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Female,0,0,40, Jamaica, <=50K
64, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,2175,0,42, United-States, <=50K
64, Local-gov, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,54, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Laos, >50K
36, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
