48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,48, Cuba, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Columbia, <=50K
26, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,24, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,38, Philippines, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Japan, <=50K
40, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,7687,0,40, Portugal, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,28, Germany, <=50K
31, Private, Masters, Divorced, Transport-moving, Own-child, White, Female,0,0,45, Italy, <=50K
23, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Greece, <=50K
31, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,42, Greece, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,34, Iran, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Own-child, Black, Male,0,0,20, Mexico, <=50K
19, Private, Prof-school, Never-married, Other-service, Own-child, Black, Male,0,0,20, Thailand, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
33, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,50, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,25, Yugoslavia, >50K
57, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, China, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
38, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,42, Scotland, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Taiwan, <=50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Laos, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Dominican-Republic, <=50K
36, Local-gov, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,35, Honduras, <=50K
24, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,13, Cambodia, <=50K
40, Self-emp-not-inc, 9th, Never-married, Sales, Husband, White, Male,0,0,50, Scotland, <=50K
18, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, France, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Cambodia, >50K
43, Private, 5th-6th, Divorced, Adm-clerical, Husband, White, Male,0,0,48, Japan, >50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,48, Germany, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,7687,0,45, Cambodia, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Iran, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,70, Ecuador, >50K
34, Local-gov, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Germany, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,91, Ecuador, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Cambodia, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, India, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Yugoslavia, <=50K
37, Private, Prof-school, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1902,40, Philippines, >50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Laos, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
50, Private, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
63, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,45, Mexico, <=50K
40, Private, Some-college, Separated, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,38, Nicaragua, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,5290,0,47, Japan, >50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Philippines, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Dominican-Republic, >50K
51, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, South, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, Philippines, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
36, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,73, Peru, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,50, Columbia, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,45, Philippines, >50K
19, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Female,0,0,16, Peru, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, Philippines, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,6631,0,50, United-States, >50K
31, Private, 12th, Never-married, Other-service, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Cuba, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Greece, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Scotland, <=50K
69, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, South, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, England, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, Thailand, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,24, Guatemala, <=50K
29, Private, Some-college, Separated, Other-service, Not-in-family, Other, Female,0,0,40, Japan, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, Ecuador, <=50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Hong, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, South, <=50K
56, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1977,40, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,24, Cambodia, <=50K
38, Local-gov, Some-college, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Ecuador, >50K
53, Private, 7th-8th, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,30, Puerto-Rico, <=50K
48, Self-emp-inc, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,48, Germany, <=50K
27, Private, 12th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, England, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Japan, <=50K
22, Private, Bachelors, Never-married, Sales, Unmarried, Black, Male,0,0,16, Portugal, <=50K
57, Private, Prof-school, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Trinadad&Tobago, >50K
49, Local-gov, HS-grad, Widowed, Sales, Husband, White, Female,0,0,40, Honduras, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, Columbia, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, El-Salvador, >50K
28, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,35, Hong, <=50K
36, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, India, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,30, Guatemala, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Portugal, <=50K
53, Federal-gov, Assoc-acdm, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Honduras, <=50K
29, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Scotland, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, El-Salvador, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, El-Salvador, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Own-child, Black, Female,0,0,10, Poland, <=50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, Nicaragua, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,45, Ecuador, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, <=50K
66, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, India, <=50K
32, Private, 10th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, Honduras, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,50, Vietnam, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Columbia, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,42, Nicaragua, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,30, Iran, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Scotland, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,40, China, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,14944,0,45, Honduras, >50K
36, Private, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,1918,60, Jamaica, >50K
31, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Hong, >50K
55, Self-emp-not-inc, Masters, Widowed, Craft-repair, Husband, White, Female,0,0,40, Germany, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,18, Japan, <=50K
41, Private, HS-grad, Separated, Farming-fishing, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1981,50, Haiti, >50K
24, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, Columbia, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Canada, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Poland, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Portugal, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7298,0,40, El-Salvador, <=50K
49, Self-emp-not-inc, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
18, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,20, Cambodia, <=50K
63, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,45, Canada, <=50K
34, State-gov, Assoc-acdm, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Portugal, <=50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Female,0,0,40, China, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
24, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
32, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,60, Laos, >50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,1887,40, Italy, >50K
58, Private, HS-grad, Widowed, Transport-moving, Wife, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
67, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hong, >50K
22, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,37, Peru, >50K
57, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1977,40, Thailand, >50K
29, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, India, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,7687,0,40, Guatemala, >50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, Mexico, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Outlying-US(Guam-USVI-etc), >50K
80, Local-gov, 1st-4th, Widowed, Adm-clerical, Husband, White, Male,0,0,19, France, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, Canada, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
30, Local-gov, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,44, Trinadad&Tobago, <=50K
52, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, Italy, <=50K
44, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
45, Self-emp-inc, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Ecuador, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,60, Nicaragua, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, China, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Italy, <=50K
60, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,50, Columbia, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, <=50K
20, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,54, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,1672,30, Jamaica, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,3928,0,20, Philippines, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Other-relative, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, France, <=50K
28, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, France, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,41, South, <=50K
47, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,7687,0,45, Outlying-US(Guam-USVI-etc), <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Iran, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, South, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Ireland, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, South, <=50K
46, Federal-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Vietnam, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, United-States, <=50K
33, Private, Some-college, Divorced, Sales, Wife, White, Male,6310,0,30, Peru, >50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Puerto-Rico, >50K
38, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, South, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Laos, >50K
28, Private, Masters, Never-married, Adm-clerical, Wife, White, Male,6713,0,40, Iran, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, Honduras, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, Laos, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,4617,0,40, Guatemala, <=50K
54, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,48, Philippines, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Vietnam, <=50K
20, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,20, Canada, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
34, State-gov, HS-grad, Separated, Farming-fishing, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
62, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Philippines, <=50K
22, Federal-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Germany, <=50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,37, Cuba, <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, China, <=50K
31, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, Canada, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Canada, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, Cuba, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, Greece, <=50K
66, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cuba, <=50K
45, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Germany, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Taiwan, >50K
29, State-gov, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, Italy, >50K
37, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,35, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, China, <=50K
40, State-gov, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,60, Cuba, <=50K
46, Federal-gov, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,1977,45, Italy, <=50K
29, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Vietnam, >50K
29, Federal-gov, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,54, Italy, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,35, Ireland, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,14837,0,62, Germany, >50K
56, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,15, Hungary, <=50K
25, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Canada, <=50K
36, Private, 5th-6th, Never-married, Tech-support, Other-relative, White, Female,0,0,35, Poland, <=50K
38, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,42, France, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, South, <=50K
25, Local-gov, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Tech-support, Husband, Black, Male,0,0,40, England, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,60, Vietnam, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
41, State-gov, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, Dominican-Republic, <=50K
58, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Scotland, >50K
62, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, Laos, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,20, Hong, >50K
55, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
79, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,20, Greece, <=50K
32, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Poland, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
34, Federal-gov, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,35, Hong, <=50K
30, Federal-gov, Bachelors, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, Puerto-Rico, <=50K
43, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Peru, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,60, Hungary, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, China, <=50K
58, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, China, >50K
46, Private, Some-college, Widowed, Adm-clerical, Husband, White, Male,0,0,40, Thailand, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,7687,0,40, Iran, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, Guatemala, <=50K
68, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,10, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,50, Poland, >50K
35, State-gov, Prof-school, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, Poland, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Taiwan, <=50K
