26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,96, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,3350,0,40, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
51, Private, 10th, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
72, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, >50K
29, Private, 10th, Divorced, Prof-specialty, Wife, White, Female,0,0,24, United-States, >50K
46, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Local-gov, 7th-8th, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
56, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,30,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,4849,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
57, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
57, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1887,29, United-States, >50K
42, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3320,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Puerto-Rico, >50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,65, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, >50K
37, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,43, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,29, United-States, <=50K
38, Local-gov, Assoc-voc, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,35, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
65, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,5121,0,50, United-States, >50K
49, Local-gov, Assoc-voc, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Scotland, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,36, United-States, >50K
57, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Peru, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,6, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
58, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
83, Private, Prof-school, Separated, Sales, Not-in-family, White, Female,0,0,62, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,54, United-States, <=50K
22, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, Cambodia, >50K
49, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Trinadad&Tobago, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, France, <=50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,14322,0,35, United-States, >50K
36, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
63, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
54, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,36, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
31, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,48, United-States, >50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
57, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,27683,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,7298,0,48, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, United-States, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,64, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, >50K
72, Self-emp-not-inc, 10th, Widowed, Tech-support, Wife, White, Female,0,0,8, Vietnam, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,18, United-States, <=50K
38, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
49, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,4848,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Mexico, <=50K
44, Local-gov, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,21, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,25, United-States, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,1848,29, United-States, <=50K
27, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
47, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,2235,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,29, United-States, <=50K
44, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, >50K
37, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
49, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,80, United-States, >50K
72, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, South, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
40, State-gov, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
44, Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,2544,40, United-States, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,36, United-States, >50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,14083,0,45, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
35, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5010,0,40, United-States, >50K
48, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32, Private, Masters, Divorced, Craft-repair, Unmarried, White, Female,0,0,60, United-States, <=50K
37, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
30, Private, 7th-8th, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
60, Self-emp-inc, HS-grad, Separated, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Yugoslavia, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7610,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,20, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,29, United-States, <=50K
57, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,38, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,29, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,2844,0,4, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
55, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,54, United-States, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
59, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,90, United-States, >50K
38, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
43, Private, 11th, Separated, Other-service, Unmarried, Black, Female,0,0,40, France, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,20, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3338,0,29, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, >50K
