19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Honduras, <=50K
42, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
40, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
66, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, Hong, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Male,0,0,10, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,54, Germany, <=50K
33, Self-emp-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,65, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,4271,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,35, United-States, <=50K
68, Federal-gov, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K
36, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Haiti, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,4455,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, Thailand, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Separated, Exec-managerial, Wife, Black, Female,0,0,45, United-States, >50K
47, Private, 9th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Canada, <=50K
28, Private, Assoc-voc, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Dominican-Republic, >50K
58, Private, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
25, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
29, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,55, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, Hungary, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,7298,0,45, United-States, >50K
58, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,8, Japan, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Prof-school, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, Taiwan, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2154,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, United-States, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
25, Private, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,30, Ecuador, <=50K
31, Federal-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,80, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
45, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
30, Local-gov, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1328,40, Japan, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
54, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Poland, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, England, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
21, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,39, United-States, <=50K
36, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, Nicaragua, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,42, United-States, >50K
54, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Columbia, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,2257,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Iran, <=50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,3006,0,40, Philippines, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,4911,0,40, Dominican-Republic, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
41, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,40, United-States, >50K
59, State-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Assoc-voc, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,8, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Cambodia, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,45, Philippines, <=50K
23, Self-emp-not-inc, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1902,54, Jamaica, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
26, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
63, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,2100,0,40, Columbia, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, South, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,34, Honduras, >50K
57, Self-emp-not-inc, Bachelors, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,80, Canada, <=50K
52, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Separated, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
62, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Iran, <=50K
26, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Honduras, >50K
23, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,48, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, France, <=50K
28, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Iran, <=50K
52, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Doctorate, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Private, 11th, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,20, Haiti, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,65, United-States, <=50K
30, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
52, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,1848,35, England, <=50K
67, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,43, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
49, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Guatemala, >50K
40, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Other, Female,0,0,40, Hong, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, >50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, State-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Philippines, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,37, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Honduras, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, Taiwan, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, Guatemala, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,1428,35, United-States, <=50K
40, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,15024,0,60, United-States, >50K
35, Private, 12th, Never-married, Farming-fishing, Wife, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Ireland, >50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, Guatemala, <=50K
28, Private, 12th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, United-States, >50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,16, United-States, <=50K
38, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Peru, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,0,0,15, Yugoslavia, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,45, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Exec-managerial, Wife, White, Female,0,0,42, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Taiwan, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, Cambodia, <=50K
40, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Guatemala, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, Scotland, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
38, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, Philippines, >50K
23, Local-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,60, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
78, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15774,0,40, United-States, >50K
41, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, Peru, <=50K
66, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,37, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Hungary, <=50K
38, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, Japan, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, Columbia, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,54, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,35, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,77, United-States, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,54, Taiwan, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,27, Peru, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,10, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,1720,30, United-States, <=50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
33, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2174,0,30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,4073,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Scotland, >50K
54, Private, 9th, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Trinadad&Tobago, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,2, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Trinadad&Tobago, <=50K
49, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,45, Philippines, <=50K
22, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,2198,0,40, Trinadad&Tobago, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,44, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
62, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,30, Poland, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Wife, Black, Male,13570,0,60, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,54, United-States, <=50K
