26, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,10496,0,50, Dominican-Republic, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Scotland, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,3032,0,40, Nicaragua, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,2145,0,40, Cambodia, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, Cambodia, >50K
46, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, <=50K
51, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Laos, >50K
48, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,4967,0,40, Japan, >50K
57, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, >50K
30, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,27, Ecuador, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
22, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, England, <=50K
24, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, Thailand, <=50K
39, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Taiwan, <=50K
29, Self-emp-not-inc, 11th, Never-married, Other-service, Not-in-family, White, Female,14083,0,35, Trinadad&Tobago, >50K
45, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Japan, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Haiti, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Dominican-Republic, <=50K
43, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,10, Italy, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1895,40, Japan, <=50K
36, Private, Masters, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
54, Private, Prof-school, Never-married, Craft-repair, Wife, Black, Female,0,2438,40, Dominican-Republic, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, >50K
37, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,1605,40, Jamaica, <=50K
27, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Greece, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
26, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
45, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,1651,40, Ecuador, <=50K
65, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, Iran, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Hong, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, Canada, >50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Japan, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,26364,0,42, Iran, >50K
30, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Iran, >50K
35, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, India, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, Greece, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, France, >50K
32, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Cambodia, >50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,1902,43, United-States, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,56, Italy, >50K
29, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,65, Hungary, >50K
47, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,27, Philippines, <=50K
62, Self-emp-inc, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Ireland, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1902,40, Germany, >50K
41, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Ecuador, <=50K
55, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Hungary, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,15, Laos, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Mexico, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,8, Greece, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,52, Haiti, >50K
61, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,35, Cambodia, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
41, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,48, Hungary, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Haiti, >50K
82, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,2747,0,25, France, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ecuador, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
25, Private, Assoc-voc, Separated, Craft-repair, Unmarried, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
40, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, Poland, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,54, Greece, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
20, State-gov, Prof-school, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, Portugal, <=50K
21, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,60, Italy, <=50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,45, Scotland, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
65, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, South, <=50K
35, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
73, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, France, >50K
31, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,4448,0,40, Puerto-Rico, >50K
41, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Cuba, <=50K
39, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, Scotland, >50K
34, Private, 1st-4th, Never-married, Other-service, Own-child, Black, Female,0,0,40, Ireland, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Puerto-Rico, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,25, Scotland, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Honduras, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
28, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, Scotland, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, Hong, >50K
32, Self-emp-inc, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,50, Portugal, <=50K
47, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Hong, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, Yugoslavia, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Peru, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
67, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,19903,0,40, Ecuador, >50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Cuba, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Peru, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
26, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
45, Federal-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,5178,0,38, Guatemala, <=50K
45, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1590,40, Hong, >50K
27, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,70, Columbia, >50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,60, Haiti, >50K
36, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Philippines, >50K
33, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,35, Puerto-Rico, <=50K
32, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Peru, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, >50K
31, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,1740,40, Taiwan, <=50K
58, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, Japan, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, Nicaragua, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,24, Mexico, <=50K
34, Federal-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Thailand, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Poland, >50K
35, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, El-Salvador, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, India, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
39, Local-gov, 9th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Hong, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Yugoslavia, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, South, <=50K
25, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Hungary, <=50K
42, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,7687,0,60, Peru, >50K
77, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Italy, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Canada, >50K
18, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Canada, >50K
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,43, Hungary, >50K
42, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, <=50K
40, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,8, El-Salvador, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Haiti, <=50K
51, Federal-gov, Doctorate, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Taiwan, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Honduras, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,14140,0,40, Guatemala, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,30, Puerto-Rico, >50K
33, State-gov, Masters, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,30, South, <=50K
35, Federal-gov, HS-grad, Separated, Other-service, Wife, Black, Female,0,0,50, Laos, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
36, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,40, Honduras, <=50K
30, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Jamaica, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, Guatemala, <=50K
35, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
36, State-gov, 7th-8th, Never-married, Prof-specialty, Own-child, White, Female,0,0,42, Trinadad&Tobago, >50K
40, Self-emp-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,14048,0,54, United-States, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, >50K
49, Private, Masters, Divorced, Other-service, Husband, White, Male,0,0,40, Vietnam, <=50K
17, Local-gov, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Haiti, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Yugoslavia, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Taiwan, <=50K
31, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Italy, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,5, Jamaica, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, China, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
41, Self-emp-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,45, Nicaragua, <=50K
25, Federal-gov, Masters, Separated, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, England, <=50K
63, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,12, Thailand, <=50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Japan, <=50K
62, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,13953,0,50, Vietnam, >50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
49, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,4829,0,40, Hungary, >50K
55, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
45, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Greece, <=50K
17, Private, Assoc-voc, Never-married, Protective-serv, Own-child, White, Female,0,1485,38, England, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, India, >50K
23, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,99999,0,54, Thailand, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
46, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, South, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, South, >50K
31, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
31, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
33, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, Canada, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, Cuba, >50K
59, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
32, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,3325,0,40, Ecuador, <=50K
58, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,25, Nicaragua, <=50K
46, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1454,40, Cambodia, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, Hungary, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, >50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Philippines, <=50K
42, Private, Bachelors, Separated, Other-service, Unmarried, Black, Female,0,0,15, Hong, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, China, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Greece, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
59, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Honduras, <=50K
43, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
44, Private, 10th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,35, Thailand, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Scotland, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Nicaragua, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Ecuador, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Iran, <=50K
53, Self-emp-inc, Prof-school, Never-married, Transport-moving, Unmarried, Other, Female,0,0,55, Philippines, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Poland, >50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, Dominican-Republic, >50K
56, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, France, >50K
59, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Italy, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Japan, <=50K
46, Federal-gov, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Germany, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Italy, >50K
62, Self-emp-inc, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, >50K
44, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Ireland, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
59, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,32, Jamaica, <=50K
43, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, Japan, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
21, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, France, <=50K
18, Federal-gov, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,15, England, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Jamaica, <=50K
35, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,65, Honduras, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, China, <=50K
22, Federal-gov, Bachelors, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, Guatemala, <=50K
48, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Honduras, >50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,44, Taiwan, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Taiwan, <=50K
34, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,87,60, Taiwan, >50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Columbia, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, India, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England, <=50K
66, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,12, Canada, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, >50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Outlying-US(Guam-USVI-etc), >50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,50, Mexico, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Yugoslavia, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
51, Private, 9th, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, Philippines, <=50K
24, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,50, Portugal, <=50K
42, State-gov, Masters, Divorced, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, <=50K
53, Private, 5th-6th, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,35, South, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Laos, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,18, India, <=50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Mexico, >50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, England, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, South, <=50K
34, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Peru, <=50K
