39, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
59, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,66, United-States, <=50K
45, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
36, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,4491,0,38, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
36, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,37, United-States, <=50K
34, Private, Prof-school, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,38, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1933,30, United-States, >50K
32, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,50, United-States, >50K
27, Federal-gov, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
38, Private, 12th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,60, China, >50K
32, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, 7th-8th, Divorced, Craft-repair, Husband, White, Female,0,0,43, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,42, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,8197,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
22, Local-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
33, Federal-gov, Some-college, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
50, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
39, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
30, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Germany, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,1902,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, United-States, >50K
37, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,51, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,38, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,65, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, >50K
48, Private, 10th, Widowed, Exec-managerial, Not-in-family, White, Male,0,1740,20, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,60, United-States, >50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
44, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
40, Local-gov, Some-college, Married-spouse-absent, Exec-managerial, Wife, White, Male,3337,0,56, United-States, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
60, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,3570,0,40, United-States, <=50K
36, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, 11th, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,25, United-States, <=50K
19, Self-emp-not-inc, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, 5th-6th, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,10, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,27, United-States, <=50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,30, India, <=50K
60, Local-gov, 5th-6th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,1075,0,20, India, >50K
46, Self-emp-not-inc, Bachelors, Widowed, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1740,44, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, United-States, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, 7th-8th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
90, Private, Masters, Widowed, Farming-fishing, Husband, Black, Male,0,0,40, United-States, >50K
51, Self-emp-inc, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,7298,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,50, United-States, <=50K
56, Local-gov, Doctorate, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, Holand-Netherlands, <=50K
39, Federal-gov, Doctorate, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, Mexico, <=50K
43, Private, Some-college, Separated, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,15, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,44, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
18, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
66, Local-gov, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,8038,0,40, United-States, >50K
56, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,85, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,1887,15, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,10663,0,50, United-States, >50K
43, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
58, Self-emp-inc, Masters, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
44, Private, Prof-school, Divorced, Sales, Husband, White, Female,0,0,54, United-States, <=50K
28, Self-emp-inc, Masters, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,25, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,2895,0,40, United-States, >50K
62, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,37, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Philippines, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Philippines, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,41, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2432,40, United-States, >50K
31, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,1902,15, Greece, <=50K
43, Private, 7th-8th, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,6, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4062,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,10, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
42, Private, 11th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,15024,0,99, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
37, State-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,43, United-States, >50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,1961,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,7687,0,45, United-States, >50K
62, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Poland, <=50K
48, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1671,98, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, Mexico, <=50K
31, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,38, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
51, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,6297,0,45, United-States, >50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
58, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,13, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Puerto-Rico, >50K
33, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,38, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,1902,35, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, 9th, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
26, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
41, Private, Prof-school, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Ecuador, <=50K
39, Self-emp-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,70, United-States, >50K
39, Private, 7th-8th, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Puerto-Rico, >50K
44, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Ecuador, <=50K
35, Private, Doctorate, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,38, United-States, <=50K
24, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
57, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, 7th-8th, Separated, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K
23, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, United-States, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, >50K
50, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
53, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, >50K
23, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
31, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, >50K
35, State-gov, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,80, United-States, <=50K
21, Private, Bachelors, Never-married, Protective-serv, Husband, White, Female,0,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Female,0,0,40, Vietnam, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,1733,40, United-States, <=50K
