25, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, United-States, <=50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,38, United-States, >50K
43, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,60, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
78, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,60, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
55, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Black, Male,0,0,48, United-States, <=50K
62, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1812,70, United-States, >50K
33, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
55, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Cuba, <=50K
28, State-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,42, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Local-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,24, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, >50K
54, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
60, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1880,85, United-States, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,3325,0,40, Jamaica, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
26, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,26, United-States, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,12, United-States, <=50K
56, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
55, Local-gov, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,20, United-States, <=50K
23, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
50, Private, Masters, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
90, Private, Some-college, Widowed, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, >50K
26, Private, HS-grad, Divorced, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,42, United-States, <=50K
43, Federal-gov, Assoc-acdm, Never-married, Tech-support, Wife, White, Female,0,0,35, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
33, Local-gov, Masters, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7874,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,38, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,38, United-States, >50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,47, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
31, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
47, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1848,40, United-States, >50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Local-gov, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3103,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1848,40, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
49, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Bachelors, Widowed, Exec-managerial, Wife, White, Male,0,1977,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1477,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
32, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,2852,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Female,1081,0,35, United-States, <=50K
34, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,13, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,48, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,96, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,20, United-States, <=50K
26, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,99999,0,60, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65, United-States, >50K
42, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Local-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Separated, Sales, Unmarried, Black, Female,0,0,24, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,50, United-States, >50K
45, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,43, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, England, <=50K
35, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,22, United-States, <=50K
27, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,80, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
70, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Other-service, Husband, White, Male,0,2124,30, United-States, >50K
45, Self-emp-not-inc, 1st-4th, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
42, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, >50K
47, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
22, Private, 11th, Never-married, Other-service, Wife, White, Female,4694,0,40, Guatemala, <=50K
61, Private, 10th, Divorced, Other-service, Husband, White, Male,0,0,20, Portugal, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,3454,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,25, United-States, <=50K
47, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Dominican-Republic, >50K
49, Local-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Self-emp-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
58, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,13891,0,35, United-States, <=50K
63, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,3903,0,40, United-States, <=50K
30, Self-emp-inc, Masters, Separated, Machine-op-inspct, Wife, White, Female,0,0,40, Mexico, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, State-gov, 11th, Never-married, Sales, Husband, White, Male,0,0,35, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,10, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,8, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,30, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,30, United-States, >50K
55, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
67, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,1902,40, United-States, >50K
29, Private, Some-college, Separated, Priv-house-serv, Not-in-family, White, Female,0,0,35, South, <=50K
24, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,16, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
33, Without-pay, Bachelors, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, >50K
50, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,1756,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,60, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
24, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5035,0,40, United-States, >50K
38, Private, Masters, Divorced, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4271,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,50, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Separated, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,99, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
62, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,70, United-States, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
48, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Sales, Wife, White, Male,0,0,25, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
42, Self-emp-not-inc, Doctorate, Never-married, Farming-fishing, Unmarried, White, Female,0,0,99, Ireland, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
47, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
43, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,594,0,3, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
