51, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Honduras, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,57, United-States, >50K
56, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
61, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,29, United-States, <=50K
43, Private, HS-grad, Separated, Machine-op-inspct, Other-relative, Black, Female,0,0,40, Vietnam, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,34, Cambodia, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
41, Private, 10th, Separated, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
47, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,2296,0,65, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Portugal, <=50K
52, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, South, >50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
17, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,40, Mexico, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
53, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,29, Columbia, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,38, Thailand, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,29, Holand-Netherlands, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,5013,0,40, Canada, >50K
25, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4692,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4031,0,40, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,65, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Hong, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Jamaica, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,14830,0,99, Germany, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,1977,51, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
76, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,10, France, <=50K
47, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
77, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2201,0,20, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,24, Haiti, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
62, Private, Some-college, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, Guatemala, <=50K
50, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
37, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
39, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,15023,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
36, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,4616,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
51, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,44, Greece, <=50K
54, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, Puerto-Rico, >50K
27, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Holand-Netherlands, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,44, Scotland, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,65, Holand-Netherlands, <=50K
37, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Philippines, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,29, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Poland, >50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K
59, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Greece, <=50K
36, Private, 5th-6th, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
59, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, >50K
53, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
56, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Peru, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,5178,0,60, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,5013,0,48, United-States, >50K
31, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2415,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Yugoslavia, >50K
23, Private, 7th-8th, Never-married, Other-service, Other-relative, White, Male,0,0,45, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,44, Mexico, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,29, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
35, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Cambodia, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
26, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,44, South, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,35, Columbia, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, Mexico, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,29, United-States, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,45, United-States, >50K
20, Private, Masters, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,72, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,65, Puerto-Rico, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,54, Philippines, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
68, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, Columbia, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, Philippines, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Philippines, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,20, Columbia, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,70, United-States, >50K
35, State-gov, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
70, Private, Masters, Widowed, Prof-specialty, Wife, White, Female,0,2362,40, United-States, >50K
37, Self-emp-inc, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,6323,0,12, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,48, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, France, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,3325,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Puerto-Rico, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, Haiti, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, South, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
23, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
32, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,35, South, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
32, State-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,1670,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,40, Jamaica, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Portugal, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Transport-moving, Wife, Black, Male,0,0,40, Scotland, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,4, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
60, Local-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
39, Private, Doctorate, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,3702,40, China, >50K
51, State-gov, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
25, Private, Assoc-voc, Separated, Other-service, Not-in-family, White, Female,0,0,40, France, <=50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Guatemala, >50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,29, Cuba, <=50K
52, Private, Bachelors, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,32, United-States, >50K
34, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,45, Taiwan, <=50K
27, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Italy, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Scotland, <=50K
20, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,60, United-States, >50K
20, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,29, United-States, <=50K
46, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,45, Canada, <=50K
26, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
36, Federal-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
61, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Philippines, <=50K
90, Self-emp-not-inc, 10th, Widowed, Sales, Husband, White, Female,0,0,44, United-States, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,47, United-States, <=50K
56, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
90, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Canada, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,44, Greece, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,7298,0,36, El-Salvador, >50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Mexico, <=50K
64, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Philippines, <=50K
34, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, China, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, Peru, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1893,40, United-States, >50K
22, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,29, United-States, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,5013,0,40, United-States, <=50K
58, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Male,15024,0,35, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
55, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
42, Private, 10th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,29, United-States, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
53, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,54, Peru, <=50K
36, Private, Prof-school, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,3259,0,45, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
27, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Taiwan, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,40, Mexico, <=50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,20, United-States, <=50K
57, Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Ireland, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Nicaragua, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Honduras, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
27, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
