19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Scotland, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,60, Germany, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,58, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,45, Haiti, >50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, >50K
44, Local-gov, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, France, >50K
47, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2001,40, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,1273,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,65, Thailand, >50K
57, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Columbia, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Private, Assoc-voc, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Widowed, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,2279,94, Canada, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,0,0,32, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, Mexico, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Female,4370,0,40, Peru, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,44, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
26, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, >50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
40, Local-gov, Bachelors, Separated, Exec-managerial, Wife, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
56, Private, 11th, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,1886,40, United-States, >50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, >50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4445,0,45, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
24, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
44, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, United-States, >50K
34, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,14, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,1977,65, Puerto-Rico, <=50K
43, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1737,99, United-States, <=50K
45, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, State-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Wife, White, Female,0,0,52, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
52, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, South, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3070,0,40, United-States, >50K
47, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,15, Jamaica, <=50K
57, Local-gov, Prof-school, Never-married, Sales, Husband, White, Male,0,0,50, Iran, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Guatemala, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
48, Local-gov, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Separated, Craft-repair, Other-relative, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,45, United-States, <=50K
23, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, Italy, <=50K
22, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,20, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Greece, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
66, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,4123,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Nicaragua, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
31, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
76, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, China, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,0,0,35, Mexico, <=50K
60, Private, HS-grad, Widowed, Sales, Wife, White, Female,0,1705,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,20, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Italy, <=50K
73, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,16, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,2246,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,50, United-States, >50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,48, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Ecuador, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, >50K
25, Private, 12th, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Mexico, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,2304,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,57, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,12230,0,45, United-States, >50K
50, Private, HS-grad, Never-married, Protective-serv, Wife, White, Female,0,0,40, United-States, >50K
31, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
81, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
35, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,77, United-States, <=50K
22, State-gov, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, >50K
86, Local-gov, 11th, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
55, Private, Bachelors, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Adm-clerical, Wife, Other, Female,0,1977,30, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, China, <=50K
70, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
26, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
59, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
19, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
24, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1825,45, United-States, >50K
71, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, England, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
35, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
73, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,20, United-States, <=50K
28, State-gov, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,35, Mexico, <=50K
61, Federal-gov, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, >50K
48, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
20, Local-gov, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,1, United-States, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Masters, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,33, Jamaica, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, >50K
28, Private, Some-college, Separated, Adm-clerical, Wife, Black, Female,0,0,30, United-States, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, El-Salvador, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, >50K
55, Private, Doctorate, Married-spouse-absent, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
46, Private, Assoc-voc, Divorced, Protective-serv, Unmarried, White, Male,0,0,48, Philippines, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Columbia, >50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, >50K
40, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, China, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
75, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
29, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, >50K
39, Private, Some-college, Divorced, Exec-managerial, Wife, White, Male,15024,0,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Iran, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Germany, <=50K
47, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
65, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Philippines, <=50K
45, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
35, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
58, Federal-gov, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Local-gov, Bachelors, Never-married, Protective-serv, Unmarried, Black, Female,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Armed-Forces, Not-in-family, Other, Male,0,0,54, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1886,40, United-States, >50K
