44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,72, Dominican-Republic, >50K
54, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,73, Dominican-Republic, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private, Bachelors, Widowed, Sales, Unmarried, White, Female,0,1977,40, Columbia, >50K
36, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Japan, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Taiwan, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Poland, <=50K
90, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,8614,0,48, Poland, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, >50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
38, Local-gov, Assoc-acdm, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Thailand, <=50K
23, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,50, China, <=50K
45, Federal-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, <=50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
33, Private, Some-college, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, Jamaica, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Trinadad&Tobago, <=50K
30, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
74, Private, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,35, Portugal, <=50K
52, Self-emp-not-inc, Assoc-acdm, Separated, Sales, Not-in-family, White, Male,0,0,60, El-Salvador, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Federal-gov, 7th-8th, Separated, Sales, Not-in-family, White, Female,0,0,20, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Italy, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, China, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Greece, <=50K
42, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,1731,40, Italy, <=50K
54, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Yugoslavia, >50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,1855,45, Iran, <=50K
66, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Japan, <=50K
55, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,99999,0,50, Outlying-US(Guam-USVI-etc), >50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Germany, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, Peru, <=50K
64, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Portugal, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Guatemala, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
33, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Iran, <=50K
29, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,33, Germany, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
41, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,40, Vietnam, <=50K
35, Private, Bachelors, Widowed, Prof-specialty, Own-child, Black, Male,99999,0,50, Mexico, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Scotland, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, France, <=50K
37, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
30, Federal-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,26, Vietnam, <=50K
40, Private, Bachelors, Widowed, Sales, Not-in-family, White, Male,0,0,40, Poland, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Puerto-Rico, >50K
38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, Guatemala, >50K
53, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, Hungary, <=50K
30, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2391,50, Canada, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, >50K
54, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,60, Hungary, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Peru, >50K
66, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, India, >50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,70, Cambodia, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, South, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Hungary, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,20, Honduras, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, El-Salvador, <=50K
52, Local-gov, Prof-school, Divorced, Sales, Husband, White, Male,0,0,50, Taiwan, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,1990,40, Peru, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,32, Italy, <=50K
22, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,25, Poland, <=50K
55, Federal-gov, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,20, Yugoslavia, <=50K
46, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
45, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,54, Portugal, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Italy, <=50K
45, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,40, Greece, <=50K
27, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, Yugoslavia, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,1902,40, France, >50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,38, Italy, <=50K
47, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, China, >50K
23, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
24, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Portugal, <=50K
64, Local-gov, Some-college, Divorced, Other-service, Wife, White, Male,0,0,40, El-Salvador, <=50K
29, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,44, Ecuador, <=50K
51, Private, Some-college, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,2722,40, Japan, >50K
55, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,2765,0,45, Yugoslavia, >50K
20, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Scotland, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Cuba, <=50K
44, Self-emp-inc, Assoc-voc, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,48, Taiwan, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
28, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, Laos, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
43, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, Laos, <=50K
44, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
59, Self-emp-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,2989,50, Ireland, >50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,45, Japan, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Scotland, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Honduras, <=50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
50, Local-gov, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, Honduras, <=50K
47, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Cuba, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Laos, <=50K
47, Private, 11th, Divorced, Tech-support, Husband, White, Male,0,0,30, Portugal, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,34, Ecuador, <=50K
44, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Peru, <=50K
27, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,73, Germany, <=50K
44, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Male,0,0,50, Hong, <=50K
45, Private, HS-grad, Separated, Transport-moving, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,1705,40, China, <=50K
66, Private, Assoc-acdm, Widowed, Farming-fishing, Unmarried, Black, Female,0,0,20, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,1282,0,48, Puerto-Rico, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, China, >50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,60, Columbia, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Japan, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Germany, <=50K
34, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,35, Cambodia, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, Iran, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Peru, >50K
44, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Laos, >50K
30, Private, Bachelors, Separated, Transport-moving, Unmarried, White, Male,0,0,45, Philippines, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, El-Salvador, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Japan, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Italy, >50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Nicaragua, >50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Hong, <=50K
52, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, El-Salvador, <=50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Hong, <=50K
41, Private, Masters, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Taiwan, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, England, <=50K
58, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,2338,40, Hong, >50K
33, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Laos, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Honduras, >50K
34, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,1991,40, England, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, China, <=50K
26, Private, HS-grad, Separated, Adm-clerical, Own-child, Black, Male,0,0,35, Germany, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Hong, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, China, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, England, >50K
36, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, >50K
41, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,80, Mexico, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, Jamaica, >50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, Germany, >50K
63, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Hungary, >50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
38, Private, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
37, Private, HS-grad, Never-married, Sales, Husband, White, Male,2915,0,78, Ecuador, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Taiwan, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
32, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,45, Cambodia, >50K
34, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,38, Canada, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,15, England, <=50K
40, Local-gov, 7th-8th, Separated, Sales, Husband, White, Male,0,0,40, Dominican-Republic, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Ireland, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, China, >50K
32, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, South, <=50K
18, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,17, Germany, <=50K
54, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, <=50K
18, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,35, Mexico, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,48, Portugal, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, France, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Columbia, <=50K
87, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, South, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, Jamaica, <=50K
58, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,15024,0,35, Philippines, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Thailand, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, Laos, <=50K
37, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,3104,0,40, Puerto-Rico, <=50K
35, Private, Masters, Separated, Other-service, Unmarried, White, Female,0,0,24, Cuba, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Laos, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Jamaica, >50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
58, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,13387,0,40, Thailand, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
56, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Jamaica, <=50K
51, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, Poland, >50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, Portugal, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, China, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, Vietnam, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Puerto-Rico, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Honduras, >50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,35, India, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Ireland, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, <=50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Iran, >50K
33, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Japan, <=50K
19, Private, 11th, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Ireland, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Thailand, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, Hungary, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, El-Salvador, <=50K
68, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, Puerto-Rico, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, South, >50K
33, Private, Bachelors, Divorced, Handlers-cleaners, Wife, Black, Female,0,0,40, Italy, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
43, Private, HS-grad, Divorced, Transport-moving, Wife, Black, Female,0,0,45, Guatemala, <=50K
58, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,50, Poland, >50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,37, India, <=50K
52, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Nicaragua, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, India, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Yugoslavia, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Haiti, <=50K
54, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Iran, <=50K
36, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Dominican-Republic, >50K
40, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,70, Puerto-Rico, <=50K
59, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,60, El-Salvador, >50K
37, State-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,48, Yugoslavia, >50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,2279,0,40, Thailand, >50K
71, Private, 5th-6th, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Honduras, >50K
28, State-gov, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Hong, <=50K
33, Private, 7th-8th, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Portugal, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,64, Nicaragua, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Columbia, <=50K
35, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Male,0,1636,40, Greece, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,2174,0,40, Laos, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Dominican-Republic, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,326,0,35, Outlying-US(Guam-USVI-etc), >50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Canada, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,48, Canada, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1592,50, Dominican-Republic, >50K
29, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Vietnam, <=50K
21, Local-gov, HS-grad, Separated, Protective-serv, Own-child, White, Male,0,0,30, England, <=50K
55, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,50, Italy, <=50K
58, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,32, Haiti, <=50K
28, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,5070,0,40, Dominican-Republic, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,65, Poland, >50K
48, Self-emp-inc, Bachelors, Widowed, Adm-clerical, Wife, White, Female,0,0,40, Portugal, <=50K
34, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Hong, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Ecuador, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Trinadad&Tobago, >50K
