47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,1748,47, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,5178,0,40, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,48, United-States, <=50K
61, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Ireland, <=50K
69, Private, 7th-8th, Widowed, Prof-specialty, Wife, White, Female,0,0,6, United-States, <=50K
54, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,3103,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,5013,0,45, United-States, >50K
53, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Husband, White, Male,18008,0,50, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
30, Federal-gov, 11th, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,4650,0,40, Mexico, <=50K
20, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, United-States, <=50K
51, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,73, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
54, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,84, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
48, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,42, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
40, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
32, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
27, State-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
39, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50K
43, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
58, Self-emp-not-inc, Assoc-voc, Widowed, Transport-moving, Wife, White, Female,0,0,36, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, White, Female,0,0,50, Ecuador, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
29, Private, Masters, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Federal-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, >50K
49, Private, Preschool, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1825,40, United-States, >50K
22, Private, Some-college, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,11920,0,35, United-States, >50K
90, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4457,0,15, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
42, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
70, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Local-gov, Masters, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,25, United-States, <=50K
27, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Sales, Other-relative, Black, Male,0,0,25, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
58, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,12, United-States, <=50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,40, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,75, United-States, >50K
61, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,42,0,6, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,70, Guatemala, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, State-gov, 10th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,72, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
59, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
51, Local-gov, 9th, Divorced, Machine-op-inspct, Wife, White, Female,0,0,42, United-States, <=50K
56, State-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,6988,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K
64, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,2, United-States, <=50K
51, State-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,65, United-States, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
61, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,50, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Local-gov, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,3103,0,54, United-States, >50K
51, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Japan, >50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,14024,0,54, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
69, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,19438,0,45, United-States, >50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, >50K
33, State-gov, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2156,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Husband, Other, Male,0,1616,40, Ecuador, >50K
49, Local-gov, Assoc-voc, Divorced, Prof-specialty, Husband, White, Female,0,0,48, United-States, <=50K
22, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Federal-gov, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
55, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
23, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
56, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
56, Private, Some-college, Widowed, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2615,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,1970,0,40, United-States, <=50K
26, State-gov, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
25, Private, 11th, Separated, Transport-moving, Unmarried, White, Male,0,0,45, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
35, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
41, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,1591,40, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3302,0,40, United-States, <=50K
51, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, El-Salvador, >50K
23, Private, Assoc-voc, Never-married, Tech-support, Own-child, Other, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 7th-8th, Separated, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, 7th-8th, Divorced, Transport-moving, Wife, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,50, Columbia, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
38, Local-gov, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,48, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,46, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
24, Private, Masters, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,42, Germany, <=50K
33, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Taiwan, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,70, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,65, Mexico, <=50K
62, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
46, Self-emp-inc, HS-grad, Widowed, Transport-moving, Unmarried, Black, Male,0,0,52, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
19, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Divorced, Craft-repair, Husband, Black, Female,0,0,36, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
31, Private, Some-college, Divorced, Adm-clerical, Wife, White, Male,0,0,2, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,85, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, Hong, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,40, United-States, <=50K
64, Local-gov, 10th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
59, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,65, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,38, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Federal-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
58, Self-emp-not-inc, Bachelors, Separated, Sales, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
