21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,24, Mexico, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2016,50, United-States, >50K
41, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,4936,0,54, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
77, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,10, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
30, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,1660,43, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,2045,40, United-States, >50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,3426,0,40, United-States, >50K
33, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
64, Local-gov, Bachelors, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,30, Germany, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,1485,40, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Prof-specialty, Husband, White, Male,0,1671,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
69, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,15, England, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1710,40, Dominican-Republic, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Prof-specialty, Other-relative, Black, Male,0,0,40, United-States, <=50K
32, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K
44, Private, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Haiti, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3140,0,40, Germany, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
52, Private, 9th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Without-pay, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,4932,0,50, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3451,0,37, United-States, >50K
31, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
30, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Mexico, <=50K
42, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,2044,54, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, Mexico, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,25, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, >50K
50, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,80, United-States, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
70, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, >50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,54, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,10, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
56, Private, 7th-8th, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
72, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2390,25, United-States, >50K
67, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,2117,0,52, United-States, <=50K
38, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,54, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Iran, >50K
73, Private, 7th-8th, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,16, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
59, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,72, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,12, Mexico, >50K
36, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1715,45, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1669,45, United-States, >50K
29, Private, Some-college, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
44, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,2415,66, United-States, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, >50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
47, Private, 9th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,36, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,45, Taiwan, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, >50K
33, Local-gov, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Local-gov, Bachelors, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,36, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,4925,0,65, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Doctorate, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Philippines, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Husband, White, Male,7687,0,50, United-States, >50K
41, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Never-married, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc, 9th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, Puerto-Rico, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Japan, <=50K
27, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
76, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,8, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1414,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
73, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
35, Private, Masters, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private, Prof-school, Never-married, Prof-specialty, Own-child, White, Female,0,1876,40, United-States, <=50K
44, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, >50K
44, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, United-States, >50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
57, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,1800,30, United-States, <=50K
52, Private, 7th-8th, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, <=50K
41, Local-gov, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, State-gov, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,25, Philippines, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,1856,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
60, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
30, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, 9th, Never-married, Other-service, Husband, White, Male,0,0,15, United-States, >50K
37, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, 5th-6th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
59, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
63, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,1846,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
57, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
29, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, State-gov, 10th, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,20, United-States, >50K
37, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,7687,0,40, United-States, >50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
