48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, <=50K
30, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Cuba, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,65, Greece, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
36, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, Holand-Netherlands, <=50K
41, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,38, France, <=50K
41, Private, Some-college, Separated, Adm-clerical, Wife, Black, Female,0,0,38, El-Salvador, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,50, Hong, <=50K
32, State-gov, Masters, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, Philippines, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,38, Ireland, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, Hungary, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Portugal, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,9878,0,40, Haiti, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, Holand-Netherlands, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Holand-Netherlands, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, Jamaica, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, Jamaica, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
24, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
27, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Germany, >50K
31, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
62, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
59, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Hungary, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, El-Salvador, <=50K
34, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,32, El-Salvador, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Jamaica, <=50K
46, Self-emp-not-inc, Prof-school, Never-married, Farming-fishing, Husband, White, Male,4407,0,54, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, Yugoslavia, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, Jamaica, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Ireland, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, Greece, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1999,40, Trinadad&Tobago, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, India, <=50K
19, State-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,20, Portugal, <=50K
41, Private, 9th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, France, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Portugal, <=50K
26, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
40, State-gov, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,2858,0,40, Yugoslavia, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, El-Salvador, <=50K
26, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Japan, >50K
59, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,7180,0,40, France, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,70, Italy, <=50K
52, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
50, State-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Cambodia, >50K
29, Private, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Thailand, <=50K
68, Private, 10th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,20, Ecuador, <=50K
19, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Haiti, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,20, Portugal, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Taiwan, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, Germany, <=50K
28, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Haiti, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Haiti, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,42, Greece, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Greece, >50K
38, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, Columbia, <=50K
67, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, France, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
30, Private, Some-college, Divorced, Sales, Other-relative, White, Male,0,0,40, Taiwan, <=50K
37, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, Iran, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,25, Canada, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, India, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Honduras, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, Vietnam, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,7298,0,60, England, <=50K
47, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Italy, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Mexico, >50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Greece, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, India, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Portugal, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
54, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, Black, Male,0,0,65, Iran, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, India, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Federal-gov, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,38, Italy, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, Germany, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, France, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Germany, <=50K
31, Private, Some-college, Separated, Tech-support, Wife, Black, Female,0,0,40, Philippines, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,30, Hungary, <=50K
41, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, France, <=50K
41, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, South, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Germany, >50K
48, Private, Some-college, Divorced, Sales, Wife, White, Male,0,0,40, Laos, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
38, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Peru, >50K
36, Private, Bachelors, Divorced, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,0,20, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Poland, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5159,0,45, Thailand, >50K
39, Local-gov, Masters, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Italy, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,50, Philippines, <=50K
31, State-gov, 11th, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, Cuba, <=50K
27, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Guatemala, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
22, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,38, Ecuador, <=50K
49, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Scotland, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Greece, >50K
67, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,25, Hungary, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, Thailand, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,24, El-Salvador, <=50K
51, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,38, Hong, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Wife, Black, Male,15024,0,40, Peru, >50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, France, >50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Vietnam, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, China, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,7687,0,54, India, >50K
37, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,2426,80, India, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Portugal, >50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,1925,40, Laos, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, Ecuador, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
42, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2217,50, Jamaica, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Holand-Netherlands, <=50K
56, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Canada, >50K
30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Columbia, <=50K
47, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,3779,0,40, Greece, <=50K
24, Federal-gov, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Ecuador, <=50K
57, Private, 9th, Separated, Craft-repair, Not-in-family, White, Female,0,0,42, Guatemala, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Japan, >50K
33, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Thailand, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, South, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, England, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Peru, >50K
35, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
25, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,50, France, <=50K
59, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, France, <=50K
47, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, England, <=50K
53, Private, Assoc-acdm, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, <=50K
53, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
68, Private, 7th-8th, Widowed, Other-service, Husband, White, Female,0,0,12, England, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
51, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
59, Self-emp-inc, Some-college, Widowed, Exec-managerial, Wife, White, Female,15024,0,60, Japan, >50K
25, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Portugal, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, India, >50K
44, Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,54, Peru, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Sales, Wife, White, Male,0,0,65, Greece, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
61, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,99999,0,40, Japan, >50K
24, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Hungary, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Female,0,0,47, Peru, <=50K
54, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Greece, <=50K
24, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,45, Philippines, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,13991,0,40, Columbia, >50K
27, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,65, Italy, <=50K
21, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, Laos, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,25, Philippines, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
66, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,35, Philippines, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Nicaragua, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Laos, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia, <=50K
33, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, France, >50K
49, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,18, Hungary, <=50K
48, Federal-gov, 5th-6th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Honduras, <=50K
42, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, El-Salvador, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Honduras, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
18, State-gov, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,20, Puerto-Rico, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,30, Mexico, <=50K
47, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
56, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Guatemala, <=50K
60, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,58885,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Hong, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,54, El-Salvador, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Thailand, >50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1994,40, Greece, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, India, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,38, Vietnam, <=50K
81, Federal-gov, 10th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,35, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Hong, <=50K
48, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,30, Iran, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
36, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,45, Puerto-Rico, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
68, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Federal-gov, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Scotland, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,2587,0,60, Puerto-Rico, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,54, China, >50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Greece, <=50K
59, Federal-gov, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,45, Vietnam, >50K
52, Private, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, China, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
32, State-gov, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, China, >50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Taiwan, <=50K
65, Private, 11th, Widowed, Prof-specialty, Unmarried, White, Female,0,0,15, Puerto-Rico, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Mexico, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Scotland, >50K
47, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, India, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Japan, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, <=50K
27, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Prof-school, Never-married, Sales, Own-child, White, Female,0,0,25, Japan, <=50K
43, Local-gov, Doctorate, Never-married, Exec-managerial, Own-child, White, Male,0,0,79, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
34, State-gov, HS-grad, Divorced, Sales, Other-relative, White, Female,2592,0,20, Poland, <=50K
33, State-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,15, England, <=50K
49, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, China, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, France, <=50K
55, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Haiti, <=50K
51, Private, 10th, Never-married, Sales, Unmarried, White, Female,0,0,40, Japan, <=50K
48, Private, Some-college, Divorced, Craft-repair, Wife, White, Female,0,0,40, England, <=50K
47, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Honduras, <=50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cambodia, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Laos, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Haiti, <=50K
50, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Holand-Netherlands, <=50K
28, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, Poland, <=50K
61, Local-gov, 9th, Widowed, Sales, Unmarried, Black, Female,0,0,25, Poland, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,15, Haiti, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Peru, >50K
36, Local-gov, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, India, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, >50K
46, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Vietnam, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,48, Vietnam, <=50K
27, Private, Prof-school, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Thailand, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1902,60, Canada, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,25, Greece, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ireland, >50K
28, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Canada, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
54, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Puerto-Rico, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Iran, <=50K
31, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, Holand-Netherlands, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2146,80, Holand-Netherlands, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, South, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
28, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
