29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,38, United-States, <=50K
42, Local-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
28, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Vietnam, >50K
30, State-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,33, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Other-relative, Black, Male,0,0,40, Iran, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,10, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
34, Federal-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,7687,0,60, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Vietnam, <=50K
40, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Assoc-voc, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, United-States, <=50K
57, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
34, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, Ecuador, >50K
42, Local-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,4505,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Philippines, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
27, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,30, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,16, United-States, <=50K
28, Private, 9th, Never-married, Transport-moving, Own-child, White, Female,0,0,10, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Mexico, >50K
57, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
79, State-gov, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,82, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, China, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
31, Private, 9th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,34, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Laos, <=50K
43, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Unmarried, White, Male,0,0,40, Canada, <=50K
36, Private, Masters, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, Iran, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,27, United-States, <=50K
28, Self-emp-not-inc, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,3135,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
35, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,54, United-States, <=50K
56, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
33, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, Japan, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
45, Local-gov, 7th-8th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Columbia, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Italy, >50K
56, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, State-gov, Prof-school, Divorced, Other-service, Not-in-family, White, Female,0,0,10, Columbia, <=50K
40, State-gov, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male,0,0,42, Greece, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
37, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Assoc-voc, Married-spouse-absent, Other-service, Wife, White, Female,0,0,21, Taiwan, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Masters, Never-married, Craft-repair, Husband, Black, Female,0,0,45, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Wife, Other, Female,4846,0,40, United-States, <=50K
37, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,30, Mexico, <=50K
60, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,3907,0,40, United-States, >50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,2141,40, Columbia, <=50K
19, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, Germany, <=50K
57, Private, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,60, United-States, >50K
37, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Bachelors, Divorced, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
29, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
34, Federal-gov, Doctorate, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,1653,40, United-States, >50K
32, Private, HS-grad, Never-married, Farming-fishing, Husband, Other, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,7, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
59, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
39, Private, Some-college, Separated, Transport-moving, Own-child, Other, Female,0,0,40, Holand-Netherlands, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
51, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, 11th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,54, United-States, <=50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Other-relative, Black, Male,0,0,48, United-States, <=50K
40, Private, Bachelors, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
69, Private, 9th, Separated, Other-service, Not-in-family, White, Male,0,0,40, China, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
21, State-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Nicaragua, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,78, El-Salvador, <=50K
37, State-gov, Bachelors, Separated, Sales, Husband, White, Male,0,0,42, United-States, <=50K
36, Local-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,5178,0,54, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,54, Cambodia, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, >50K
23, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
65, Local-gov, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,5, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,76, Nicaragua, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
55, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,10, United-States, <=50K
38, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,43, United-States, <=50K
33, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,89, United-States, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, Jamaica, <=50K
59, Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,50, Cuba, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
46, Private, Doctorate, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,5437,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
34, Private, Doctorate, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,48, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
51, Private, Some-college, Never-married, Priv-house-serv, Wife, White, Female,0,1691,30, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
65, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,594,0,50, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
42, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,44, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Federal-gov, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private, HS-grad, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0,0,24, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
67, Federal-gov, 5th-6th, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,20, United-States, <=50K
56, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,70, United-States, <=50K
38, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,42, United-States, >50K
54, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,48, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,2174,0,20, United-States, >50K
54, State-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,6638,0,40, Jamaica, >50K
23, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Male,0,0,30, Vietnam, <=50K
37, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,35, Cambodia, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,43, United-States, <=50K
43, Private, Bachelors, Divorced, Tech-support, Unmarried, Black, Female,0,0,48, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7298,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
57, Private, HS-grad, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,15, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
