39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
23, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,32, United-States, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Italy, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,73, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Unmarried, White, Male,0,1736,37, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, <=50K
53, Federal-gov, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, United-States, <=50K
46, Local-gov, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
54, Federal-gov, 12th, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Widowed, Prof-specialty, Other-relative, White, Female,0,0,40, Guatemala, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Federal-gov, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50, Mexico, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,3760,0,40, United-States, >50K
52, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, 10th, Separated, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
48, State-gov, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
30, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, Yugoslavia, <=50K
30, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
21, Private, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
60, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Unmarried, Black, Male,2416,0,36, Hungary, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, Germany, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Philippines, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, 9th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
69, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,2499,0,8, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Divorced, Sales, Not-in-family, Black, Male,0,1740,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
35, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Thailand, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, India, <=50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, England, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
18, Private, 11th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Peru, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,20, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Wife, Other, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,65, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,43, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,4708,0,40, Dominican-Republic, >50K
33, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Yugoslavia, >50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,60, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, Yugoslavia, >50K
31, Private, 7th-8th, Separated, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1740,40, United-States, <=50K
24, State-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,15, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, Poland, >50K
69, Self-emp-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
58, Private, HS-grad, Widowed, Exec-managerial, Wife, Black, Female,0,0,45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1902,54, United-States, >50K
29, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, >50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,33, United-States, <=50K
54, Private, Assoc-voc, Married-spouse-absent, Sales, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, >50K
35, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,50, Germany, <=50K
30, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,25, Taiwan, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Jamaica, >50K
65, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
32, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,47, China, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,27, Cambodia, <=50K
25, Private, 9th, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,45, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Other-relative, Black, Female,0,0,30, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,28, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Laos, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1887,45, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Taiwan, <=50K
42, Self-emp-inc, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,50, Peru, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,50, Hungary, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Canada, >50K
21, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,47, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,1887,30, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Poland, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,10550,0,51, Jamaica, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,34, Thailand, >50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,1977,40, United-States, <=50K
22, Private, 5th-6th, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Guatemala, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,10525,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, France, <=50K
28, Private, HS-grad, Divorced, Sales, Other-relative, White, Male,0,0,40, Cuba, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
64, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States, <=50K
64, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Haiti, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,10, Peru, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,3301,0,40, Guatemala, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1901,70, Hungary, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, United-States, >50K
25, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, Cambodia, <=50K
25, Private, 5th-6th, Separated, Exec-managerial, Own-child, White, Female,0,0,40, Columbia, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, United-States, >50K
39, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,7298,0,45, United-States, >50K
34, Private, HS-grad, Never-married, Tech-support, Other-relative, Black, Female,0,0,35, England, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,2883,0,35, China, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
43, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, China, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
49, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,5298,0,40, Canada, >50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Canada, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Hungary, >50K
44, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, France, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,80, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Thailand, <=50K
50, Private, 5th-6th, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2042,60, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
66, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,6, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
36, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,30, Italy, <=50K
43, Private, Preschool, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Iran, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,45, United-States, >50K
44, Local-gov, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Portugal, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, Mexico, >50K
47, Private, Masters, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
35, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1892,60, Ecuador, >50K
25, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,7687,0,60, Canada, >50K
60, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
48, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,2177,0,30, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,45, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,5289,0,54, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,54, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,38, Italy, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
53, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Poland, >50K
57, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, England, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, India, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,40, Honduras, >50K
35, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Female,0,0,48, South, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hungary, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,57, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,1902,70, United-States, >50K
26, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,1727,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Cuba, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
57, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,32, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
25, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,4969,0,40, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,75, United-States, <=50K
47, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Portugal, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
27, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Thailand, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7298,0,40, United-States, >50K
