19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Dominican-Republic, <=50K
39, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,54, India, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cambodia, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Scotland, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Hungary, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
37, Private, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,30, Honduras, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Scotland, >50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Ireland, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Poland, <=50K
42, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3276,0,40, Philippines, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Philippines, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
56, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, Greece, <=50K
43, Local-gov, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,44, Yugoslavia, >50K
43, Local-gov, Masters, Married-spouse-absent, Exec-managerial, Wife, Black, Female,0,0,30, South, >50K
37, State-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,38, France, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
59, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Vietnam, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Poland, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, El-Salvador, >50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
70, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
50, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, Other, Female,7099,0,40, Scotland, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,15, Cuba, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, South, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,50, Nicaragua, >50K
36, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,1978,40, Japan, <=50K
58, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, Portugal, <=50K
23, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Laos, <=50K
39, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, <=50K
27, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
44, Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,38, Jamaica, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,20, Scotland, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, Honduras, <=50K
34, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,60, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3103,0,45, Germany, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,40, Jamaica, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Honduras, >50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Cuba, <=50K
69, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
43, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Ecuador, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Peru, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Germany, <=50K
62, Private, Doctorate, Widowed, Sales, Not-in-family, Other, Male,9638,0,50, Hong, <=50K
32, Private, Assoc-voc, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,20, China, >50K
55, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,27, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cuba, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
56, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, Black, Female,0,0,50, Germany, <=50K
23, Self-emp-inc, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,9, Cambodia, <=50K
66, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, India, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Peru, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,42, Japan, >50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,20, Philippines, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, South, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,54, El-Salvador, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,44, Outlying-US(Guam-USVI-etc), <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
17, Private, 10th, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,20, Italy, <=50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Nicaragua, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,54, Hong, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
46, Private, Bachelors, Separated, Other-service, Not-in-family, Other, Male,0,0,60, El-Salvador, <=50K
30, Private, Some-college, Separated, Machine-op-inspct, Own-child, Other, Male,0,0,40, Hong, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, South, >50K
33, Private, Some-college, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,8, Hong, <=50K
56, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,2502,0,45, Haiti, >50K
35, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, China, <=50K
35, Private, HS-grad, Separated, Craft-repair, Own-child, Black, Female,0,0,35, Germany, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Honduras, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, China, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,25, Hungary, >50K
60, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,30, El-Salvador, <=50K
24, State-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
36, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, Germany, >50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
58, Self-emp-inc, 10th, Never-married, Sales, Wife, White, Female,0,0,20, Hong, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,3225,0,60, Thailand, <=50K
48, Local-gov, Assoc-acdm, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Peru, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,35, Taiwan, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,5013,0,40, Puerto-Rico, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, Cambodia, <=50K
43, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, England, >50K
62, Local-gov, 12th, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,4389,0,40, Iran, <=50K
22, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, China, <=50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, <=50K
34, Federal-gov, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, France, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,30, Poland, <=50K
37, Private, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,0,40, England, <=50K
30, Private, Some-college, Divorced, Tech-support, Own-child, Other, Female,0,0,40, Columbia, <=50K
60, Private, HS-grad, Widowed, Sales, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3279,0,40, South, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Peru, >50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,50, Taiwan, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Laos, >50K
50, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,2476,40, Scotland, >50K
41, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Cuba, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Japan, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,45, Italy, >50K
55, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1664,54, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, <=50K
34, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, >50K
52, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Italy, <=50K
24, Private, HS-grad, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
82, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,35, Poland, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, China, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Vietnam, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,45, Portugal, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,78, Honduras, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Ireland, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,1538,40, Jamaica, <=50K
43, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,50, Portugal, <=50K
39, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,35, Hong, <=50K
30, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Scotland, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, >50K
60, Private, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,48, Hong, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, El-Salvador, >50K
31, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,35, Puerto-Rico, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Thailand, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Ireland, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,80, Scotland, <=50K
33, Private, Bachelors, Never-married, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, Ecuador, <=50K
57, Self-emp-inc, Bachelors, Never-married, Sales, Wife, Black, Female,0,0,50, Greece, >50K
46, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
37, Private, HS-grad, Married-spouse-absent, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,35, India, >50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,20, Mexico, <=50K
67, Private, 9th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,5013,0,35, Trinadad&Tobago, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,30, India, <=50K
29, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, Yugoslavia, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Guatemala, <=50K
20, Private, Some-college, Never-married, Transport-moving, Wife, Black, Male,0,1983,40, Guatemala, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Iran, <=50K
33, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, >50K
49, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
72, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,2168,0,6, Ecuador, <=50K
58, State-gov, 9th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
41, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,70, India, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,15024,0,60, Honduras, >50K
23, State-gov, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Hong, <=50K
19, Private, 11th, Never-married, Tech-support, Own-child, Black, Female,0,0,12, Poland, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,44, Mexico, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
66, Self-emp-inc, 7th-8th, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,85301,0,30, Greece, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,38, Laos, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, Dominican-Republic, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Dominican-Republic, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,52, Cambodia, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,30, Dominican-Republic, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, England, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,2284,50, Italy, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Haiti, <=50K
70, State-gov, Prof-school, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Cuba, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
56, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, >50K
32, Private, HS-grad, Separated, Craft-repair, Wife, Other, Female,0,0,40, Poland, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Ecuador, <=50K
37, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Scotland, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, Japan, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1976,50, Japan, >50K
66, Self-emp-not-inc, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,3, Canada, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Poland, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, England, <=50K
50, Private, HS-grad, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Italy, <=50K
24, Private, HS-grad, Never-married, Tech-support, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, Germany, <=50K
64, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Greece, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Japan, <=50K
30, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Mexico, <=50K
65, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Hong, <=50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Male,0,0,16, Portugal, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, England, <=50K
61, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Trinadad&Tobago, >50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, Nicaragua, >50K
40, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,18, Portugal, >50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,8, Laos, <=50K
52, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
68, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,30, Poland, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Sales, Other-relative, Other, Male,0,0,40, Thailand, <=50K
47, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Greece, >50K
23, Private, 5th-6th, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Puerto-Rico, <=50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
26, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,35, Iran, <=50K
55, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,1649,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
30, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,0,0,45, Cuba, <=50K
