49, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1902,45, United-States, >50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
54, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Federal-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,42, United-States, <=50K
48, Private, Masters, Separated, Other-service, Not-in-family, Black, Male,0,0,36, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,5178,0,40, United-States, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,16, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1738,35, United-States, <=50K
41, Private, 9th, Never-married, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
23, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Federal-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,53, United-States, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Hungary, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Separated, Other-service, Wife, Black, Female,0,0,16, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,35, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,70, United-States, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,63, United-States, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,64, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1720,70, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Male,0,0,25, United-States, <=50K
27, State-gov, Bachelors, Never-married, Priv-house-serv, Wife, White, Female,0,0,40, England, <=50K
42, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
29, Private, HS-grad, Separated, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2423,60, United-States, >50K
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Male,4057,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,45, United-States, <=50K
27, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Divorced, Tech-support, Wife, White, Female,0,0,40, Cuba, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1857,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Poland, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,4118,0,60, United-States, <=50K
46, Federal-gov, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,4654,0,40, United-States, <=50K
25, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
21, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3550,0,60, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, Jamaica, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
65, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, State-gov, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,37, India, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States, <=50K
20, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Mexico, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
56, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
78, Self-emp-not-inc, 7th-8th, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1610,40, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,35, Mexico, <=50K
18, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, >50K
33, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
30, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Own-child, White, Female,4025,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
28, Federal-gov, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,2588,0,50, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,1973,0,40, United-States, <=50K
56, State-gov, 10th, Divorced, Sales, Not-in-family, Black, Female,0,0,36, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
67, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
60, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
60, Private, HS-grad, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,20, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,54, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Divorced, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, State-gov, Assoc-voc, Never-married, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
61, State-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,9369,0,40, United-States, >50K
48, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
74, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,2160,50, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, >50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
35, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Sales, Wife, White, Female,15024,0,16, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1834,40, United-States, <=50K
31, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
56, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
30, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, 9th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,20, United-States, >50K
46, Private, Masters, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
46, Private, Doctorate, Divorced, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
37, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
69, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,50, Hong, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
25, Self-emp-inc, HS-grad, Separated, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, Peru, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, 10th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
32, Federal-gov, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
29, Self-emp-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Without-pay, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1891,45, United-States, >50K
23, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
44, Local-gov, HS-grad, Divorced, Sales, Wife, White, Female,0,0,30, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,1847,30, United-States, <=50K
60, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private, Prof-school, Never-married, Handlers-cleaners, Husband, Black, Male,0,1796,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Masters, Divorced, Exec-managerial, Wife, White, Male,0,0,40, Japan, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,62, United-States, >50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, 7th-8th, Married-civ-spouse, Tech-support, Husband, Black, Male,7411,0,35, United-States, <=50K
23, Private, Bachelors, Separated, Sales, Unmarried, Black, Female,0,0,24, United-States, <=50K
72, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, Private, Masters, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,89, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, El-Salvador, <=50K
29, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
19, Private, Assoc-acdm, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,60, United-States, >50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
40, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
58, State-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
