59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,37, Germany, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
24, Private, Assoc-acdm, Divorced, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
82, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Haiti, >50K
60, Self-emp-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,7298,0,40, United-States, >50K
31, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,27, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Peru, <=50K
41, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,3103,0,40, United-States, <=50K
67, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,8, United-States, <=50K
46, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, Preschool, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
57, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, <=50K
29, Private, Masters, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Honduras, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1658,40, Taiwan, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2311,40, Vietnam, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
58, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
54, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, Prof-school, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,43, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, China, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
57, Private, Masters, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,46, Poland, >50K
38, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Black, Female,3345,0,30, United-States, >50K
61, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,5166,0,40, United-States, >50K
57, State-gov, 5th-6th, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, El-Salvador, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, El-Salvador, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Haiti, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,22, Cuba, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
23, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, Trinadad&Tobago, <=50K
28, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,99, Columbia, >50K
70, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,16, Hungary, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, El-Salvador, <=50K
58, Self-emp-not-inc, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Cuba, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Mexico, >50K
40, Private, 12th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,4412,0,20, United-States, >50K
37, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, Hong, <=50K
35, Private, 11th, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Trinadad&Tobago, >50K
32, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Widowed, Farming-fishing, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Yugoslavia, <=50K
39, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,3103,0,40, Poland, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, Iran, <=50K
58, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,32282,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Honduras, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,35, Cambodia, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1848,16, Vietnam, <=50K
64, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,42, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
58, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,16, Hong, <=50K
50, Private, 9th, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, France, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
70, State-gov, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Greece, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
36, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Japan, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Ireland, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2028,53, Italy, >50K
25, Self-emp-inc, Doctorate, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,99, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,11032,0,45, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Italy, <=50K
28, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,50, Japan, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,54, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,70, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7294,0,40, China, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
44, State-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
47, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,35, Mexico, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,6720,0,20, Hungary, >50K
45, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,45, United-States, >50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 10th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,54, Canada, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Nicaragua, >50K
59, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,70, United-States, <=50K
51, Private, 9th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Separated, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,2184,0,50, Germany, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
51, State-gov, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Columbia, >50K
30, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
27, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,25, Dominican-Republic, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,1848,81, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,80, Dominican-Republic, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Other-relative, Black, Female,0,0,71, United-States, >50K
37, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Portugal, <=50K
27, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Male,0,0,25, Columbia, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, State-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,24, El-Salvador, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,45, France, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, South, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,35, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,37, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hungary, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
36, State-gov, Masters, Divorced, Other-service, Wife, White, Female,0,0,30, China, <=50K
68, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,35, Cambodia, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
57, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,3565,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Poland, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,15024,0,40, United-States, >50K
41, Private, 9th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Mexico, <=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,1485,0,37, Nicaragua, <=50K
22, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Italy, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, France, <=50K
56, Without-pay, 7th-8th, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,30, Vietnam, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
38, State-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,48, China, >50K
22, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, Columbia, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,30, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Male,0,0,40, Philippines, <=50K
22, Local-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,1540,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Masters, Never-married, Prof-specialty, Wife, White, Male,0,0,50, Portugal, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Philippines, >50K
38, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Thailand, <=50K
17, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,44, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3354,0,40, United-States, >50K
45, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,85, United-States, <=50K
34, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,40, United-States, >50K
27, Federal-gov, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Peru, <=50K
66, Self-emp-not-inc, HS-grad, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,2, Poland, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,55, Ireland, >50K
51, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,81, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Vietnam, <=50K
64, Private, 9th, Widowed, Other-service, Not-in-family, White, Female,0,0,10, Thailand, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
36, Private, 7th-8th, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,2891,0,40, Outlying-US(Guam-USVI-etc), >50K
59, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Male,0,0,55, El-Salvador, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,2421,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,20, Haiti, <=50K
34, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, France, >50K
27, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,44, United-States, <=50K
57, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,4263,0,40, Hungary, >50K
36, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, India, <=50K
52, Self-emp-not-inc, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Puerto-Rico, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
34, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Japan, <=50K
35, State-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,54, Greece, <=50K
41, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,45, Peru, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,71, Portugal, >50K
64, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
52, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,20, Trinadad&Tobago, <=50K
28, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,42, Hungary, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,76, Poland, <=50K
60, Private, Assoc-voc, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1878,50, United-States, <=50K
28, Private, 1st-4th, Never-married, Craft-repair, Own-child, White, Female,0,1862,45, Dominican-Republic, <=50K
60, State-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, Greece, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,46, United-States, >50K
57, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
