33, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Peru, <=50K
19, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Local-gov, 10th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, 11th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,5277,0,45, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,4386,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Transport-moving, Own-child, White, Male,8700,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
19, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,30, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
21, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1635,45, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, United-States, <=50K
47, Local-gov, Doctorate, Widowed, Handlers-cleaners, Husband, White, Male,0,0,30, Mexico, <=50K
39, Local-gov, 11th, Never-married, Prof-specialty, Wife, White, Male,0,0,30, Haiti, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, Unmarried, Other, Male,9143,0,40, United-States, >50K
35, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4682,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,5072,0,37, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,10520,0,60, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
76, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,10, United-States, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,60, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private, 7th-8th, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,12, United-States, <=50K
58, Local-gov, Doctorate, Divorced, Prof-specialty, Husband, White, Male,12806,0,40, United-States, >50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
42, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, 10th, Divorced, Sales, Not-in-family, White, Male,0,0,50, China, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
25, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, 9th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,40, Hungary, <=50K
49, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, Other, Female,0,0,35, United-States, <=50K
49, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,37, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1880,45, United-States, >50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, State-gov, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, South, <=50K
25, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
59, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Federal-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,2174,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
55, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,35, Philippines, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,15024,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,1595,35, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
50, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,3376,0,40, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,35, United-States, <=50K
73, Self-emp-not-inc, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,12, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Husband, White, Male,7376,0,40, Germany, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,23, Columbia, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Other-relative, White, Male,5360,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
26, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
26, Local-gov, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
62, Private, 9th, Widowed, Other-service, Unmarried, White, Female,0,0,35, Canada, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Other-service, Other-relative, White, Female,0,0,16, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7687,0,20, Japan, >50K
32, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,54, United-States, <=50K
24, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
49, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
29, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,1680,35, United-States, <=50K
40, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Local-gov, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,31, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,2184,0,20, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
71, Private, Prof-school, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Doctorate, Married-civ-spouse, Tech-support, Wife, White, Male,3409,0,40, United-States, <=50K
80, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,3325,0,30, United-States, <=50K
44, State-gov, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
58, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, Yugoslavia, <=50K
24, Federal-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
42, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
32, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
53, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Female,4950,0,20, Italy, <=50K
30, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
52, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
28, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7138,0,54, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,5106,0,20, Poland, >50K
31, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Widowed, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, 9th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,2834,0,60, United-States, <=50K
49, State-gov, 9th, Never-married, Transport-moving, Husband, White, Female,0,0,32, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
24, Self-emp-not-inc, 9th, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, Trinadad&Tobago, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2004,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,44, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1976,45, United-States, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,16, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
43, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Canada, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, Haiti, <=50K
57, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,13607,0,32, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
55, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Jamaica, <=50K
38, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,5027,0,40, China, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,99, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Germany, <=50K
22, State-gov, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
49, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,60, United-States, <=50K
57, Local-gov, 10th, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
29, Self-emp-not-inc, 11th, Divorced, Priv-house-serv, Not-in-family, White, Male,0,1506,40, Honduras, <=50K
31, Self-emp-not-inc, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,52, Honduras, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
25, Private, 1st-4th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
20, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,30, South, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,30, Thailand, <=50K
22, Private, 11th, Never-married, Sales, Other-relative, White, Male,0,0,35, United-States, <=50K
46, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
57, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, Other, Female,0,0,30, United-States, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,38, Italy, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Husband, Black, Female,2016,0,40, United-States, <=50K
53, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 5th-6th, Never-married, Craft-repair, Wife, Black, Male,7687,0,32, United-States, >50K
46, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,1658,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,2632,50, China, <=50K
28, State-gov, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Local-gov, 10th, Divorced, Prof-specialty, Husband, White, Female,0,1636,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,3320,0,47, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, Assoc-voc, Never-married, Sales, Other-relative, White, Male,7298,0,40, United-States, >50K
41, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Female,0,1575,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
63, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,54, United-States, <=50K
38, Private, Prof-school, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
38, Self-emp-not-inc, 5th-6th, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,99, South, <=50K
