27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,96, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Scotland, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,7687,0,60, Ireland, >50K
25, Private, Some-college, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Black, Male,0,0,65, Mexico, <=50K
19, Private, HS-grad, Never-married, Other-service, Other-relative, Other, Female,0,0,8, China, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, >50K
39, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Philippines, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, South, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,60, Japan, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,66, United-States, >50K
34, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1724,40, United-States, <=50K
53, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Dominican-Republic, >50K
50, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,99999,0,40, United-States, >50K
47, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
53, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, Poland, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1670,50, United-States, >50K
28, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,50, Taiwan, <=50K
50, State-gov, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,15, United-States, <=50K
54, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,4475,0,50, United-States, <=50K
39, Self-emp-inc, HS-grad, Never-married, Sales, Wife, White, Female,0,0,50, United-States, <=50K
25, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, Laos, <=50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, Mexico, <=50K
62, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
40, Private, Masters, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1899,99, Haiti, <=50K
55, Private, Masters, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Hong, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, Thailand, >50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
56, Self-emp-inc, Some-college, Separated, Other-service, Not-in-family, Other, Male,0,0,18, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,35, Guatemala, <=50K
74, State-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,16, United-States, <=50K
19, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
19, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
64, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Separated, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Male,0,1902,40, Philippines, <=50K
60, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, Laos, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,3249,0,40, United-States, <=50K
44, State-gov, Doctorate, Divorced, Prof-specialty, Wife, White, Female,0,1621,40, Hungary, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,60, United-States, >50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
58, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,54, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
37, Private, Assoc-acdm, Separated, Other-service, Unmarried, Black, Male,0,1902,14, Philippines, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Male,2960,0,20, United-States, >50K
36, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Mexico, >50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Italy, >50K
61, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Greece, <=50K
32, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Mexico, >50K
31, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1968,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
24, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, Columbia, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
43, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Canada, <=50K
34, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Peru, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,31, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,54, United-States, <=50K
53, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Federal-gov, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Haiti, <=50K
24, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
56, Private, Bachelors, Widowed, Craft-repair, Husband, White, Female,0,0,40, Poland, >50K
29, Local-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26, Private, Doctorate, Never-married, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,3103,0,45, Vietnam, >50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Italy, >50K
22, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
31, State-gov, 5th-6th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Canada, >50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Separated, Tech-support, Not-in-family, White, Female,0,0,40, Cuba, <=50K
24, Private, 11th, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
58, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,3916,0,40, Canada, <=50K
23, Self-emp-not-inc, 11th, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Unmarried, Black, Female,0,0,15, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Mexico, <=50K
50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2349,54, Honduras, >50K
35, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,54, Italy, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,2858,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Cuba, <=50K
33, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, Honduras, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,4005,0,20, Honduras, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1902,40, India, >50K
37, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,25, United-States, <=50K
32, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,40, United-States, >50K
40, Local-gov, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,35, Scotland, <=50K
37, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, England, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
42, Self-emp-inc, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,20, Hong, <=50K
37, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
60, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,43, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,65, France, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Columbia, <=50K
21, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,30, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
36, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,35, China, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Mexico, <=50K
67, Private, HS-grad, Widowed, Protective-serv, Not-in-family, White, Female,0,0,10, Trinadad&Tobago, <=50K
22, Local-gov, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,27, United-States, <=50K
28, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,76, United-States, <=50K
61, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,33, United-States, <=50K
39, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, England, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, Guatemala, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
54, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,45, United-States, <=50K
36, Local-gov, 1st-4th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Cuba, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
45, Private, 7th-8th, Never-married, Sales, Not-in-family, Black, Female,0,0,38, Germany, <=50K
57, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,2050,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Male,0,1388,65, United-States, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,58, Germany, >50K
50, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,36, United-States, <=50K
18, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Germany, >50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
29, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, Ecuador, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,38, United-States, <=50K
37, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1848,40, Thailand, >50K
20, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1977,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3380,0,40, United-States, >50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, >50K
41, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,36, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Iran, <=50K
19, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Yugoslavia, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, France, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2827,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4374,0,40, Outlying-US(Guam-USVI-etc), >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
56, State-gov, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,3325,0,40, United-States, <=50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,1765,45, United-States, >50K
44, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, France, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2401,35, United-States, >50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Local-gov, 9th, Never-married, Tech-support, Own-child, White, Female,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Columbia, <=50K
23, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,54, United-States, <=50K
54, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, Scotland, <=50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,50, Taiwan, >50K
40, Private, HS-grad, Divorced, Tech-support, Wife, Asian-Pac-Islander, Female,2647,0,18, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Taiwan, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,40, India, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,30, United-States, <=50K
49, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,50, Mexico, >50K
61, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,16, United-States, >50K
33, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
47, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Private, Bachelors, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Italy, <=50K
65, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
