21, Private, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
57, Local-gov, Bachelors, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1651,40, United-States, <=50K
59, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
23, Private, 12th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
38, Private, 10th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1887,40, United-States, <=50K
26, Private, Assoc-voc, Separated, Sales, Own-child, White, Male,0,0,40, Poland, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Unmarried, Other, Female,0,0,50, United-States, <=50K
66, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,7, Nicaragua, >50K
28, Private, Bachelors, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, >50K
30, Private, Doctorate, Separated, Sales, Unmarried, White, Female,0,0,40, Hong, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, Mexico, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Mexico, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,1598,60, Columbia, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Philippines, <=50K
30, Private, Bachelors, Separated, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,4282,0,40, Japan, <=50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, China, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
37, Local-gov, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, State-gov, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,20, Nicaragua, >50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Iran, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Thailand, <=50K
39, Private, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,40, Columbia, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,3742,40, El-Salvador, <=50K
61, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Philippines, >50K
53, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Local-gov, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,25, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,2158,0,60, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, Mexico, <=50K
25, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,25363,0,50, Peru, >50K
31, Local-gov, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,10, United-States, <=50K
50, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,25, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4976,0,60, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Peru, <=50K
24, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Scotland, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, Poland, <=50K
62, Private, Masters, Widowed, Farming-fishing, Not-in-family, Other, Female,0,0,16, China, <=50K
62, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
39, Private, Bachelors, Divorced, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,8, Laos, <=50K
32, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,45, South, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1655,40, United-States, >50K
37, Private, 7th-8th, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Hungary, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Dominican-Republic, <=50K
26, Local-gov, 7th-8th, Never-married, Sales, Own-child, Black, Male,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, State-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
43, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,60, India, >50K
30, Private, 10th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1900,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, Jamaica, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, Canada, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,20, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,8, Trinadad&Tobago, <=50K
71, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,11, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, United-States, >50K
62, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,3334,0,40, Cambodia, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, United-States, >50K
22, Self-emp-not-inc, 12th, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,37, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
55, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,4227,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, >50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,20, United-States, >50K
51, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Hong, <=50K
27, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,25, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
22, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,93, United-States, <=50K
53, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Germany, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,11, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,4071,0,36, United-States, >50K
32, Private, 11th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
28, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, Other, Male,0,0,37, Haiti, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2972,0,45, United-States, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Poland, >50K
26, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,35, United-States, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,15024,0,50, United-States, >50K
51, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Columbia, >50K
45, Private, Assoc-acdm, Separated, Sales, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,99999,0,54, Thailand, >50K
26, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Haiti, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, >50K
30, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, White, Female,0,0,10, Thailand, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,8432,0,45, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Local-gov, Masters, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, El-Salvador, <=50K
58, Federal-gov, HS-grad, Widowed, Tech-support, Not-in-family, White, Male,2174,0,15, United-States, <=50K
50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1740,50, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,30, Honduras, >50K
52, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, Guatemala, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
56, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,25, Haiti, <=50K
22, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,24, United-States, <=50K
54, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Italy, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Italy, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1977,50, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
29, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,28, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,0,0,12, United-States, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
70, Local-gov, Masters, Widowed, Craft-repair, Husband, White, Male,10190,0,50, United-States, <=50K
26, Private, 9th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, South, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
43, Local-gov, Assoc-acdm, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Jamaica, <=50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,7662,0,50, United-States, >50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
48, Local-gov, Assoc-acdm, Married-spouse-absent, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
58, State-gov, 9th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Italy, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2415,45, Vietnam, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Hungary, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
34, State-gov, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
38, Self-emp-not-inc, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
64, Self-emp-inc, Assoc-acdm, Widowed, Exec-managerial, Husband, White, Male,0,0,50, Ireland, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, France, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
38, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Peru, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Tech-support, Husband, White, Male,0,0,43, United-States, <=50K
25, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, Portugal, <=50K
40, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Other, Female,0,0,21, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, State-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Widowed, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
30, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,65, United-States, >50K
58, Self-emp-not-inc, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,42, Japan, >50K
38, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,45, United-States, >50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, England, >50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
47, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Scotland, <=50K
45, Local-gov, Some-college, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,54, Laos, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,70, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
52, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
40, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, South, >50K
45, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Black, Male,8614,0,45, Vietnam, <=50K
