19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, Greece, <=50K
36, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Male,5178,0,45, Yugoslavia, <=50K
59, State-gov, 7th-8th, Married-civ-spouse, Tech-support, Husband, Black, Male,7298,0,40, Scotland, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
60, Local-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
25, State-gov, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States, <=50K
69, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States, >50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
65, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1894,50, India, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, United-States, >50K
42, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
23, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, >50K
26, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Ecuador, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Japan, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,50, Hong, <=50K
62, State-gov, Assoc-acdm, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,12, United-States, <=50K
52, State-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, Mexico, <=50K
41, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,15024,0,40, Peru, >50K
22, Private, Assoc-voc, Never-married, Sales, Own-child, Other, Male,0,0,40, Hungary, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
43, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Cuba, <=50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, Hungary, <=50K
34, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, <=50K
34, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,30, United-States, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,54, Vietnam, >50K
32, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, 9th, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1886,38, Scotland, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,50, Vietnam, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Ecuador, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
49, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, France, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,3103,0,35, China, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3925,0,45, Poland, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3402,0,40, Ireland, <=50K
30, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,45, Italy, >50K
64, Self-emp-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,9996,0,60, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,6453,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,45, Philippines, <=50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Hungary, >50K
63, Local-gov, Preschool, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, South, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
53, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, China, <=50K
42, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,5178,0,30, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Exec-managerial, Own-child, White, Female,0,0,32, United-States, <=50K
57, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hungary, >50K
21, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, India, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
24, Private, Masters, Never-married, Craft-repair, Wife, White, Male,0,0,50, Mexico, <=50K
65, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,19380,0,50, United-States, >50K
45, Without-pay, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
76, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,33, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,3423,0,40, Laos, >50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Italy, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Taiwan, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Poland, >50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,36, Cuba, <=50K
39, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Nicaragua, >50K
27, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,70, Honduras, <=50K
45, Private, Some-college, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
78, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,3103,0,40, Philippines, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Peru, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Canada, <=50K
49, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
52, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
75, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,30, United-States, <=50K
65, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Peru, <=50K
27, Local-gov, Assoc-acdm, Never-married, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,30, Portugal, <=50K
24, Private, Bachelors, Never-married, Sales, Unmarried, Other, Male,0,0,60, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,4072,0,15, United-States, <=50K
32, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, 9th, Divorced, Sales, Not-in-family, Other, Female,0,0,30, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
68, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,36, Nicaragua, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, China, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Peru, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
56, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,15, Peru, <=50K
24, Private, Some-college, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
39, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Portugal, <=50K
20, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,50, Hong, <=50K
35, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,45, Mexico, <=50K
45, State-gov, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,1596,40, Portugal, <=50K
69, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,8614,0,50, Laos, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Hong, >50K
41, Self-emp-inc, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Ireland, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Honduras, >50K
40, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, El-Salvador, <=50K
53, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, South, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2443,42, United-States, >50K
23, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
34, Local-gov, HS-grad, Divorced, Tech-support, Wife, Black, Male,0,0,40, Yugoslavia, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, State-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, >50K
23, Local-gov, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Peru, <=50K
68, Local-gov, 7th-8th, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
57, Local-gov, Some-college, Widowed, Other-service, Not-in-family, Black, Male,0,0,35, Portugal, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
36, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hong, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Poland, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,5122,0,4, United-States, <=50K
42, Local-gov, Some-college, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,50, Guatemala, >50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
33, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,7, England, <=50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
80, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, Ecuador, <=50K
30, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,8, United-States, <=50K
32, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Honduras, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,30, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,60, El-Salvador, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Mexico, <=50K
54, Private, Some-college, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
45, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Puerto-Rico, <=50K
34, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Mexico, <=50K
24, Local-gov, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, >50K
25, Private, HS-grad, Separated, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
39, Local-gov, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,5969,0,40, Outlying-US(Guam-USVI-etc), >50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,20, Cambodia, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, China, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, United-States, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,2007,40, Greece, >50K
19, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
35, Private, Prof-school, Never-married, Protective-serv, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1978,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,9994,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Thailand, >50K
40, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Local-gov, Assoc-voc, Never-married, Prof-specialty, Own-child, Other, Male,0,0,45, United-States, <=50K
45, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
46, Federal-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
60, Private, Masters, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,8, United-States, <=50K
58, State-gov, 9th, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,24, United-States, <=50K
45, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, >50K
77, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,48, Cuba, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
66, Private, 9th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
43, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
48, Federal-gov, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Jamaica, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, 5th-6th, Never-married, Other-service, Unmarried, Black, Female,0,0,4, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Nicaragua, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,4018,0,40, United-States, <=50K
21, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
40, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
53, Local-gov, Prof-school, Divorced, Prof-specialty, Husband, Other, Male,0,0,70, United-States, <=50K
34, Private, Bachelors, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
47, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Ireland, >50K
67, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Nicaragua, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Separated, Prof-specialty, Other-relative, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,2046,84, Mexico, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Taiwan, >50K
29, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,35, China, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,50, South, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
56, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,52, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cambodia, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, South, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
