56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, >50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Ireland, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Portugal, <=50K
53, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,10, Scotland, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, El-Salvador, <=50K
54, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
58, State-gov, Preschool, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2385,8, Trinadad&Tobago, >50K
35, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, Portugal, >50K
46, Private, 7th-8th, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,6548,0,72, Columbia, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2419,50, Portugal, >50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,24, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
58, Local-gov, 9th, Divorced, Sales, Not-in-family, White, Female,0,0,50, China, <=50K
28, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Honduras, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Mexico, >50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,99999,0,45, United-States, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,54, United-States, >50K
18, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, El-Salvador, <=50K
40, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,54, United-States, <=50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,60, Scotland, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
38, Private, Assoc-acdm, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
53, Federal-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,60, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, >50K
19, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, Other, Male,0,0,50, United-States, <=50K
23, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,35, Guatemala, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, United-States, >50K
36, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
23, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Mexico, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
54, Federal-gov, Some-college, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
71, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,15, Germany, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Honduras, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Honduras, >50K
34, Private, Bachelors, Never-married, Armed-Forces, Unmarried, White, Male,3546,0,50, United-States, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, Peru, <=50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,47, France, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Iran, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, South, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Masters, Divorced, Tech-support, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,7298,0,37, Ecuador, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,1902,45, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,58, China, <=50K
23, Self-emp-not-inc, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Peru, >50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, >50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,42, Taiwan, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
45, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,31, Germany, <=50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
33, Self-emp-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Portugal, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
62, State-gov, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
55, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,3654,0,45, United-States, >50K
41, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,3387,0,40, Ireland, >50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Portugal, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Yugoslavia, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
56, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hong, <=50K
37, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
45, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4016,0,51, Hungary, >50K
73, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, Ecuador, >50K
58, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Thailand, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
20, State-gov, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,60, Italy, <=50K
35, State-gov, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, China, >50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,1887,24, India, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,30, China, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,71, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Local-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, France, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Local-gov, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Portugal, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,2243,40, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1891,50, China, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, France, <=50K
27, State-gov, 9th, Never-married, Sales, Own-child, Other, Male,0,0,40, Germany, <=50K
17, Private, 10th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
27, Local-gov, 10th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
51, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, South, <=50K
30, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, El-Salvador, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Puerto-Rico, <=50K
46, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Wife, Black, Male,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, White, Female,0,0,16, United-States, <=50K
67, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Greece, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Mexico, <=50K
62, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, Jamaica, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,4765,0,45, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, China, >50K
43, Self-emp-not-inc, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Separated, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
67, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, China, <=50K
46, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,64, Hungary, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, South, <=50K
29, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Ireland, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,1628,40, United-States, <=50K
42, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, India, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,36, Jamaica, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,3957,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Greece, <=50K
43, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,42, United-States, <=50K
49, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Laos, <=50K
44, State-gov, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,25, England, <=50K
36, Federal-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,4494,0,40, Guatemala, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
55, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0,0,16, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, Hungary, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,4091,0,50, Germany, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,50, Cuba, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,35, Haiti, <=50K
32, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
42, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Male,7687,0,40, United-States, >50K
28, Private, Preschool, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Taiwan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,6, Mexico, >50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
47, Private, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,11404,0,30, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4087,0,50, Hong, >50K
29, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Thailand, <=50K
26, Private, Assoc-voc, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
22, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
86, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,2, Haiti, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Thailand, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,46, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,45, United-States, >50K
54, Federal-gov, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Cambodia, <=50K
32, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,30, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,10815,0,40, Ireland, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
31, Private, 7th-8th, Never-married, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
33, State-gov, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Exec-managerial, Wife, White, Female,5166,0,40, Vietnam, <=50K
56, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,2001,40, United-States, >50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, <=50K
41, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, France, >50K
22, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Federal-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, England, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, >50K
47, Federal-gov, Bachelors, Divorced, Other-service, Not-in-family, Other, Male,0,1848,40, Nicaragua, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,32, United-States, >50K
31, State-gov, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Hungary, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, >50K
20, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,40, Poland, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,40, India, <=50K
34, Private, 5th-6th, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,54, United-States, >50K
