58, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,37, Cuba, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, France, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Hungary, <=50K
36, Private, 11th, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, Hong, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,50, Columbia, <=50K
36, Local-gov, 1st-4th, Married-civ-spouse, Sales, Wife, White, Male,0,1887,40, England, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,38, Germany, <=50K
69, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,14050,0,14, Puerto-Rico, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
27, State-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Italy, <=50K
33, State-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, Japan, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, >50K
39, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,30, Dominican-Republic, <=50K
31, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Cuba, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-voc, Never-married, Other-service, Husband, Black, Male,0,0,40, Germany, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,30, South, <=50K
34, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,42, Hong, >50K
49, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, Dominican-Republic, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,7, Yugoslavia, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
57, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
32, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
38, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
42, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, >50K
42, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
32, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,30, Cambodia, <=50K
33, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Poland, >50K
46, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, Philippines, <=50K
55, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,57, Trinadad&Tobago, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,24, Guatemala, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, South, >50K
45, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
41, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
60, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, >50K
22, State-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Greece, >50K
22, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,54, Nicaragua, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Guatemala, <=50K
22, Federal-gov, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,40, China, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,45, El-Salvador, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,35, Iran, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Japan, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,15792,0,50, Puerto-Rico, >50K
27, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, Philippines, >50K
44, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,35, Hong, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
52, Self-emp-inc, 9th, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Japan, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1894,50, Yugoslavia, >50K
30, Private, 5th-6th, Never-married, Other-service, Not-in-family, Black, Female,0,0,36, Ireland, >50K
45, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,48, India, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,3781,0,40, India, <=50K
45, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,45, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, Italy, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,54, United-States, <=50K
17, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1887,38, Scotland, <=50K
22, Private, Assoc-voc, Never-married, Transport-moving, Other-relative, Black, Female,0,0,40, Hungary, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Greece, <=50K
49, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,8901,0,54, India, >50K
25, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, Hong, >50K
33, Private, 7th-8th, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
21, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
30, Private, 10th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, Nicaragua, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,25, Hong, <=50K
43, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,24, Haiti, <=50K
32, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
64, Local-gov, Masters, Divorced, Sales, Husband, White, Female,0,0,20, Peru, <=50K
29, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,50, El-Salvador, <=50K
22, Private, Masters, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,3426,0,60, France, >50K
20, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,30, Peru, <=50K
48, State-gov, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,20, England, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Thailand, <=50K
33, State-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, Greece, >50K
33, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,38, Guatemala, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Canada, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Hungary, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, South, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Jamaica, <=50K
27, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,45, Germany, <=50K
20, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,32, Dominican-Republic, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, South, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Cambodia, >50K
28, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Ecuador, <=50K
54, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, Guatemala, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
45, State-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Greece, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Portugal, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, China, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Hungary, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Thailand, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, White, Male,7298,0,40, India, <=50K
51, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,38, China, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,65, Honduras, <=50K
19, State-gov, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,38, South, <=50K
37, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, Columbia, <=50K
31, State-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, >50K
56, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1975,40, Italy, >50K
39, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Cuba, <=50K
40, Private, Doctorate, Separated, Exec-managerial, Husband, White, Female,0,0,30, Peru, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, India, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, Cuba, <=50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Italy, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Cambodia, <=50K
79, Private, 10th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, Nicaragua, <=50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Thailand, >50K
56, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Hungary, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, India, >50K
37, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, China, <=50K
31, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,25, Honduras, <=50K
58, Private, Some-college, Never-married, Farming-fishing, Husband, Black, Female,0,0,45, England, <=50K
35, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, Canada, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, England, >50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, Cuba, <=50K
56, Self-emp-not-inc, Doctorate, Widowed, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, South, <=50K
50, Private, 12th, Separated, Prof-specialty, Husband, White, Male,4386,0,40, Cambodia, >50K
42, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,45, Cambodia, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Peru, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Cuba, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,54, Puerto-Rico, >50K
32, Private, Assoc-voc, Never-married, Tech-support, Husband, White, Male,0,0,40, Italy, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Nicaragua, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, El-Salvador, <=50K
34, Private, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,1887,40, Greece, >50K
20, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, China, <=50K
27, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
28, Local-gov, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,40, Thailand, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, United-States, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,54, France, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, Haiti, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Scotland, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,52, Columbia, <=50K
37, Self-emp-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
22, State-gov, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,30, Japan, >50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,53, China, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,35, Italy, <=50K
68, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,25, Cuba, <=50K
43, Self-emp-not-inc, Preschool, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Japan, <=50K
28, Private, Bachelors, Separated, Adm-clerical, Other-relative, White, Female,0,0,40, Trinadad&Tobago, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
27, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, Poland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,42, Hungary, <=50K
20, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, South, >50K
22, Private, 5th-6th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
60, Self-emp-not-inc, Preschool, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Italy, >50K
42, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Haiti, >50K
26, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,47, Cuba, <=50K
45, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, El-Salvador, >50K
30, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-not-inc, Assoc-voc, Separated, Craft-repair, Husband, White, Male,7687,0,40, Portugal, >50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,38, Iran, >50K
62, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,6, Ireland, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,38, Ireland, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Italy, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
64, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
43, Private, 11th, Married-spouse-absent, Prof-specialty, Husband, White, Female,0,0,40, Columbia, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, Hong, >50K
63, Federal-gov, 7th-8th, Widowed, Farming-fishing, Husband, White, Male,0,0,20, Iran, <=50K
33, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, Mexico, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hungary, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, India, >50K
20, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, France, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Canada, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Hungary, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Greece, <=50K
27, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
49, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
41, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Portugal, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Cuba, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, Poland, >50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, >50K
32, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,50, Italy, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,15024,0,50, Ireland, >50K
42, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,30, Taiwan, >50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,30, Yugoslavia, <=50K
34, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Canada, <=50K
30, Private, 12th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, France, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Hong, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,24, China, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, England, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4386,0,50, Scotland, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, Puerto-Rico, <=50K
30, Private, 5th-6th, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,35, Mexico, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, France, >50K
47, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1981,43, Guatemala, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, Poland, >50K
31, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1893,40, United-States, >50K
62, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,30, Vietnam, <=50K
32, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Canada, <=50K
54, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Philippines, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, El-Salvador, <=50K
27, Private, 11th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, Puerto-Rico, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,50, Columbia, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,15024,0,50, India, >50K
29, Private, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,30, Philippines, <=50K
47, Federal-gov, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, El-Salvador, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Japan, >50K
38, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Thailand, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Greece, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Canada, <=50K
54, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,4064,0,40, France, >50K
35, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Female,15024,0,44, Peru, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,2181,0,45, Hong, <=50K
70, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Ireland, <=50K
23, Local-gov, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,65, Trinadad&Tobago, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Peru, <=50K
65, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,15024,0,7, Vietnam, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, <=50K
52, State-gov, Some-college, Divorced, Other-service, Wife, White, Male,0,0,30, Philippines, <=50K
28, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,40, Nicaragua, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Dominican-Republic, <=50K
30, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,54, El-Salvador, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Greece, <=50K
24, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Peru, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,25, Ireland, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,35, Vietnam, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, South, >50K
46, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, France, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Ecuador, <=50K
24, Private, 11th, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,1, Yugoslavia, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Germany, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Thailand, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Greece, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, Cambodia, <=50K
52, Private, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, England, <=50K
