63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
36, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, >50K
24, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, <=50K
48, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, 10th, Separated, Prof-specialty, Wife, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Male,13701,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,54, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1887,40, United-States, <=50K
26, State-gov, 12th, Never-married, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
64, Federal-gov, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
55, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, >50K
50, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
53, Federal-gov, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Widowed, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,52, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,1902,52, Thailand, <=50K
55, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,52, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,1848,30, United-States, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
44, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,10448,0,70, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
20, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1887,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,50, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Philippines, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,30, Taiwan, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,40, United-States, >50K
36, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Holand-Netherlands, >50K
22, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,60, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,45, United-States, >50K
21, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,24, Mexico, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,2592,0,61, United-States, >50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,83, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Prof-school, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,48, United-States, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,84, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,63, United-States, <=50K
20, Private, Masters, Divorced, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, Ecuador, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,5013,0,40, Holand-Netherlands, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
24, Federal-gov, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1740,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Married-spouse-absent, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,1852,40, England, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
48, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Puerto-Rico, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
44, Private, Masters, Separated, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Canada, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Germany, >50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1979,40, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,3620,0,40, United-States, <=50K
64, State-gov, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,15, Philippines, <=50K
47, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, <=50K
45, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
17, State-gov, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, Assoc-voc, Widowed, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,37, United-States, >50K
64, Private, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3113,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
37, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
70, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
30, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
58, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,40, United-States, >50K
40, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Separated, Handlers-cleaners, Own-child, Black, Female,0,1902,36, United-States, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,8, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,50, United-States, >50K
17, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Separated, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, 11th, Never-married, Transport-moving, Wife, White, Female,0,0,37, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
38, Federal-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,31, United-States, <=50K
43, State-gov, Assoc-acdm, Divorced, Other-service, Husband, White, Female,4437,0,40, United-States, >50K
46, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,54, United-States, <=50K
26, Local-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, 11th, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Doctorate, Divorced, Farming-fishing, Husband, Black, Male,0,1902,84, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,2863,0,50, United-States, >50K
47, Private, 11th, Widowed, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,60, United-States, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7336,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Masters, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,27, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 1st-4th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, Black, Male,7147,0,37, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,30, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,1029,0,30, United-States, <=50K
25, Private, Some-college, Divorced, Tech-support, Other-relative, White, Female,0,0,40, United-States, <=50K
63, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,3919,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
21, Self-emp-inc, Masters, Never-married, Transport-moving, Own-child, White, Female,0,0,38, United-States, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,2569,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,49, Hong, >50K
19, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
25, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,84, United-States, <=50K
53, Without-pay, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Own-child, White, Female,0,0,46, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
22, Federal-gov, HS-grad, Married-spouse-absent, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4086,0,40, United-States, >50K
26, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,5082,0,50, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,18, United-States, >50K
34, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Vietnam, >50K
48, State-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,30, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, 10th, Separated, Adm-clerical, Husband, White, Female,0,0,40, China, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,5178,0,40, Holand-Netherlands, >50K
23, Private, 12th, Never-married, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,35, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
25, Self-emp-inc, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,24, United-States, <=50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,9, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,32, Mexico, <=50K
30, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
