62, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
69, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
55, Federal-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
25, Private, 9th, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,20, Ireland, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,1902,42, Yugoslavia, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, >50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,60, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
89, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, China, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,70, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, >50K
27, Local-gov, 9th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Vietnam, <=50K
21, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
29, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,90, Canada, <=50K
57, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,50, Italy, <=50K
23, Private, 1st-4th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,14819,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,15, Hungary, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,73, Yugoslavia, <=50K
47, Private, HS-grad, Separated, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,35, Thailand, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,35, United-States, <=50K
49, Private, 7th-8th, Widowed, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,54, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, England, <=50K
54, Federal-gov, HS-grad, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,42, Ecuador, <=50K
27, Private, Masters, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,3932,0,35, Honduras, >50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,54, Germany, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, State-gov, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,35, United-States, <=50K
47, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, 9th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,36, Jamaica, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, Cambodia, <=50K
59, Federal-gov, 7th-8th, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Craft-repair, Other-relative, Black, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,25, Haiti, >50K
30, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, Vietnam, >50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,6411,0,40, Scotland, >50K
51, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3835,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,35, Iran, <=50K
30, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,34, United-States, <=50K
60, Private, Some-college, Divorced, Sales, Husband, Other, Female,0,1975,35, United-States, >50K
54, Self-emp-not-inc, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, England, <=50K
49, Self-emp-inc, Assoc-acdm, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,54, Thailand, <=50K
25, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, Canada, <=50K
63, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
35, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,8619,0,40, United-States, <=50K
17, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
68, Self-emp-not-inc, 1st-4th, Widowed, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,4, Germany, <=50K
67, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,23752,0,40, United-States, >50K
31, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hungary, <=50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,63, United-States, >50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Taiwan, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
40, Self-emp-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
74, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1902,70, Scotland, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Haiti, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, Honduras, <=50K
30, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, 5th-6th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
62, Private, 9th, Widowed, Sales, Not-in-family, Black, Female,0,0,20, Philippines, <=50K
66, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, England, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Philippines, <=50K
34, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
31, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Ireland, >50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Hong, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3800,0,40, France, <=50K
26, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, Portugal, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Hong, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States, <=50K
60, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
58, Local-gov, 12th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,12, United-States, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,5178,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, England, <=50K
59, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, Hong, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, France, >50K
63, Local-gov, Some-college, Married-civ-spouse, Priv-house-serv, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,8, Poland, <=50K
26, Private, 7th-8th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,35, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,35, Ireland, <=50K
48, Private, 1st-4th, Divorced, Other-service, Husband, Black, Female,0,1902,40, Italy, <=50K
22, Private, 5th-6th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1977,45, Outlying-US(Guam-USVI-etc), <=50K
55, Private, 5th-6th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,50, Poland, >50K
57, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,30, United-States, >50K
20, Federal-gov, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Portugal, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, >50K
66, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
67, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,20, Italy, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,34, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,20, India, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,47, England, >50K
36, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,12, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,1975,20, Ecuador, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Honduras, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, Italy, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Ireland, >50K
62, Private, 5th-6th, Divorced, Other-service, Not-in-family, White, Male,0,0,25, Nicaragua, <=50K
36, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,7, Outlying-US(Guam-USVI-etc), <=50K
31, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Female,7298,0,45, Canada, >50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,40, Japan, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,24, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private, 9th, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, 12th, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Separated, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1902,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Jamaica, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,20, Italy, <=50K
44, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Italy, <=50K
59, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,54, United-States, <=50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,54, Nicaragua, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,45, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,24, Scotland, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Hungary, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, >50K
25, Local-gov, Assoc-voc, Never-married, Tech-support, Own-child, Black, Male,5178,0,36, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Nicaragua, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,19, United-States, >50K
50, Federal-gov, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
61, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,30, Ecuador, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,45, South, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,37, Philippines, >50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
23, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Germany, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, England, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
53, Private, 10th, Divorced, Other-service, Unmarried, White, Male,0,0,40, China, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
62, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, Portugal, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, South, >50K
44, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, France, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Federal-gov, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,31, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,99999,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Thailand, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,60, Italy, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, Vietnam, <=50K
42, Private, 12th, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Poland, <=50K
30, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,36, Jamaica, <=50K
57, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, India, <=50K
39, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, India, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, El-Salvador, <=50K
50, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
65, Private, Some-college, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,2214,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
33, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1926,45, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
34, Federal-gov, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, <=50K
48, Private, HS-grad, Separated, Exec-managerial, Husband, White, Female,2174,0,14, United-States, >50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,2753,0,52, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
26, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Peru, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Male,0,0,42, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Thailand, <=50K
56, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, >50K
49, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, <=50K
23, Private, 10th, Married-civ-spouse, Protective-serv, Not-in-family, Other, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Greece, <=50K
40, Local-gov, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, >50K
44, Private, 11th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K
29, Self-emp-inc, 7th-8th, Separated, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, State-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
