47, Private, Masters, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, Scotland, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,45, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, El-Salvador, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,1977,40, Canada, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Columbia, >50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, France, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, India, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
61, State-gov, Assoc-acdm, Separated, Prof-specialty, Not-in-family, White, Male,0,0,25, South, >50K
54, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Cuba, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Iran, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, >50K
43, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,1640,40, South, <=50K
42, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,40, Peru, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, >50K
27, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
53, Self-emp-not-inc, 5th-6th, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Hungary, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Philippines, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, >50K
36, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,50, El-Salvador, >50K
47, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Germany, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, France, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Columbia, <=50K
21, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, France, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, >50K
44, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Columbia, >50K
32, Private, Some-college, Widowed, Prof-specialty, Husband, Other, Female,0,0,40, Poland, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, China, <=50K
24, Private, Masters, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, India, <=50K
56, Private, 1st-4th, Divorced, Sales, Not-in-family, White, Female,4386,0,40, Trinadad&Tobago, <=50K
37, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, China, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Poland, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3192,0,40, Haiti, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, Portugal, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Canada, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
65, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
78, Private, Bachelors, Separated, Priv-house-serv, Not-in-family, White, Male,0,0,6, Taiwan, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Greece, >50K
54, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,15, El-Salvador, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,12, Haiti, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, India, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Scotland, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, Guatemala, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Portugal, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Scotland, <=50K
60, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,30, Iran, <=50K
74, Private, Doctorate, Married-civ-spouse, Tech-support, Wife, White, Male,0,2510,40, India, >50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
57, Private, Bachelors, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, Philippines, <=50K
34, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,45, Haiti, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Ireland, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,1887,40, Mexico, >50K
55, Private, Masters, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,20, Laos, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Hungary, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Portugal, <=50K
22, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,30, Philippines, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, Canada, >50K
68, Local-gov, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,20, Italy, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
30, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Portugal, >50K
58, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,50, Ecuador, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, Nicaragua, <=50K
23, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Bachelors, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,45, India, <=50K
72, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,30, Laos, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Thailand, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,56, England, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, Italy, <=50K
54, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Female,0,0,50, Canada, <=50K
25, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Jamaica, >50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1570,60, Cambodia, <=50K
21, Local-gov, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,20, Greece, <=50K
46, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, England, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, Canada, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Jamaica, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, China, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Trinadad&Tobago, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, China, <=50K
62, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Guatemala, <=50K
38, State-gov, Some-college, Divorced, Tech-support, Wife, White, Female,0,0,40, Puerto-Rico, <=50K
52, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,1189,40, Columbia, <=50K
27, Private, 9th, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,45, Nicaragua, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Haiti, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
42, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, >50K
53, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Greece, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, >50K
64, State-gov, 7th-8th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Haiti, <=50K
45, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, Japan, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, Guatemala, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, China, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
39, Local-gov, HS-grad, Divorced, Exec-managerial, Wife, Black, Male,0,1887,40, Guatemala, <=50K
29, Local-gov, Some-college, Never-married, Other-service, Wife, White, Female,0,0,5, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7302,0,45, Peru, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Japan, >50K
48, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Canada, <=50K
51, Federal-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
29, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,3103,0,45, Columbia, <=50K
71, Self-emp-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,2208,0,40, China, >50K
59, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,6660,0,40, Hungary, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Ecuador, <=50K
24, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,77, Laos, >50K
50, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
46, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Haiti, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary, <=50K
44, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Cuba, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,3103,0,40, El-Salvador, >50K
49, Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,25, Mexico, <=50K
59, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Poland, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1697,40, Greece, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Ireland, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Greece, >50K
20, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Hong, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, China, >50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,60, Thailand, >50K
47, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Yugoslavia, <=50K
42, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, Black, Male,0,0,24, Puerto-Rico, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, South, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,30, Haiti, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Canada, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,30, Mexico, >50K
57, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,7687,0,30, Dominican-Republic, >50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2562,0,6, Philippines, <=50K
34, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, France, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5276,0,45, Greece, >50K
38, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,20, Columbia, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,14124,0,45, Canada, >50K
54, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,45, France, >50K
56, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
28, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, Dominican-Republic, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, <=50K
36, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, China, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Puerto-Rico, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, Scotland, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Nicaragua, >50K
47, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
47, Private, Masters, Divorced, Sales, Not-in-family, Black, Female,0,0,50, Haiti, <=50K
27, Private, Some-college, Separated, Sales, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, Columbia, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Nicaragua, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Haiti, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Guatemala, <=50K
38, Private, Assoc-voc, Married-spouse-absent, Other-service, Wife, White, Male,0,0,40, Philippines, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,40, Nicaragua, <=50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, Vietnam, >50K
48, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, China, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Taiwan, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
22, Private, Masters, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Thailand, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, England, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Cuba, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Ecuador, <=50K
57, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Philippines, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, Dominican-Republic, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Japan, <=50K
19, State-gov, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Ireland, <=50K
48, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
34, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, Laos, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Canada, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,60, China, <=50K
25, Private, HS-grad, Divorced, Tech-support, Own-child, White, Male,0,0,40, Taiwan, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,20, Haiti, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, Hungary, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Canada, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,50, Ecuador, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Columbia, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Jamaica, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Portugal, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Peru, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,2416,0,50, Hong, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Cuba, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,54, Greece, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, Greece, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, <=50K
35, Private, Doctorate, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
29, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
24, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, 5th-6th, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Scotland, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hong, <=50K
24, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, Hong, <=50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Other-relative, White, Male,0,2114,40, Portugal, >50K
50, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Wife, White, Female,7687,0,20, Hungary, >50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, Germany, <=50K
35, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
60, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
39, Private, Masters, Never-married, Exec-managerial, Unmarried, Black, Female,2232,0,40, Cuba, <=50K
43, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,10, Mexico, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,25, Haiti, <=50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
47, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1993,30, Haiti, <=50K
18, Private, 11th, Never-married, Sales, Other-relative, White, Female,0,1887,15, Peru, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Columbia, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Canada, <=50K
41, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,2, Ireland, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Laos, <=50K
50, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Jamaica, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
54, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Haiti, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Wife, Black, Female,0,0,40, France, <=50K
44, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Male,0,1571,40, Cuba, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,24, Cambodia, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
56, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, Haiti, >50K
34, Federal-gov, HS-grad, Never-married, Sales, Wife, White, Female,0,1885,35, Jamaica, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Cuba, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,30, Canada, <=50K
36, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Female,27077,0,50, Yugoslavia, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
44, Private, Bachelors, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, Thailand, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
