48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Cuba, <=50K
49, Self-emp-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Peru, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,20, Laos, <=50K
28, Private, Bachelors, Separated, Adm-clerical, Own-child, Other, Male,0,0,30, Trinadad&Tobago, <=50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Honduras, >50K
25, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, Thailand, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, Japan, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, Ireland, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Yugoslavia, <=50K
68, Private, 10th, Widowed, Prof-specialty, Husband, Black, Male,0,0,30, Yugoslavia, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Ireland, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Honduras, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, France, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,30, Taiwan, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,48, Canada, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,27797,0,50, Haiti, >50K
57, Private, HS-grad, Separated, Craft-repair, Not-in-family, Other, Male,0,0,40, Iran, <=50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Haiti, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,50, Cambodia, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1855,45, Columbia, >50K
19, Local-gov, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,15, Guatemala, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1562,40, Nicaragua, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Scotland, >50K
48, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, Canada, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,50, England, >50K
31, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, Laos, <=50K
27, State-gov, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Philippines, <=50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Scotland, <=50K
53, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
46, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, India, <=50K
60, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Hungary, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,46, Dominican-Republic, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, El-Salvador, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,20, Canada, <=50K
30, Private, Bachelors, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ireland, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
42, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,15, Nicaragua, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Portugal, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,15, Puerto-Rico, <=50K
19, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,20, Portugal, <=50K
71, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,12, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1830,45, France, >50K
47, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,6417,0,60, Canada, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4809,0,40, Puerto-Rico, >50K
37, Private, Assoc-voc, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,54, Japan, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Hungary, >50K
23, State-gov, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,45, Poland, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,35, Japan, <=50K
31, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, South, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,24, Haiti, <=50K
45, Local-gov, Bachelors, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,1654,40, Jamaica, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Taiwan, >50K
51, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,60, Holand-Netherlands, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Thailand, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
18, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,30, Guatemala, <=50K
37, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Holand-Netherlands, >50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, Haiti, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1503,60, England, <=50K
20, State-gov, 11th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, Guatemala, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1759,48, Holand-Netherlands, >50K
65, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Vietnam, <=50K
53, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,30, Haiti, <=50K
18, State-gov, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
36, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Germany, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Hungary, >50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Holand-Netherlands, <=50K
56, Private, HS-grad, Widowed, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Mexico, >50K
37, Local-gov, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
24, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,54, China, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
36, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Canada, <=50K
61, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, England, >50K
47, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Holand-Netherlands, <=50K
60, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Holand-Netherlands, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Italy, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,7687,0,20, Columbia, >50K
45, Private, Some-college, Divorced, Other-service, Wife, Black, Female,0,0,22, France, <=50K
62, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,10440,0,40, Canada, <=50K
25, Private, Assoc-acdm, Divorced, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,35, Guatemala, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Honduras, <=50K
75, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,30, El-Salvador, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Greece, <=50K
27, Private, 12th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
25, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Philippines, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, Philippines, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, India, <=50K
42, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, India, >50K
42, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,30, China, <=50K
43, Local-gov, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, Peru, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
41, State-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
20, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,35, Germany, <=50K
34, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Own-child, Other, Female,0,0,15, Hungary, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Cambodia, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Greece, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Mexico, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, Thailand, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Italy, <=50K
57, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Thailand, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Cambodia, >50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,2228,50, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,52, China, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,2300,45, El-Salvador, <=50K
34, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
46, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,38, Cambodia, >50K
25, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,43, France, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Dominican-Republic, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,25, Portugal, <=50K
40, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, India, <=50K
46, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,17943,0,42, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Ireland, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,12, Ireland, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Philippines, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hong, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Germany, >50K
24, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
30, Federal-gov, HS-grad, Never-married, Protective-serv, Own-child, Other, Female,0,0,70, Nicaragua, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,40, Italy, <=50K
33, Local-gov, Some-college, Divorced, Craft-repair, Wife, Black, Male,0,1595,20, France, <=50K
32, Private, Some-college, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Other, Female,0,0,40, France, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
37, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, France, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, Ireland, <=50K
31, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Puerto-Rico, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, Cuba, <=50K
75, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Poland, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Italy, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,5, Haiti, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,2398,54, China, >50K
32, Local-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Greece, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ireland, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Scotland, <=50K
45, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
38, Local-gov, Some-college, Divorced, Sales, Unmarried, Other, Female,0,1547,40, Japan, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
31, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Germany, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, Nicaragua, >50K
31, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,14964,0,60, Dominican-Republic, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,32, Puerto-Rico, <=50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Poland, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, Yugoslavia, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,30, Cambodia, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Laos, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,2084,35, England, <=50K
23, Local-gov, 10th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
27, Private, HS-grad, Never-married, Tech-support, Husband, Other, Female,0,0,40, Laos, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, France, <=50K
19, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Honduras, <=50K
43, Local-gov, 1st-4th, Divorced, Other-service, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,35, Italy, <=50K
41, Private, Prof-school, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,37, Japan, <=50K
27, Private, 7th-8th, Never-married, Protective-serv, Own-child, Black, Female,0,0,54, Cuba, <=50K
70, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Iran, >50K
50, Private, 9th, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Portugal, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Vietnam, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
50, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,38, Trinadad&Tobago, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Mexico, >50K
35, Private, Assoc-acdm, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
25, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
52, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Italy, >50K
39, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,1810,40, Canada, <=50K
51, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Greece, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, Haiti, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, Hungary, >50K
49, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,65, Columbia, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, England, <=50K
39, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,1148,40, Germany, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,1595,40, Honduras, <=50K
31, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Hong, >50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,45, Canada, <=50K
43, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
37, Private, Bachelors, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, China, <=50K
34, State-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Holand-Netherlands, >50K
63, Local-gov, 10th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Canada, <=50K
36, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,45, Laos, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Guatemala, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,22519,0,40, Taiwan, >50K
35, Private, 11th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Poland, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,30, Iran, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Wife, Black, Female,0,0,30, Iran, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,16, Honduras, <=50K
