19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,24, Dominican-Republic, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Greece, >50K
19, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,30, Honduras, <=50K
32, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, France, >50K
21, Private, Masters, Never-married, Craft-repair, Unmarried, White, Male,0,0,20, El-Salvador, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,6996,0,50, Vietnam, <=50K
38, Private, 11th, Married-civ-spouse, Other-service, Wife, Black, Male,15024,0,40, Hungary, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, Philippines, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, Italy, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,44, Hungary, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,6, Honduras, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,20, Honduras, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Honduras, <=50K
36, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,54, Italy, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
33, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Female,0,0,32, Scotland, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1886,40, Yugoslavia, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Ecuador, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, India, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, El-Salvador, >50K
32, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,99, El-Salvador, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, Jamaica, >50K
40, Self-emp-not-inc, Prof-school, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,1725,50, Japan, <=50K
73, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, Vietnam, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Yugoslavia, <=50K
30, Private, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,45, Jamaica, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Italy, <=50K
20, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
52, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, India, >50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, Portugal, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,4027,0,35, France, >50K
25, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, Puerto-Rico, <=50K
47, Private, Doctorate, Divorced, Sales, Unmarried, White, Female,3325,0,30, Puerto-Rico, <=50K
39, Private, Some-college, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, Yugoslavia, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, El-Salvador, <=50K
38, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,90102,0,45, Jamaica, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, Laos, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, France, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Jamaica, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Portugal, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Cambodia, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Trinadad&Tobago, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,3909,0,47, El-Salvador, <=50K
31, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,45, Haiti, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Portugal, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Taiwan, <=50K
55, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,25, Germany, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, Haiti, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, Germany, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Yugoslavia, <=50K
41, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, Greece, >50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
28, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, France, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Taiwan, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,61284,0,60, Ireland, >50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Canada, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, India, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,99999,0,50, Hong, >50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Yugoslavia, <=50K
32, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, England, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1886,40, Nicaragua, >50K
53, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Greece, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,46, Portugal, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, Italy, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, India, <=50K
32, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
47, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, England, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Germany, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1977,60, India, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, France, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,65, El-Salvador, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, South, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Germany, >50K
36, Private, Some-college, Divorced, Other-service, Wife, Black, Female,0,0,40, Laos, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, South, <=50K
60, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Philippines, >50K
65, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,20, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,47, Laos, >50K
63, Private, Masters, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
49, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
25, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,80, Poland, >50K
42, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, White, Male,3103,0,40, Columbia, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
28, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ecuador, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
23, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Greece, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,30, India, <=50K
38, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, El-Salvador, <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Hungary, >50K
37, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,50, Peru, <=50K
62, Self-emp-inc, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, France, <=50K
24, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
19, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, China, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Iran, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Iran, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Poland, <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Laos, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Ecuador, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Peru, <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Nicaragua, >50K
70, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Jamaica, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, Greece, >50K
18, Local-gov, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,16, Ecuador, <=50K
19, Private, 9th, Never-married, Craft-repair, Own-child, White, Female,0,0,20, Haiti, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Guatemala, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Cuba, <=50K
42, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,35, Japan, >50K
42, Federal-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1902,40, Thailand, >50K
45, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Wife, White, Male,0,0,45, Thailand, <=50K
59, Private, Bachelors, Widowed, Machine-op-inspct, Wife, White, Female,0,0,54, Poland, <=50K
38, Private, Doctorate, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Peru, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Thailand, <=50K
26, Private, Some-college, Separated, Machine-op-inspct, Wife, Black, Female,0,0,40, France, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1645,40, France, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
45, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Female,0,0,46, Outlying-US(Guam-USVI-etc), <=50K
61, Private, HS-grad, Separated, Sales, Own-child, Black, Female,0,0,40, Iran, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,5036,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,74, England, >50K
56, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Vietnam, >50K
32, Private, Assoc-voc, Divorced, Exec-managerial, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
32, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Laos, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Dominican-Republic, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,81, India, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1598,50, Peru, <=50K
44, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Germany, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ecuador, >50K
56, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Mexico, <=50K
49, Local-gov, Assoc-acdm, Separated, Tech-support, Not-in-family, White, Female,0,0,50, India, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Greece, >50K
40, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Portugal, >50K
56, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,37, Portugal, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, Jamaica, >50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,35, Laos, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, Poland, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, Philippines, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Mexico, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, Mexico, <=50K
36, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, England, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Black, Female,0,0,35, Hungary, <=50K
26, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Honduras, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, El-Salvador, >50K
23, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Honduras, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,2599,0,50, South, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
43, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,4650,0,35, Scotland, >50K
49, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Guatemala, >50K
55, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,74, United-States, <=50K
45, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hong, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,25, Taiwan, <=50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,5178,0,45, Germany, >50K
25, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, India, >50K
43, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, Yugoslavia, <=50K
23, Local-gov, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, <=50K
31, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,16, Hong, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Ireland, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,70, Japan, >50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,9, Greece, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Ecuador, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Honduras, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
34, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, Peru, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, Thailand, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Portugal, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, China, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,86, Greece, <=50K
33, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, China, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2407,61, India, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, China, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, South, <=50K
51, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
30, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, South, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,16, Laos, <=50K
17, Self-emp-not-inc, 12th, Never-married, Other-service, Own-child, White, Male,0,0,8, Vietnam, <=50K
40, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, Peru, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,60, Greece, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
20, Private, Some-college, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7244,0,40, Philippines, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,48, China, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Columbia, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,16, Haiti, <=50K
59, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, El-Salvador, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,65, Hong, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Cambodia, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Haiti, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Haiti, <=50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Puerto-Rico, >50K
29, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,40, Portugal, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Haiti, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,11336,0,42, Peru, >50K
40, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,32, India, <=50K
31, Private, HS-grad, Divorced, Tech-support, Own-child, White, Male,0,0,45, Iran, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Hungary, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Vietnam, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Vietnam, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, Trinadad&Tobago, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Portugal, >50K
64, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, Italy, <=50K
74, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Canada, <=50K
30, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
39, Local-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,50, Scotland, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Iran, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Haiti, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,7687,0,40, Honduras, >50K
34, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, South, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
