41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Local-gov, Masters, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,360,72, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Local-gov, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Canada, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,16, Canada, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
64, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
24, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,1, United-States, <=50K
44, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Mexico, <=50K
27, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,30, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, >50K
30, State-gov, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,34, United-States, <=50K
31, Local-gov, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,7687,0,50, Puerto-Rico, >50K
31, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,68, United-States, <=50K
48, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,37, United-States, <=50K
19, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
35, Private, Masters, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, United-States, >50K
27, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2513,0,60, United-States, >50K
23, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,68, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
23, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,18,0,28, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
30, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
36, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,99, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
55, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
70, Local-gov, Bachelors, Widowed, Sales, Husband, White, Male,4064,0,40, United-States, >50K
44, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
48, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,1887,25, England, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, United-States, <=50K
28, Private, Masters, Separated, Other-service, Unmarried, White, Female,0,0,10, United-States, >50K
19, State-gov, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
34, Private, Masters, Never-married, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, Mexico, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,38, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,25, United-States, <=50K
20, State-gov, Masters, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,19, Philippines, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Other-service, Wife, White, Male,0,2471,50, United-States, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
30, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K
27, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,54, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
45, Federal-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,61, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,45, Trinadad&Tobago, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,37, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,12, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Taiwan, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,83, United-States, >50K
62, Private, Masters, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,43, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Jamaica, >50K
46, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,5178,0,50, United-States, <=50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,36, Jamaica, <=50K
54, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,36, Peru, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Dominican-Republic, <=50K
69, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, <=50K
30, Private, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,3103,0,50, United-States, <=50K
24, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,15, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
58, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
24, Local-gov, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1749,45, United-States, >50K
49, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,1797,40, United-States, <=50K
22, State-gov, Doctorate, Never-married, Farming-fishing, Husband, White, Male,0,0,77, United-States, <=50K
34, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
46, Private, Bachelors, Widowed, Exec-managerial, Wife, White, Female,7298,0,35, United-States, >50K
73, Self-emp-not-inc, 10th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,16, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,1626,50, United-States, >50K
64, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,30, China, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, China, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
44, Private, Masters, Divorced, Exec-managerial, Own-child, White, Female,0,0,54, United-States, >50K
58, Local-gov, 11th, Widowed, Sales, Husband, White, Male,0,0,10, United-States, >50K
49, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
50, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,15, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hungary, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
56, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
64, Local-gov, Some-college, Widowed, Other-service, Not-in-family, Black, Male,0,0,33, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,4064,0,40, Taiwan, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
45, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
34, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,37, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3611,0,50, United-States, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Other-relative, White, Female,0,0,45, Mexico, <=50K
56, Private, Masters, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,7298,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Widowed, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
42, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, >50K
52, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,15, United-States, <=50K
31, State-gov, Some-college, Never-married, Sales, Husband, Other, Male,0,0,25, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Female,0,1977,45, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Philippines, >50K
30, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,50, United-States, >50K
26, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Separated, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,62, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
51, Self-emp-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,8, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
45, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
27, Local-gov, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Mexico, <=50K
21, Private, 11th, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
49, Private, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Protective-serv, Wife, White, Male,0,0,35, United-States, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Philippines, <=50K
46, Local-gov, Bachelors, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Ecuador, <=50K
63, Private, Masters, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,8, Cuba, <=50K
28, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
35, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
