28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Hungary, <=50K
39, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,52, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,25, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3097,0,55, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Canada, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,60, Laos, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,1900,40, Iran, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, India, >50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Honduras, <=50K
26, Private, Some-college, Separated, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Germany, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,8, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1902,75, United-States, >50K
23, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,20, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
21, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,53, United-States, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,45, Poland, >50K
49, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,45, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Japan, <=50K
63, Federal-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,1977,60, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Puerto-Rico, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, 11th, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, Haiti, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
48, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, Taiwan, >50K
60, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Black, Female,0,0,35, Ecuador, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
61, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,14, England, <=50K
35, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Germany, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Mexico, >50K
49, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, Cambodia, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,1902,38, United-States, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,38, Honduras, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
29, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,2433,0,45, Puerto-Rico, >50K
45, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,8, Hungary, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,55, Puerto-Rico, >50K
60, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Hungary, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Portugal, >50K
43, Private, 11th, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
48, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,50, Iran, <=50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Ecuador, <=50K
57, Local-gov, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,50, Jamaica, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Puerto-Rico, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Vietnam, >50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, Scotland, <=50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,40, Hungary, >50K
32, State-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, Guatemala, <=50K
36, Self-emp-inc, 9th, Never-married, Prof-specialty, Wife, Other, Female,0,0,40, United-States, >50K
50, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, <=50K
45, Private, HS-grad, Widowed, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
49, Private, 10th, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Scotland, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,38, Cambodia, <=50K
38, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Greece, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Farming-fishing, Unmarried, Other, Female,0,0,35, Cambodia, <=50K
52, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, China, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Hungary, <=50K
43, Private, 12th, Widowed, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Greece, <=50K
54, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
52, Local-gov, Bachelors, Never-married, Handlers-cleaners, Wife, White, Female,0,0,20, United-States, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
47, Private, Some-college, Separated, Protective-serv, Not-in-family, White, Female,0,0,25, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Jamaica, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,24, Dominican-Republic, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, Iran, >50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ecuador, >50K
29, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Guatemala, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
62, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,37, United-States, <=50K
47, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
29, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, England, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, 9th, Never-married, Other-service, Not-in-family, Other, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,35, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
53, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,99999,0,40, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
20, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Thailand, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, Thailand, <=50K
57, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,18, United-States, <=50K
29, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, South, >50K
35, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, South, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, Hong, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
62, Private, HS-grad, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Haiti, <=50K
21, Private, Assoc-voc, Never-married, Transport-moving, Unmarried, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,45, Trinadad&Tobago, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
20, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
19, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,15, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1903,50, Honduras, >50K
17, Private, 11th, Never-married, Tech-support, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1734,20, United-States, <=50K
30, Private, 10th, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
25, State-gov, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Taiwan, <=50K
42, Private, 11th, Divorced, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,35, El-Salvador, <=50K
47, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Peru, >50K
38, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Guatemala, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,45, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Greece, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, China, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, Hungary, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Puerto-Rico, >50K
60, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Greece, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
56, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,60, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,35, Scotland, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Honduras, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
56, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Cuba, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,6, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
35, Self-emp-inc, 7th-8th, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, Vietnam, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, >50K
53, Self-emp-inc, 10th, Separated, Sales, Not-in-family, White, Male,0,0,50, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, >50K
53, Federal-gov, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,1966,40, United-States, >50K
33, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Female,4425,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
43, Federal-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Local-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,45, United-States, <=50K
23, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Cambodia, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, China, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Mexico, <=50K
23, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, >50K
53, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7687,0,45, Canada, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, England, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
38, Local-gov, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,50, Cambodia, <=50K
48, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,60, Hong, <=50K
60, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,48, United-States, >50K
57, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, >50K
44, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, China, >50K
46, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Taiwan, >50K
30, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,37, Dominican-Republic, <=50K
26, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,50, Haiti, >50K
63, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Puerto-Rico, >50K
31, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
