19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,3189,0,32, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,4467,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,50, United-States, >50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
73, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, >50K
59, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
71, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,9385,0,50, United-States, >50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
32, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,1590,42, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, Puerto-Rico, >50K
27, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
79, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,25, Italy, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,2940,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,10534,0,40, United-States, <=50K
35, State-gov, Prof-school, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
19, Private, 12th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
38, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,3308,0,60, United-States, >50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
55, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
44, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,24, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,40, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,20, United-States, <=50K
51, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,38, United-States, >50K
43, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,30, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Mexico, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,10548,0,50, United-States, >50K
35, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, Scotland, <=50K
44, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,6, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1902,70, United-States, >50K
42, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
56, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Self-emp-inc, Assoc-voc, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
29, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
54, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
21, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
43, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, United-States, <=50K
21, Private, Assoc-acdm, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2406,50, United-States, >50K
48, Self-emp-not-inc, Assoc-voc, Separated, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,23, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,8, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Widowed, Adm-clerical, Own-child, Black, Female,0,0,12, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4650,0,50, United-States, <=50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
73, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,10, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
31, Self-emp-inc, Some-college, Never-married, Tech-support, Not-in-family, White, Male,3417,0,60, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,60, United-States, >50K
18, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,32, United-States, <=50K
18, Private, 12th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
23, Private, 10th, Widowed, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
72, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,8, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
46, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
34, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,80, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,16, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4646,0,38, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4431,0,25, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, <=50K
42, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,41, United-States, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
32, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,38, United-States, >50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, >50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
58, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Greece, <=50K
43, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Ireland, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,2374,40, United-States, <=50K
41, State-gov, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
74, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
24, Federal-gov, 12th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Masters, Separated, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
26, Local-gov, 12th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,3450,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4650,0,40, United-States, >50K
63, Local-gov, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, >50K
30, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
65, Private, Some-college, Separated, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
43, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male,7687,0,40, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, 11th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,6428,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,60, Puerto-Rico, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,10, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, Peru, >50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2039,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,2178,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,10, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,65, United-States, >50K
57, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, El-Salvador, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
43, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, Vietnam, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,2349,84, Canada, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,4089,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,43, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, United-States, >50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
28, Private, Assoc-voc, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
