48, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1902,45, United-States, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, France, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
55, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,1, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,8, Hungary, <=50K
27, Self-emp-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,64, United-States, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Preschool, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
64, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,3080,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,60, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Columbia, <=50K
34, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,1590,40, United-States, >50K
47, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,35, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,14, United-States, <=50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
69, Private, 1st-4th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Divorced, Craft-repair, Husband, White, Female,15024,0,40, United-States, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,30, Philippines, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
20, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,24, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,28, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,4080,0,60, United-States, <=50K
38, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,45, United-States, >50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, South, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, 9th, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
24, Private, 11th, Divorced, Tech-support, Own-child, White, Female,0,0,26, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, State-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Male,41826,0,45, United-States, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
27, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,5, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
40, Private, 11th, Divorced, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Haiti, >50K
66, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,64, Philippines, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1854,76, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,44, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
64, Private, 1st-4th, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,2211,25, United-States, >50K
30, Local-gov, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, State-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,15, Dominican-Republic, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,32, United-States, >50K
46, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Wife, Other, Female,0,0,20, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,3103,0,30, United-States, <=50K
38, Local-gov, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,5175,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, 12th, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
21, Private, 10th, Never-married, Prof-specialty, Wife, White, Female,0,0,9, United-States, <=50K
30, Private, Masters, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
46, Federal-gov, Some-college, Separated, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
24, Self-emp-not-inc, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
60, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,44, United-States, >50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, >50K
44, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, >50K
44, Self-emp-not-inc, HS-grad, Separated, Sales, Wife, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
26, Local-gov, Doctorate, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,52, United-States, >50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Columbia, <=50K
61, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Female,0,0,20, United-States, <=50K
28, Local-gov, Masters, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,50, Trinadad&Tobago, <=50K
58, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,40, Italy, <=50K
31, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,3800,0,40, United-States, >50K
28, Self-emp-not-inc, Some-college, Separated, Craft-repair, Own-child, White, Male,0,0,40, France, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,14, United-States, <=50K
32, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
47, Local-gov, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 10th, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
35, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,2860,0,45, France, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
49, Private, Prof-school, Separated, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Mexico, <=50K
20, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
21, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, India, <=50K
35, Private, Masters, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, 9th, Divorced, Machine-op-inspct, Husband, White, Male,0,1887,45, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
26, Private, Prof-school, Never-married, Adm-clerical, Wife, White, Female,0,0,45, United-States, <=50K
40, Private, Bachelors, Separated, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Female,0,0,40, United-States, <=50K
29, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Federal-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Widowed, Craft-repair, Wife, Black, Male,0,0,35, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,16, Germany, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,78, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Local-gov, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
26, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Mexico, >50K
24, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
44, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
20, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
40, State-gov, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,6, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
49, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,45, United-States, >50K
49, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,5, United-States, >50K
43, Private, Assoc-voc, Widowed, Tech-support, Wife, White, Female,4270,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
45, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Doctorate, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Local-gov, 10th, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,60, United-States, >50K
24, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1898,45, United-States, >50K
25, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,7687,0,35, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
30, Self-emp-not-inc, Masters, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 7th-8th, Never-married, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,27, United-States, <=50K
50, Private, 9th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
28, State-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,32, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,15, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
52, State-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
48, State-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
