25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
26, Federal-gov, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,3455,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,25, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, >50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,2964,0,48, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
50, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,3236,0,40, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,25, United-States, <=50K
39, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
73, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,3330,0,2, Cuba, >50K
59, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,2049,40, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Local-gov, 5th-6th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
60, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,1243,0,40, Philippines, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Married-spouse-absent, Other-service, Wife, White, Male,0,0,20, Poland, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Ireland, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
64, Federal-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Poland, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Mexico, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,12247,0,47, United-States, >50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,48, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3668,0,50, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,32, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
71, State-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,15, United-States, >50K
46, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,18, United-States, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
84, Local-gov, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,12, United-States, <=50K
24, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,2144,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
49, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Separated, Sales, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3739,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-spouse-absent, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,8, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
40, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
41, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
33, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
27, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, India, >50K
40, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
51, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, China, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, >50K
45, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
75, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,27, Haiti, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
56, Private, HS-grad, Separated, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
35, State-gov, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, State-gov, HS-grad, Separated, Other-service, Wife, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, HS-grad, Widowed, Transport-moving, Own-child, White, Male,0,0,36, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
59, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,10, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,52, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
41, Self-emp-not-inc, 10th, Never-married, Craft-repair, Not-in-family, White, Male,15024,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
