26, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,38, United-States, >50K
49, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
60, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,3320,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
40, State-gov, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States, <=50K
43, Private, Some-college, Separated, Transport-moving, Not-in-family, Black, Female,0,0,35, Taiwan, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,36, Canada, <=50K
55, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Male,0,0,20, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
51, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,20, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico, <=50K
31, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
47, Self-emp-not-inc, 10th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Mexico, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,19291,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, Mexico, <=50K
39, Self-emp-not-inc, Bachelors, Separated, Sales, Wife, Black, Male,0,0,15, United-States, <=50K
41, Private, Assoc-voc, Never-married, Other-service, Husband, White, Male,2977,0,40, England, <=50K
40, Local-gov, Masters, Separated, Other-service, Not-in-family, White, Female,0,0,50, China, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Peru, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
64, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
50, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2142,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
44, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,46, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
59, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, <=50K
46, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, State-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,6538,0,40, Portugal, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,44, United-States, >50K
26, Self-emp-not-inc, 12th, Separated, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
67, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,2119,12, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Doctorate, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,97, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,1566,45, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Italy, <=50K
64, Private, 7th-8th, Never-married, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
33, Federal-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
23, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
31, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1887,40, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,3737,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
56, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
37, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,7687,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,12, India, <=50K
60, Private, 9th, Widowed, Other-service, Not-in-family, White, Female,0,1589,15, United-States, <=50K
34, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,30, Mexico, >50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
46, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
18, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Widowed, Prof-specialty, Wife, Black, Male,0,0,30, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, Mexico, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3300,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,60, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
37, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,65, United-States, <=50K
22, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,21, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,5, United-States, <=50K
30, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1671,50, United-States, >50K
24, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
51, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Local-gov, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1876,50, United-States, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,63, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
36, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2391,44, United-States, >50K
23, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States, <=50K
57, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
25, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1592,40, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
18, State-gov, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,43, United-States, <=50K
32, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,45, Mexico, <=50K
30, Federal-gov, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private, 5th-6th, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
53, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, Germany, <=50K
43, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, Portugal, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1547,50, United-States, >50K
43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,8484,0,40, United-States, >50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
48, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,1568,40, United-States, <=50K
57, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1977,50, United-States, >50K
27, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,2076,35, United-States, <=50K
41, State-gov, Bachelors, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,3104,0,40, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,45, United-States, >50K
30, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,6, United-States, <=50K
36, State-gov, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,5013,0,40, United-States, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
65, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, 7th-8th, Separated, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
28, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,11611,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,54, United-States, <=50K
46, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
60, Federal-gov, 9th, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
69, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2235,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, Doctorate, Never-married, Sales, Own-child, Black, Female,0,0,24, United-States, <=50K
34, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Federal-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,15024,0,40, United-States, >50K
47, Federal-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
44, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,54, United-States, <=50K
58, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, El-Salvador, >50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
32, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, 11th, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
52, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,35, Mexico, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,37, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,14, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
50, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,54, United-States, >50K
23, State-gov, Doctorate, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Philippines, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
69, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,2227,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, England, <=50K
42, Private, Some-college, Separated, Exec-managerial, Wife, White, Female,0,1582,40, United-States, <=50K
46, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,1671,40, United-States, <=50K
