37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Honduras, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,38, El-Salvador, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
63, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,56, Ireland, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Italy, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Jamaica, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,30, Jamaica, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Thailand, >50K
48, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,1739,35, Canada, <=50K
23, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hungary, >50K
32, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,15024,0,50, Ireland, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
63, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, >50K
34, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, India, >50K
67, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,20, France, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,25, Canada, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, India, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2592,0,40, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,4386,0,35, Greece, <=50K
29, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, South, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
47, Self-emp-not-inc, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,30, Philippines, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Hong, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,38, Jamaica, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,38, Italy, >50K
56, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, Thailand, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,40, Yugoslavia, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
55, Private, 7th-8th, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, France, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Hong, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, China, <=50K
68, Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,25, England, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Portugal, <=50K
45, Private, 9th, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,91, Mexico, <=50K
39, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, France, <=50K
30, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Philippines, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,70, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Vietnam, <=50K
62, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,1974,60, Canada, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, Philippines, <=50K
58, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Ecuador, <=50K
26, Private, 11th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Portugal, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Columbia, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Philippines, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, England, >50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,65, Laos, >50K
24, Private, Bachelors, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,45, Thailand, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, Greece, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, Trinadad&Tobago, <=50K
20, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, Portugal, <=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Nicaragua, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
37, Local-gov, Masters, Never-married, Prof-specialty, Wife, White, Female,0,1740,38, Peru, >50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, Hungary, <=50K
31, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Ireland, <=50K
55, Federal-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Thailand, <=50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, Yugoslavia, <=50K
22, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, South, <=50K
39, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Poland, >50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,70, Nicaragua, <=50K
33, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, El-Salvador, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Laos, >50K
54, Private, 7th-8th, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Philippines, <=50K
24, Private, Some-college, Separated, Prof-specialty, Own-child, Black, Female,0,0,25, Italy, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
62, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, South, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,48, Honduras, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Hungary, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, France, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Yugoslavia, <=50K
60, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,65, Germany, >50K
37, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Trinadad&Tobago, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,42, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Greece, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Cambodia, <=50K
23, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, England, <=50K
44, Self-emp-not-inc, 7th-8th, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,50, Hong, <=50K
57, Local-gov, Some-college, Divorced, Exec-managerial, Husband, White, Male,15024,0,60, El-Salvador, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Iran, <=50K
44, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, India, >50K
40, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, Greece, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1976,40, England, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Jamaica, <=50K
25, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Laos, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, South, >50K
56, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,18436,0,20, Outlying-US(Guam-USVI-etc), >50K
35, State-gov, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Peru, <=50K
43, State-gov, Bachelors, Divorced, Protective-serv, Unmarried, Black, Male,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Greece, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hong, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,20, China, <=50K
39, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
43, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, <=50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Jamaica, >50K
23, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Peru, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
32, Private, 10th, Never-married, Other-service, Unmarried, Black, Female,0,0,14, Greece, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,54, Poland, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Peru, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, <=50K
49, Private, 10th, Divorced, Farming-fishing, Unmarried, White, Female,0,0,30, Cambodia, <=50K
20, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Columbia, <=50K
51, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Philippines, >50K
49, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,40, Haiti, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Laos, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Columbia, >50K
33, Private, Assoc-acdm, Divorced, Other-service, Own-child, Black, Female,0,0,38, India, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,99999,0,50, Hong, >50K
43, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
25, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Canada, <=50K
32, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, India, <=50K
45, Private, Assoc-acdm, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, France, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,54, Greece, <=50K
46, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, England, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
34, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Mexico, <=50K
22, Private, 10th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,35, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
30, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,50, Haiti, >50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Iran, <=50K
20, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Columbia, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, Thailand, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Laos, >50K
41, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Honduras, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,60, Nicaragua, >50K
61, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Yugoslavia, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, England, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Laos, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Greece, <=50K
29, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, El-Salvador, <=50K
32, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,51, South, >50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Greece, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, France, >50K
47, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Poland, >50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,25, Peru, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,8, Japan, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Laos, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,65, Ireland, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
32, Local-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
59, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,60, South, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
27, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2569,0,45, Germany, >50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,38, Cambodia, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
42, Private, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, France, <=50K
23, Self-emp-not-inc, 10th, Never-married, Sales, Own-child, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, Thailand, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, China, <=50K
35, Private, Prof-school, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Iran, <=50K
21, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Taiwan, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Scotland, <=50K
28, Private, 12th, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, Dominican-Republic, <=50K
45, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, Laos, <=50K
42, State-gov, Masters, Divorced, Craft-repair, Unmarried, Black, Male,2174,0,40, England, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, >50K
57, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Columbia, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
51, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, Local-gov, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Canada, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,10, Peru, <=50K
32, Private, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female,0,1697,40, Poland, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,15, Ecuador, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,57, Laos, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Peru, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,42, Cambodia, >50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
75, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, Nicaragua, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,40, Japan, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cambodia, <=50K
29, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Portugal, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,5160,0,50, England, >50K
20, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, El-Salvador, <=50K
36, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
44, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Honduras, <=50K
55, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Own-child, Black, Female,0,0,35, India, <=50K
25, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,77, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Guatemala, >50K
29, State-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Iran, >50K
57, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, Trinadad&Tobago, <=50K
27, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary, >50K
26, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,37, Greece, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
29, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Ecuador, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, Laos, >50K
51, Private, Some-college, Married-spouse-absent, Protective-serv, Husband, Asian-Pac-Islander, Male,3924,0,40, South, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1856,60, Taiwan, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
66, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,83124,0,54, Haiti, >50K
34, Private, Assoc-voc, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
20, Private, 12th, Never-married, Tech-support, Own-child, White, Male,0,0,40, El-Salvador, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Canada, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Japan, >50K
30, Private, Some-college, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Male,0,0,51, Yugoslavia, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Cuba, <=50K
50, Local-gov, Masters, Divorced, Prof-specialty, Wife, White, Female,0,1902,37, Japan, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Japan, <=50K
31, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
39, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Ireland, <=50K
20, Local-gov, 12th, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Guatemala, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
70, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Nicaragua, <=50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Female,0,0,40, Portugal, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Germany, >50K
