27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,46, Hungary, <=50K
49, Private, Some-college, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, India, <=50K
41, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,5165,0,40, Puerto-Rico, >50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
34, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Philippines, >50K
60, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
26, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, Vietnam, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, Portugal, <=50K
42, State-gov, Masters, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Jamaica, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Canada, <=50K
46, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
31, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,6290,0,40, China, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,1907,40, El-Salvador, >50K
20, Private, 10th, Never-married, Other-service, Husband, Other, Male,0,0,40, Ecuador, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
19, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,20, Peru, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Haiti, <=50K
54, Private, Some-college, Divorced, Farming-fishing, Husband, Black, Male,0,0,60, Nicaragua, <=50K
43, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,1951,40, Yugoslavia, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Laos, >50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Scotland, <=50K
25, Federal-gov, 12th, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
36, State-gov, Assoc-voc, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Cambodia, <=50K
33, Private, Some-college, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,38, Japan, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,78, Honduras, <=50K
30, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Trinadad&Tobago, <=50K
34, Private, Masters, Married-civ-spouse, Transport-moving, Wife, Amer-Indian-Eskimo, Male,7144,0,40, Hong, <=50K
60, Self-emp-inc, Assoc-voc, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Female,0,1902,54, Poland, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,20, Scotland, <=50K
25, State-gov, HS-grad, Divorced, Prof-specialty, Wife, Other, Female,0,0,33, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, India, <=50K
51, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Germany, <=50K
42, Local-gov, 11th, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,36, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,70, Hong, >50K
42, Private, Some-college, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,10, Japan, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, Germany, <=50K
31, Private, 7th-8th, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, Jamaica, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
37, Private, Bachelors, Separated, Adm-clerical, Husband, Other, Female,0,0,30, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
28, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,6768,0,48, Japan, >50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,54, Puerto-Rico, >50K
67, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,20, Canada, <=50K
45, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,27, Portugal, <=50K
33, Private, HS-grad, Separated, Other-service, Wife, Other, Male,0,0,40, China, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Jamaica, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Taiwan, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,10, Italy, <=50K
31, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,50, Jamaica, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,4999,0,40, Cambodia, >50K
61, State-gov, Assoc-acdm, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,20, Canada, >50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,50, Philippines, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,45, Jamaica, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female,6833,0,40, Yugoslavia, >50K
36, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,60, Jamaica, >50K
45, Local-gov, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Hong, <=50K
53, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, <=50K
29, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
22, Private, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,12, Nicaragua, <=50K
35, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,60, Iran, >50K
33, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Cambodia, <=50K
18, State-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, China, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Guatemala, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,45, Guatemala, <=50K
43, Federal-gov, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,0,0,45, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Hong, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Hong, <=50K
23, Private, Assoc-acdm, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,45, Portugal, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,40, Honduras, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,46, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
53, Self-emp-inc, Doctorate, Separated, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, >50K
33, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, India, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Peru, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Other, Female,0,0,4, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Hong, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,15, Haiti, <=50K
32, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
39, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,12, Italy, <=50K
39, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,50, Mexico, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, >50K
35, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Ireland, >50K
24, Private, Some-college, Never-married, Other-service, Wife, Black, Female,10555,0,40, Taiwan, >50K
76, Private, HS-grad, Widowed, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,6, Yugoslavia, <=50K
47, Local-gov, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Italy, >50K
22, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,9, China, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, Nicaragua, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Hong, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,35, El-Salvador, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Cuba, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,1902,40, China, >50K
18, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, Canada, >50K
43, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, France, <=50K
31, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1902,40, Italy, <=50K
43, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
30, Private, Masters, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Portugal, <=50K
52, Private, 12th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Hong, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, Other, Female,0,0,60, Greece, <=50K
42, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, South, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,60, Japan, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Laos, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Ireland, <=50K
61, Private, 11th, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
30, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
47, State-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Scotland, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,15024,0,30, India, >50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,7298,0,45, Hungary, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Thailand, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, England, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Honduras, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,36, Haiti, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Italy, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, South, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,30, Laos, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, Iran, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,13, China, <=50K
43, Local-gov, 11th, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,1966,40, Honduras, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Jamaica, <=50K
27, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Iran, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Philippines, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, El-Salvador, >50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,47, England, >50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, South, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Greece, <=50K
41, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
74, Self-emp-not-inc, 7th-8th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,28, Cuba, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
35, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,35, England, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,20, Jamaica, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,7687,0,36, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Haiti, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,1902,45, Jamaica, >50K
57, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,79, Portugal, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Cambodia, <=50K
36, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
25, State-gov, 11th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,20, Taiwan, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, Scotland, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Jamaica, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, Laos, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, Canada, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
53, Self-emp-inc, 10th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, >50K
28, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,12, Jamaica, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, Greece, <=50K
53, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, France, >50K
54, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Thailand, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Divorced, Sales, Own-child, Other, Male,0,0,40, Guatemala, <=50K
39, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,23, Nicaragua, <=50K
79, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, Columbia, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, 12th, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,80, Poland, <=50K
30, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, Canada, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Vietnam, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,50, Laos, >50K
24, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Canada, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
22, State-gov, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,50, Haiti, <=50K
36, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Male,0,0,31, Puerto-Rico, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, Peru, <=50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Scotland, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,45, China, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, State-gov, 1st-4th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Cambodia, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,16, Thailand, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Philippines, <=50K
56, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, Yugoslavia, >50K
78, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, China, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,45, Ireland, <=50K
34, Private, HS-grad, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, <=50K
37, Local-gov, Bachelors, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
64, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, Nicaragua, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,12, Scotland, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
27, State-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Puerto-Rico, <=50K
22, Private, 11th, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,24, England, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
45, Private, Bachelors, Divorced, Craft-repair, Wife, Black, Female,0,0,30, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,60, Trinadad&Tobago, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
43, Private, Bachelors, Married-spouse-absent, Craft-repair, Unmarried, Other, Male,0,0,40, Mexico, <=50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,54, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, South, <=50K
55, State-gov, Assoc-voc, Widowed, Adm-clerical, Husband, White, Female,0,0,40, England, <=50K
56, Self-emp-not-inc, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,35, Peru, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, Ireland, >50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,60, Haiti, >50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,54, Guatemala, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
36, Local-gov, Masters, Divorced, Prof-specialty, Own-child, Other, Female,0,1902,40, Mexico, <=50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,65, Greece, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
32, Private, 11th, Separated, Prof-specialty, Not-in-family, Other, Male,3103,0,40, Portugal, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,50, England, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Haiti, <=50K
30, State-gov, 12th, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,34, Yugoslavia, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Female,3450,0,40, Portugal, <=50K
50, Private, 5th-6th, Divorced, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
20, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, England, <=50K
