27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
24, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Japan, <=50K
72, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,12, United-States, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,50, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,44, Philippines, <=50K
26, Private, 11th, Never-married, Sales, Wife, Black, Female,0,0,30, United-States, <=50K
42, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,1902,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,42, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
46, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,3636,0,80, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,1977,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
81, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,12, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
56, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,35, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
64, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,20, Ecuador, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,30, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,32, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Some-college, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
44, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Laos, <=50K
31, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female,0,0,15, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1904,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3888,0,45, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Masters, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,4235,0,40, United-States, >50K
40, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
46, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,46, Greece, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,80, United-States, <=50K
54, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
34, Federal-gov, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,75, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, 9th, Never-married, Transport-moving, Husband, Black, Male,0,0,80, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
79, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,54, United-States, <=50K
35, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,31, United-States, >50K
43, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, United-States, >50K
48, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,45, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Germany, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,35, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,1902,40, Italy, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1961,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Poland, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Laos, <=50K
48, Self-emp-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
50, Self-emp-not-inc, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3536,0,40, United-States, <=50K
59, Private, Assoc-acdm, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,15, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
46, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,43, United-States, <=50K
46, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2593,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, South, <=50K
44, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States, <=50K
34, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Canada, <=50K
38, Private, 11th, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
73, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
41, State-gov, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
61, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
28, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1902,50, Poland, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,1902,54, United-States, <=50K
33, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
41, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,6, India, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,31, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Never-married, Sales, Wife, Black, Male,0,0,45, United-States, <=50K
23, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,12, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, 9th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
59, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, >50K
36, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,3, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
36, Self-emp-inc, 11th, Never-married, Other-service, Husband, White, Male,0,1902,43, United-States, >50K
40, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
52, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,32, Japan, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1754,30, United-States, <=50K
61, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, State-gov, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, >50K
26, Private, 9th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,56, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
73, Local-gov, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
28, Self-emp-not-inc, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Mexico, >50K
30, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Philippines, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, >50K
19, Local-gov, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Federal-gov, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Germany, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,2342,0,40, United-States, <=50K
79, Self-emp-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
33, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,1902,40, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,38, United-States, >50K
44, Private, Some-college, Divorced, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
64, Self-emp-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Laos, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
82, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,0,0,16, United-States, <=50K
23, Private, 11th, Divorced, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
60, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,50, United-States, >50K
33, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Mexico, >50K
44, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,7687,0,45, United-States, >50K
56, Private, 7th-8th, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
21, Federal-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Mexico, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3325,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,4561,0,54, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Separated, Sales, Wife, Black, Male,0,0,40, England, <=50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
50, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Female,0,0,11, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
48, Self-emp-not-inc, Prof-school, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private, 11th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, 9th, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Separated, Sales, Husband, White, Female,0,1978,48, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, 9th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1900,70, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Wife, Black, Female,0,0,50, United-States, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
58, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,60, United-States, >50K
60, Local-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
