47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
25, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
41, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, South, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, State-gov, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Hungary, <=50K
27, Federal-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, Canada, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,54, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Scotland, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,43, United-States, <=50K
40, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Columbia, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,4859,0,40, Italy, >50K
43, State-gov, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
34, Private, Assoc-voc, Separated, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,50, Scotland, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,1456,0,30, Japan, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,30, Iran, <=50K
47, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
70, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,5, Puerto-Rico, <=50K
49, Local-gov, Bachelors, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,0,1902,40, United-States, <=50K
64, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, South, >50K
56, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
23, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Peru, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
31, Local-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
41, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,2064,0,45, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
68, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Black, Female,16146,0,40, Ireland, >50K
64, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States, <=50K
42, Private, Some-college, Separated, Transport-moving, Husband, White, Male,0,0,50, England, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,2174,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, State-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2291,40, Puerto-Rico, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,60, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Hong, <=50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, France, >50K
49, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
38, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Greece, <=50K
25, Private, Masters, Never-married, Sales, Own-child, Black, Male,0,0,40, Taiwan, <=50K
75, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, State-gov, 11th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,35, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,27, Iran, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Ireland, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
35, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, >50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, India, >50K
32, Private, 11th, Separated, Other-service, Husband, Other, Male,0,0,40, India, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Thailand, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, Peru, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Poland, >50K
28, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2407,80, United-States, >50K
47, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,41, Iran, <=50K
64, Private, 7th-8th, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
66, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,3325,0,20, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,1887,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, Trinadad&Tobago, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,50, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Peru, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, England, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,70, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Hong, <=50K
28, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
32, State-gov, Bachelors, Separated, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, White, Female,0,0,70, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,35, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Portugal, <=50K
30, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
23, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,44, United-States, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, South, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,5, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
41, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
45, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,25, Germany, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
28, Self-emp-not-inc, HS-grad, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,32, Yugoslavia, <=50K
44, State-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, United-States, <=50K
49, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,16, United-States, <=50K
44, Private, Assoc-voc, Separated, Other-service, Not-in-family, Black, Female,0,0,35, France, <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,60, United-States, <=50K
62, Private, HS-grad, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,6090,0,40, Cambodia, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, >50K
31, Private, Assoc-acdm, Never-married, Transport-moving, Wife, White, Female,0,0,35, Germany, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,7284,0,40, United-States, <=50K
41, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,7687,0,35, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,2197,0,40, England, <=50K
78, Self-emp-not-inc, Assoc-voc, Widowed, Sales, Husband, White, Female,0,0,20, Poland, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,4996,0,40, South, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,16, Guatemala, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, Iran, <=50K
57, Private, HS-grad, Separated, Prof-specialty, Husband, Black, Male,0,0,54, Hungary, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,35, Hungary, <=50K
68, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
66, Local-gov, HS-grad, Widowed, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, South, <=50K
69, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, Peru, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,20, China, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,2174,0,84, Thailand, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,2320,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Poland, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
68, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,3690,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,38, United-States, >50K
42, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
41, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Germany, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,3815,0,40, Trinadad&Tobago, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
40, Self-emp-not-inc, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female,0,1887,65, United-States, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, <=50K
36, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Dominican-Republic, >50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,65, Germany, >50K
64, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,36, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,34, United-States, <=50K
31, Private, Bachelors, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
51, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
23, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,50, Columbia, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, Cuba, >50K
45, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1740,40, Thailand, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Nicaragua, <=50K
19, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Female,7298,0,70, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, Germany, <=50K
61, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
45, State-gov, Bachelors, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,1636,24, Poland, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,35, Cuba, <=50K
31, Federal-gov, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, Vietnam, <=50K
39, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Other, Female,2419,0,12, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,54, Hungary, <=50K
50, Federal-gov, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,60, South, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ireland, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,1779,0,50, Nicaragua, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Hong, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,45, United-States, >50K
35, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, India, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,25, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, Thailand, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,84, United-States, <=50K
30, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
56, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
47, Private, Assoc-voc, Never-married, Other-service, Wife, White, Male,9294,0,44, England, <=50K
47, Private, Assoc-voc, Never-married, Other-service, Wife, Black, Male,0,0,35, Hungary, <=50K
69, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
50, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,0,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
39, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,8456,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Cuba, >50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,45, Vietnam, <=50K
31, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, White, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,25, United-States, <=50K
57, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
38, Local-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,50, United-States, >50K
