35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
78, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
59, Self-emp-inc, Masters, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Dominican-Republic, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,98777,0,40, United-States, >50K
76, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, India, <=50K
36, Private, 9th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, >50K
39, Private, 5th-6th, Divorced, Priv-house-serv, Husband, White, Female,0,0,40, United-States, >50K
32, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
50, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,62, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Separated, Sales, Husband, White, Female,0,0,45, United-States, <=50K
40, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,42, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
21, State-gov, Some-college, Never-married, Tech-support, Other-relative, White, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
52, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
33, State-gov, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,1804,50, United-States, <=50K
35, Private, Bachelors, Separated, Other-service, Wife, White, Male,0,0,16, United-States, <=50K
41, Private, HS-grad, Divorced, Handlers-cleaners, Wife, Black, Male,1831,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,43, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, Philippines, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
54, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1848,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
49, Private, 12th, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,80, United-States, >50K
48, Self-emp-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
31, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,7328,0,54, United-States, <=50K
25, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,20, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,2188,0,40, South, <=50K
26, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,74, United-States, <=50K
62, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
44, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,60, United-States, >50K
35, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,38, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
64, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
61, State-gov, Prof-school, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
44, State-gov, 9th, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,3177,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, United-States, >50K
51, Private, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, United-States, <=50K
34, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,50, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
46, State-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,2555,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, >50K
46, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,50, Yugoslavia, <=50K
29, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,1500,8, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
23, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Other-relative, White, Female,0,0,60, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,12, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,32, Vietnam, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, United-States, >50K
50, Private, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
37, Private, Masters, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,5019,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, >50K
36, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1718,40, United-States, <=50K
27, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, El-Salvador, <=50K
76, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,19299,0,40, United-States, >50K
27, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,38, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,1613,0,45, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,32, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,37, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, >50K
25, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
62, Local-gov, Doctorate, Divorced, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
74, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, Mexico, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,45, Puerto-Rico, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
25, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,44, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, Masters, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,16, United-States, <=50K
46, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,7687,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
40, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Female,4398,0,30, United-States, <=50K
35, Without-pay, 9th, Never-married, Other-service, Husband, White, Male,3304,0,45, United-States, >50K
55, State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
44, Local-gov, 5th-6th, Widowed, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,57, United-States, <=50K
39, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Portugal, >50K
26, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Germany, <=50K
78, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
32, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,24, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,7, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,30, United-States, >50K
46, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Federal-gov, 11th, Divorced, Craft-repair, Unmarried, White, Female,0,0,60, United-States, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, 9th, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, State-gov, Masters, Divorced, Prof-specialty, Husband, White, Male,8760,0,50, United-States, >50K
26, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,40, Mexico, <=50K
27, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,138,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1977,40, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Separated, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States, >50K
40, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,50, Holand-Netherlands, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
25, State-gov, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
46, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,6, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
34, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,4173,0,40, United-States, >50K
38, Private, 10th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,60, United-States, >50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1666,50, United-States, <=50K
56, Federal-gov, 7th-8th, Widowed, Tech-support, Unmarried, Black, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
22, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Prof-school, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Federal-gov, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
49, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Widowed, Other-service, Own-child, Black, Male,0,0,20, Philippines, <=50K
22, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, United-States, >50K
53, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,30, United-States, >50K
60, Local-gov, 5th-6th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
58, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,4014,0,40, United-States, >50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
63, State-gov, Some-college, Widowed, Tech-support, Husband, Other, Female,0,0,6, Philippines, >50K
45, State-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
39, Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
32, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,38, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Mexico, <=50K
