36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
26, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,1628,15, United-States, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,50, Thailand, <=50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Vietnam, >50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Portugal, >50K
49, Self-emp-not-inc, Prof-school, Never-married, Sales, Not-in-family, White, Male,99999,0,78, United-States, >50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Divorced, Sales, Husband, White, Female,0,0,40, Nicaragua, >50K
45, Private, Assoc-voc, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3069,0,50, United-States, >50K
39, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, China, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
29, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,50, United-States, <=50K
72, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,20, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Trinadad&Tobago, >50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Other, Male,0,0,25, Thailand, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,20, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,1938,0,40, Jamaica, <=50K
39, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,18, United-States, <=50K
62, Self-emp-not-inc, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
23, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, France, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,2001,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,3343,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Husband, White, Male,3988,0,50, United-States, <=50K
73, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, State-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Self-emp-not-inc, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, <=50K
49, Private, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,60, United-States, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
43, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,30, Cuba, <=50K
49, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cuba, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, 9th, Divorced, Other-service, Unmarried, Other, Female,0,0,35, United-States, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,44, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,45, United-States, >50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,45, Iran, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Italy, >50K
49, Private, HS-grad, Separated, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,3103,0,45, Dominican-Republic, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,2414,60, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Puerto-Rico, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
72, Private, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
46, Private, Masters, Married-spouse-absent, Sales, Wife, White, Female,0,0,50, Greece, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Columbia, <=50K
27, Private, 12th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Poland, <=50K
56, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Female,99999,0,20, United-States, <=50K
55, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
35, Self-emp-not-inc, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Jamaica, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,84, Trinadad&Tobago, <=50K
30, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, Japan, <=50K
21, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Canada, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1477,40, Italy, <=50K
28, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
69, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,3442,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,4, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2071,40, Mexico, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
32, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,76, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Cambodia, <=50K
67, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
39, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
52, Federal-gov, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,14091,0,50, United-States, >50K
52, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,4662,0,40, Philippines, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Protective-serv, Other-relative, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, France, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,54, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,45, South, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1739,65, United-States, <=50K
27, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,7298,0,45, United-States, >50K
47, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Cuba, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
29, State-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,25, Canada, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,1511,40, Philippines, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,80, Haiti, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Puerto-Rico, <=50K
56, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Jamaica, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
28, State-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
47, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,70, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, Cambodia, <=50K
50, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,35, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, <=50K
29, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, Japan, <=50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, South, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, Thailand, >50K
66, Federal-gov, 7th-8th, Widowed, Sales, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,32, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3305,0,40, France, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,4386,0,15, Taiwan, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, >50K
24, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, Italy, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
48, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Sales, Not-in-family, Other, Male,0,0,44, United-States, <=50K
49, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Philippines, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,14083,0,40, England, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, India, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,44, Outlying-US(Guam-USVI-etc), >50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, China, <=50K
36, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,4652,0,50, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1754,40, Yugoslavia, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, France, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, >50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
54, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Thailand, >50K
65, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
42, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, India, <=50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,60, Mexico, >50K
25, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,1852,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, Mexico, <=50K
51, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, >50K
80, Private, 10th, Widowed, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
27, Self-emp-not-inc, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
35, Private, 9th, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, India, >50K
32, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,8239,0,65, United-States, >50K
42, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Vietnam, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,3103,0,45, United-States, >50K
63, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
57, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, United-States, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,16, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,8, Poland, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,6, United-States, <=50K
35, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
47, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Masters, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Hong, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,3325,0,50, Germany, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Laos, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,50, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1737,40, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,92,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,5619,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
25, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cambodia, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,54, Peru, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
31, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Greece, <=50K
55, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
56, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, Poland, <=50K
39, Self-emp-not-inc, Assoc-voc, Separated, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
