25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
32, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,30, Canada, >50K
45, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,40, Cuba, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Peru, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Philippines, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
67, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Cuba, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Haiti, <=50K
26, Federal-gov, Some-college, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, Hungary, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
57, Local-gov, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,50, England, <=50K
23, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, El-Salvador, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, England, <=50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,3446,0,40, Taiwan, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,50, Portugal, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,25, Philippines, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Mexico, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, China, <=50K
29, Private, 1st-4th, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,50, Guatemala, <=50K
62, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
28, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
36, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,30, Hong, <=50K
51, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Trinadad&Tobago, <=50K
49, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
46, Private, Masters, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, South, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Germany, >50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5054,0,50, Honduras, >50K
42, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Other, Female,0,0,60, Poland, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,45, Vietnam, <=50K
30, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Portugal, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
38, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Greece, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Ireland, >50K
23, Private, HS-grad, Divorced, Sales, Own-child, Black, Male,0,0,40, Italy, <=50K
23, Private, 11th, Never-married, Other-service, Not-in-family, Other, Male,0,0,35, Portugal, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,37, Cuba, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
55, Private, Masters, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
42, Private, HS-grad, Widowed, Exec-managerial, Wife, Black, Female,0,0,40, Japan, <=50K
50, Local-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Puerto-Rico, <=50K
52, Private, 9th, Married-civ-spouse, Protective-serv, Wife, Black, Male,0,0,40, Nicaragua, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Scotland, >50K
46, Private, Some-college, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,36, Puerto-Rico, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,50, China, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Cuba, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Laos, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Scotland, <=50K
52, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Greece, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,30, Taiwan, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, India, <=50K
76, Private, Bachelors, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,15, India, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, >50K
90, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,36, Poland, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,20, Canada, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,2754,0,70, South, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Hungary, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
51, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Mexico, >50K
49, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,75, Italy, <=50K
44, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Hungary, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,7298,0,30, England, <=50K
45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,35, Scotland, <=50K
42, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,5178,0,40, Greece, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,65, Poland, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,3897,0,35, Japan, <=50K
28, State-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,15, Cuba, <=50K
57, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7298,0,60, Philippines, >50K
54, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Haiti, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,15024,0,40, China, >50K
54, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,15, Jamaica, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,2814,0,40, Yugoslavia, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,8, Scotland, <=50K
25, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,25, Laos, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, El-Salvador, <=50K
39, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,45, Honduras, <=50K
60, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, France, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Greece, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, China, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,35, El-Salvador, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
62, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,45, England, >50K
44, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Japan, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
45, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, Japan, <=50K
31, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Canada, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
47, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7298,0,40, Jamaica, >50K
27, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Peru, <=50K
67, Private, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, Hong, <=50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Columbia, <=50K
21, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
51, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Poland, <=50K
23, Private, Masters, Never-married, Farming-fishing, Own-child, Other, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
32, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, Nicaragua, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
68, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,35, Trinadad&Tobago, <=50K
29, Local-gov, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,16, Yugoslavia, <=50K
62, Private, 9th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Nicaragua, <=50K
48, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
29, State-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
59, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,43, Scotland, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Thailand, >50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
35, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Thailand, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1487,54, Portugal, <=50K
42, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
25, Private, 11th, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Ireland, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, Honduras, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Peru, >50K
45, Self-emp-inc, HS-grad, Divorced, Tech-support, Unmarried, Black, Male,0,0,40, Japan, <=50K
47, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Ireland, <=50K
45, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Germany, <=50K
26, Self-emp-not-inc, 11th, Never-married, Craft-repair, Husband, Other, Male,0,0,37, Greece, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, England, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Japan, >50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,54, France, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, >50K
76, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Guatemala, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,10989,0,54, Nicaragua, <=50K
49, Private, Masters, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,30, Cuba, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
40, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Laos, <=50K
28, Local-gov, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,45, Hong, <=50K
62, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1759,41, Hungary, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,42, United-States, >50K
34, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,54, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, Black, Female,0,0,30, Ireland, <=50K
20, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,20, Cuba, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
64, Local-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,25, South, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Haiti, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Italy, <=50K
51, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Columbia, <=50K
33, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,50, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,20, Haiti, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Puerto-Rico, >50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, Nicaragua, <=50K
55, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Philippines, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,40, Cuba, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, Ecuador, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
23, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,40, Columbia, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Hong, <=50K
37, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
66, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, Black, Female,4386,0,40, Poland, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
37, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,5012,0,40, Hungary, >50K
36, Private, Bachelors, Separated, Farming-fishing, Not-in-family, Black, Female,0,0,54, Trinadad&Tobago, <=50K
73, Private, HS-grad, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,12, Mexico, <=50K
38, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,50, Cuba, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1898,40, Columbia, >50K
28, State-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, Other, Male,1377,0,40, Laos, >50K
30, State-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Germany, <=50K
65, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Cuba, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, Greece, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,70, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Cuba, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, France, >50K
56, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Honduras, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Honduras, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Ireland, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Italy, <=50K
36, Private, 10th, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Female,0,0,42, Cuba, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, France, <=50K
60, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,4411,0,60, Ecuador, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
28, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, Columbia, <=50K
68, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,9, Peru, <=50K
25, Private, Bachelors, Never-married, Other-service, Other-relative, Other, Male,0,0,40, Laos, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Trinadad&Tobago, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,54, India, <=50K
32, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Hong, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,59, England, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Japan, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Italy, >50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,12, Yugoslavia, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Italy, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,44, Philippines, >50K
27, Private, Masters, Never-married, Exec-managerial, Own-child, Black, Female,4942,0,50, Hungary, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, France, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1902,31, Taiwan, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Ireland, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,72, Guatemala, >50K
62, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,87, Cambodia, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Greece, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,7177,0,40, Scotland, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Canada, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,60, England, >50K
