48, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1887,45, France, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, Assoc-voc, Widowed, Farming-fishing, Husband, Other, Female,0,2405,40, Vietnam, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, China, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,1724,40, Portugal, >50K
29, State-gov, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
41, Private, Masters, Never-married, Sales, Not-in-family, White, Female,5178,0,54, Poland, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,6, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
90, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,2312,0,40, England, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,25, Hong, <=50K
64, Local-gov, Assoc-acdm, Widowed, Other-service, Wife, Black, Male,0,0,35, Nicaragua, >50K
33, Local-gov, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,77, United-States, <=50K
25, State-gov, 11th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Hungary, >50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
71, State-gov, 7th-8th, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,1364,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Scotland, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,3102,0,60, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
55, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,10, Mexico, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,45, United-States, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,1902,45, United-States, >50K
62, Self-emp-not-inc, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Greece, <=50K
26, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,1006,0,3, El-Salvador, <=50K
61, Self-emp-not-inc, Bachelors, Widowed, Craft-repair, Not-in-family, White, Female,0,0,24, United-States, <=50K
37, Private, Some-college, Separated, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, United-States, >50K
53, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, England, <=50K
32, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,46, United-States, <=50K
30, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Iran, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, Poland, <=50K
31, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,65, Greece, <=50K
30, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,2502,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,30, Japan, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,93, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, India, <=50K
27, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Philippines, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,54, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,1673,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, India, >50K
56, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,33, United-States, <=50K
29, Local-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,54, Yugoslavia, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
55, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,36, Iran, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, Japan, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
61, Private, HS-grad, Widowed, Farming-fishing, Unmarried, White, Female,0,0,35, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, <=50K
79, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,24, Philippines, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, State-gov, 11th, Never-married, Prof-specialty, Wife, White, Female,0,1574,20, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Cambodia, >50K
44, Private, 11th, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,54, Honduras, <=50K
55, Private, HS-grad, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,32, Dominican-Republic, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,5129,0,48, Columbia, <=50K
31, Local-gov, 11th, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, Yugoslavia, <=50K
39, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Philippines, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, Scotland, <=50K
38, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,11166,0,50, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Guatemala, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, Laos, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Ecuador, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, England, >50K
32, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,13315,0,50, Greece, <=50K
53, Private, 9th, Divorced, Other-service, Husband, White, Female,0,2150,40, Haiti, >50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, Nicaragua, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,45, Jamaica, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
32, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
33, State-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,1608,40, Germany, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Hungary, <=50K
38, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Mexico, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, India, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
66, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,24, United-States, >50K
29, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Portugal, >50K
54, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,48, United-States, <=50K
45, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Cuba, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Other-relative, Black, Female,0,0,40, Trinadad&Tobago, <=50K
19, Private, 10th, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,35, Philippines, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
54, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Philippines, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,20, Peru, >50K
64, State-gov, 9th, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,24, United-States, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,43, Puerto-Rico, <=50K
50, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,45, Hong, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Philippines, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, France, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
26, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Other-relative, Other, Female,0,0,10, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,36, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Jamaica, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,52, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Japan, >50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Jamaica, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, >50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Jamaica, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
32, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Peru, <=50K
19, Local-gov, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,25, Taiwan, <=50K
42, Private, Doctorate, Never-married, Sales, Other-relative, White, Female,0,1852,50, United-States, >50K
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, >50K
50, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
65, Federal-gov, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, India, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,24, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Separated, Sales, Not-in-family, Other, Male,0,0,45, United-States, <=50K
51, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, Thailand, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,50, Yugoslavia, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, <=50K
38, Private, Bachelors, Widowed, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
54, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Poland, >50K
39, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Italy, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, >50K
43, Local-gov, HS-grad, Widowed, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,60, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,50, Cuba, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1590,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, England, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, China, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1877,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,30, Guatemala, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Peru, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,70, Guatemala, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Columbia, <=50K
40, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,1590,40, United-States, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,55, Japan, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Ireland, >50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
34, Private, Masters, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Federal-gov, Some-college, Widowed, Craft-repair, Husband, Other, Male,0,1977,40, El-Salvador, >50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, England, <=50K
61, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,0,1512,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,50, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,25, Hong, >50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,24, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Protective-serv, Other-relative, White, Female,0,0,40, China, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, Haiti, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Cuba, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,9, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,50, United-States, <=50K
45, Private, 9th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Italy, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Craft-repair, Own-child, Black, Male,0,1977,40, United-States, <=50K
43, Self-emp-inc, 9th, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Local-gov, Some-college, Widowed, Prof-specialty, Wife, White, Male,0,0,40, Puerto-Rico, >50K
30, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, Greece, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,5, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,30, United-States, >50K
41, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, <=50K
