51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,20001,0,45, Vietnam, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Taiwan, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,2401,60, Philippines, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, Hong, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, >50K
55, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Laos, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Male,0,0,29, Philippines, <=50K
32, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Ecuador, <=50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
35, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
73, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,29, Hungary, >50K
37, Private, HS-grad, Divorced, Sales, Wife, Black, Male,0,0,35, Iran, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Greece, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,29, Laos, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
24, Self-emp-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, France, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,2415,54, Scotland, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,18, Puerto-Rico, <=50K
62, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,60, Puerto-Rico, <=50K
56, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Ecuador, >50K
40, Private, 5th-6th, Separated, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, South, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,1726,23, Dominican-Republic, >50K
20, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,10, Hong, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,29, Columbia, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
61, Private, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
21, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Hong, >50K
51, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
90, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, Laos, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
33, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,42, Thailand, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Other-relative, Asian-Pac-Islander, Female,0,0,25, Laos, <=50K
58, Private, HS-grad, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0,0,40, Ireland, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,45, England, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
47, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
52, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Japan, >50K
48, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,54, Canada, <=50K
47, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,17, Haiti, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,25, Germany, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
35, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Other, Female,4592,0,20, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Wife, Other, Female,7687,0,20, India, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, England, >50K
20, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Japan, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Italy, <=50K
40, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
42, Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Laos, <=50K
36, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Honduras, <=50K
22, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Peru, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,45, Italy, >50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, <=50K
45, Private, Assoc-voc, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, England, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,35, Dominican-Republic, <=50K
60, Private, 12th, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
53, Private, Bachelors, Divorced, Priv-house-serv, Not-in-family, Other, Female,3912,0,60, Scotland, >50K
49, Private, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,40, Cuba, <=50K
40, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Mexico, <=50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Greece, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,35, Philippines, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,19983,0,50, Trinadad&Tobago, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,45, Laos, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, Philippines, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
47, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,2, Ireland, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4013,0,50, Iran, >50K
38, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,5013,0,29, Jamaica, >50K
33, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, Dominican-Republic, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Canada, >50K
24, Self-emp-inc, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
48, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,50, Canada, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Philippines, <=50K
64, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Taiwan, >50K
23, Private, Doctorate, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Greece, <=50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,38, Vietnam, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1557,46, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Philippines, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,70, Canada, <=50K
36, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
46, State-gov, Some-college, Divorced, Other-service, Wife, Black, Male,0,0,38, Peru, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,75, Columbia, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Yugoslavia, >50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
56, Private, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,70, Hungary, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,20, Thailand, >50K
45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Philippines, >50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1887,50, Jamaica, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Iran, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,29, Portugal, <=50K
21, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
59, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Japan, <=50K
35, State-gov, 11th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, Laos, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Portugal, >50K
57, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,1876,50, Nicaragua, >50K
21, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,16, El-Salvador, <=50K
39, Private, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, South, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,50, Dominican-Republic, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,15, Columbia, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, France, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,25, Cambodia, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Holand-Netherlands, <=50K
57, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Thailand, <=50K
19, Private, Some-college, Divorced, Sales, Own-child, Other, Male,0,0,35, India, <=50K
30, Self-emp-not-inc, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,29, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,35, Jamaica, <=50K
50, Private, 10th, Divorced, Tech-support, Wife, Black, Male,0,0,40, Peru, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1669,60, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,38, Trinadad&Tobago, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, Vietnam, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Female,7329,0,40, Cambodia, >50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,45, Laos, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Iran, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, South, <=50K
43, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, Other, Male,9974,0,40, France, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,25, Trinadad&Tobago, >50K
20, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
43, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1887,50, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Peru, <=50K
70, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Taiwan, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Wife, Other, Female,0,0,40, Canada, <=50K
43, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Guatemala, >50K
26, Private, 9th, Divorced, Other-service, Husband, Other, Female,0,0,40, Guatemala, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,45, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
70, Federal-gov, HS-grad, Widowed, Protective-serv, Not-in-family, White, Female,0,0,25, South, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, India, <=50K
55, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,60, Ireland, <=50K
46, Local-gov, Bachelors, Never-married, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,50, Ireland, >50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,48, Mexico, <=50K
46, Federal-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, China, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
32, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3212,0,50, Poland, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Jamaica, >50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, <=50K
42, Private, Some-college, Widowed, Sales, Not-in-family, Black, Female,0,0,40, Peru, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1977,45, Yugoslavia, >50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, Taiwan, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,15, France, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, Nicaragua, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Female,0,0,50, China, <=50K
31, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Columbia, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1612,40, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, China, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
62, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
57, State-gov, 7th-8th, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,54, Nicaragua, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Ireland, <=50K
49, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Greece, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,38, Columbia, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, El-Salvador, >50K
30, Private, Doctorate, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Jamaica, <=50K
42, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,2125,40, Dominican-Republic, <=50K
53, Private, Masters, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Trinadad&Tobago, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,3449,0,40, Jamaica, >50K
34, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Haiti, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,13585,0,40, Philippines, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,5140,0,40, Italy, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Laos, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Holand-Netherlands, <=50K
39, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,8, China, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,29, Ecuador, <=50K
41, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,1595,40, Holand-Netherlands, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Other-relative, Black, Male,0,0,50, El-Salvador, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, Germany, <=50K
51, Private, 12th, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Nicaragua, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
50, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
35, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, China, <=50K
62, State-gov, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
59, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,1902,44, Cuba, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,74, Hong, <=50K
29, Private, Assoc-voc, Never-married, Sales, Own-child, Black, Male,0,0,40, Peru, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2078,40, Ecuador, <=50K
42, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,35, South, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Iran, >50K
63, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, South, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Philippines, <=50K
48, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Japan, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,35, Guatemala, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,29, Honduras, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, El-Salvador, >50K
36, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Columbia, >50K
33, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, India, <=50K
19, Private, Masters, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Ecuador, <=50K
38, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Portugal, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,60, Yugoslavia, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,54, Guatemala, <=50K
49, Local-gov, HS-grad, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,65, Honduras, >50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,2685,0,40, Jamaica, <=50K
30, Private, Some-college, Never-married, Protective-serv, Wife, Other, Female,0,0,45, Thailand, <=50K
59, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, Guatemala, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,45, Japan, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Other-relative, Other, Female,0,0,40, Japan, <=50K
