47, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
25, Private, 7th-8th, Never-married, Transport-moving, Wife, White, Male,0,0,48, China, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Dominican-Republic, >50K
36, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, Cuba, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,54, Guatemala, >50K
41, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,1595,40, Greece, <=50K
25, Private, 10th, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,3103,0,40, Greece, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Trinadad&Tobago, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,30, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,30, Canada, >50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, Taiwan, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
42, Private, 9th, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,28, Philippines, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Japan, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Taiwan, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Mexico, <=50K
31, State-gov, HS-grad, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
65, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, Other, Female,0,0,35, Italy, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Hungary, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,45, Laos, <=50K
38, Local-gov, 10th, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,49, Mexico, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, England, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,70, Guatemala, >50K
54, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
41, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,60, England, <=50K
37, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,48, Yugoslavia, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Greece, >50K
29, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cambodia, <=50K
24, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,44, Cambodia, <=50K
33, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,38, Ireland, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Ecuador, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,19, Poland, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Scotland, >50K
63, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,70, South, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
30, Private, HS-grad, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,65, Canada, <=50K
62, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,99999,0,40, India, >50K
46, Private, HS-grad, Widowed, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Poland, <=50K
37, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,50, South, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
48, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,50, Vietnam, >50K
19, Local-gov, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,25, China, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, El-Salvador, >50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
41, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,38, Jamaica, <=50K
28, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,99, Trinadad&Tobago, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,50, Japan, >50K
31, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,3, Taiwan, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5370,0,50, Jamaica, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,91, Thailand, <=50K
36, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,2614,0,40, Canada, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Honduras, >50K
37, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
64, Local-gov, 11th, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Ecuador, >50K
59, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Thailand, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,70, Columbia, >50K
40, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, >50K
48, Private, Some-college, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,39, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,30, Italy, <=50K
41, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,52, Nicaragua, <=50K
44, Federal-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K
35, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Trinadad&Tobago, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, England, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Cuba, <=50K
59, Self-emp-not-inc, Bachelors, Separated, Sales, Husband, Black, Male,0,0,60, Thailand, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Columbia, >50K
24, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Taiwan, <=50K
36, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
45, Private, Masters, Divorced, Adm-clerical, Not-in-family, Other, Male,0,2319,43, Ireland, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,40, Scotland, >50K
17, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,12, India, <=50K
27, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Columbia, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, South, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, India, <=50K
61, Self-emp-not-inc, Assoc-voc, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, Mexico, >50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,2598,0,40, Vietnam, <=50K
69, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, Hungary, <=50K
51, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,30, Poland, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
39, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, >50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, France, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,32, Columbia, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Iran, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Laos, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,50, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Hong, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hungary, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
36, Private, 7th-8th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Canada, <=50K
46, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,48, Columbia, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, France, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
57, State-gov, Assoc-voc, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,35, Ireland, >50K
53, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, Other, Female,7687,0,50, Taiwan, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,70, Ireland, >50K
57, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Trinadad&Tobago, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2340,0,40, Haiti, <=50K
24, Self-emp-not-inc, HS-grad, Divorced, Armed-Forces, Husband, White, Male,3110,0,50, Columbia, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,45, South, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Trinadad&Tobago, <=50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, South, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Philippines, <=50K
63, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,75, South, <=50K
59, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
21, Private, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Poland, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, >50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Canada, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, Ireland, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,54, Haiti, >50K
39, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,35, Puerto-Rico, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,3325,0,45, Haiti, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,35, Ireland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Thailand, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, Iran, <=50K
49, Private, HS-grad, Never-married, Protective-serv, Husband, Black, Male,0,0,40, Nicaragua, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
28, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,60, Portugal, >50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1897,66, Guatemala, >50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Scotland, >50K
38, State-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
70, Local-gov, Doctorate, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, El-Salvador, <=50K
27, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Iran, >50K
48, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,99999,0,40, Ireland, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
58, Private, 9th, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,20, England, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, South, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
59, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, Ireland, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Scotland, <=50K
19, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Hong, <=50K
61, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Guatemala, <=50K
39, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Laos, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Puerto-Rico, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Vietnam, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,38, India, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Hungary, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,40, Dominican-Republic, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Ireland, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
28, Private, Prof-school, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, Dominican-Republic, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,54, Thailand, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,20, Puerto-Rico, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,40, Jamaica, >50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,35, Poland, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, England, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,38, Honduras, <=50K
35, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
37, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Portugal, <=50K
61, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Laos, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, India, <=50K
30, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
19, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, Greece, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,45, Iran, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,2288,48, France, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,3103,0,35, Haiti, <=50K
37, Private, Masters, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, Iran, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Peru, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, El-Salvador, <=50K
52, Self-emp-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, Other, Male,15024,0,90, Philippines, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,65, Yugoslavia, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,35, Scotland, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,1799,0,40, Taiwan, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1902,32, France, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Portugal, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Male,0,0,20, France, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Other, Female,0,0,40, Mexico, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Columbia, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,4862,0,40, Guatemala, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
50, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Mexico, >50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1669,35, Dominican-Republic, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Cambodia, >50K
34, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Thailand, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,2370,40, France, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,2174,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Canada, <=50K
63, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, Japan, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1880,40, Yugoslavia, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Hungary, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1977,40, United-States, >50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,25, Guatemala, <=50K
33, Private, Some-college, Never-married, Transport-moving, Wife, Amer-Indian-Eskimo, Female,0,0,80, Puerto-Rico, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,1741,40, South, >50K
55, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,49, Hungary, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, Poland, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Scotland, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
20, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Female,0,0,15, Greece, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,3590,0,45, Greece, <=50K
74, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,20, China, >50K
