49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, France, <=50K
18, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
37, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, Poland, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1565,60, Italy, <=50K
20, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Nicaragua, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1860,48, Portugal, >50K
65, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, Other, Male,0,0,30, Poland, <=50K
18, State-gov, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
37, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Laos, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,25, Philippines, <=50K
56, Private, HS-grad, Widowed, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,70, United-States, >50K
37, Local-gov, HS-grad, Never-married, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, Dominican-Republic, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, China, <=50K
61, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, India, >50K
47, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, South, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Other, Female,7687,0,20, England, >50K
45, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,24, Ireland, <=50K
62, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,12267,0,35, Columbia, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,35, Nicaragua, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
75, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,30, Hong, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cambodia, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, <=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Cuba, <=50K
43, Local-gov, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,65, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, State-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, Japan, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Sales, Other-relative, White, Female,0,0,15, Trinadad&Tobago, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, >50K
32, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,38, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,70, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cambodia, >50K
35, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,2276,50, England, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,2368,45, Hungary, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
46, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,38, Canada, >50K
25, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,41, Jamaica, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Haiti, >50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
41, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Female,19204,0,42, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Jamaica, <=50K
24, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, United-States, >50K
31, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,70, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Divorced, Exec-managerial, Wife, Other, Male,0,1753,20, Italy, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Italy, <=50K
52, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, >50K
38, Private, Prof-school, Never-married, Sales, Husband, Black, Male,0,0,50, Ireland, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, <=50K
49, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, Germany, <=50K
75, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,10, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,5, Philippines, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,2405,54, Dominican-Republic, >50K
32, Local-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,1494,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Jamaica, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Vietnam, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
31, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,15003,0,60, Haiti, >50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,32, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,15, Vietnam, <=50K
33, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,30, China, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,2097,35, Ireland, <=50K
23, Local-gov, 10th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
19, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
43, Local-gov, 7th-8th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
41, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,36, United-States, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,52, Germany, <=50K
70, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
35, Private, Assoc-voc, Divorced, Farming-fishing, Husband, Black, Male,0,0,40, Jamaica, <=50K
25, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Germany, <=50K
52, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, >50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,1740,40, China, <=50K
52, Local-gov, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Mexico, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Philippines, <=50K
30, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,20, Taiwan, >50K
49, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,65, England, <=50K
46, State-gov, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,35, India, <=50K
39, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,1609,40, Japan, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Ecuador, >50K
36, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,1682,40, Trinadad&Tobago, <=50K
31, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Thailand, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, Cuba, <=50K
44, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Canada, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, Other, Male,0,0,30, Dominican-Republic, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Portugal, >50K
63, Local-gov, 1st-4th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, China, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,24980,0,40, United-States, >50K
36, Private, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,16, Scotland, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,2613,0,40, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,80, Taiwan, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
45, State-gov, Bachelors, Married-spouse-absent, Farming-fishing, Own-child, White, Female,0,0,40, Nicaragua, <=50K
40, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, China, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,40, United-States, <=50K
53, State-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,47, Portugal, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,10, Philippines, <=50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,37, United-States, <=50K
58, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Greece, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7236,0,60, United-States, >50K
38, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Haiti, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Italy, <=50K
40, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,5297,0,44, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
22, Private, Prof-school, Never-married, Transport-moving, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, Cambodia, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,24, Germany, <=50K
36, Private, Masters, Never-married, Craft-repair, Unmarried, White, Female,0,0,30, South, <=50K
42, Local-gov, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,14061,0,45, Ireland, <=50K
34, State-gov, 10th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,60, France, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,1913,0,25, Mexico, <=50K
60, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
39, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
68, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, England, >50K
27, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, France, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, India, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
27, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,45, United-States, <=50K
64, Private, 10th, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
34, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, India, <=50K
69, Private, HS-grad, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,15024,0,35, Portugal, >50K
30, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
33, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Germany, >50K
27, Private, Bachelors, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Hong, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, >50K
46, Private, Some-college, Divorced, Tech-support, Wife, White, Male,0,0,20, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, Yugoslavia, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,5178,0,40, United-States, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Cambodia, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Honduras, <=50K
29, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,4830,0,54, El-Salvador, >50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
