40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,32, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, India, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Widowed, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
81, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,40, Haiti, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,35, Poland, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
37, Private, HS-grad, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, United-States, <=50K
55, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,44, United-States, <=50K
31, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, India, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,50, United-States, >50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
48, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, 10th, Never-married, Sales, Other-relative, White, Female,2611,0,40, Nicaragua, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 10th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,2291,50, Poland, >50K
55, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,27827,0,54, United-States, >50K
33, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Mexico, >50K
45, Private, 11th, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,38, Hong, <=50K
65, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
64, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,25, France, <=50K
31, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
31, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
56, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Separated, Sales, Wife, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
20, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1887,50, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,1740,36, Outlying-US(Guam-USVI-etc), <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Columbia, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Peru, <=50K
21, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,7687,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Mexico, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,32, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,10, Peru, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
27, State-gov, HS-grad, Separated, Adm-clerical, Own-child, Black, Male,2896,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Scotland, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,8, United-States, >50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, >50K
38, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1875,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Never-married, Sales, Husband, White, Male,0,1472,50, Holand-Netherlands, <=50K
22, Private, 11th, Separated, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,2174,0,35, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,7687,0,44, Guatemala, >50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Poland, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, >50K
63, Private, Doctorate, Widowed, Other-service, Unmarried, Black, Female,0,0,32, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, United-States, >50K
35, Self-emp-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,40, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, <=50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,10579,0,45, Cuba, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
23, Private, 9th, Never-married, Other-service, Wife, White, Male,0,0,1, Cuba, <=50K
36, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Laos, >50K
74, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, South, >50K
20, Local-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,25, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
25, State-gov, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,9, Columbia, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
40, State-gov, Some-college, Divorced, Other-service, Wife, White, Male,0,0,38, United-States, <=50K
41, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,6107,0,60, Germany, >50K
63, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, Yugoslavia, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
67, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2382,65, Scotland, >50K
38, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
41, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
40, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,4788,0,40, United-States, <=50K
63, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,8081,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,30, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, 11th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, China, >50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,70, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, China, <=50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Japan, >50K
45, Private, 10th, Widowed, Sales, Wife, White, Female,0,0,20, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,1887,50, Hungary, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, United-States, >50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,70, Germany, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Poland, <=50K
49, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,4412,0,50, Canada, >50K
24, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,35, Hong, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
45, Private, 10th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, Canada, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
28, Local-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,60, United-States, <=50K
33, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,30, United-States, <=50K
34, Private, 12th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
42, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Cuba, <=50K
27, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,3147,0,30, Taiwan, >50K
62, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Thailand, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
66, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1858,54, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, France, >50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,2, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,1902,50, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
58, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Laos, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1902,40, United-States, <=50K
51, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Philippines, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,37, Dominican-Republic, <=50K
51, State-gov, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, Germany, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, Ecuador, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Nicaragua, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
21, State-gov, 12th, Divorced, Other-service, Own-child, White, Female,0,0,35, Mexico, <=50K
35, Self-emp-inc, Bachelors, Separated, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,1595,36, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, United-States, >50K
22, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,38, South, <=50K
50, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, England, >50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,14492,0,54, United-States, >50K
26, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, Laos, <=50K
47, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Iran, <=50K
37, Private, HS-grad, Separated, Other-service, Husband, Amer-Indian-Eskimo, Male,3482,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, Ireland, >50K
17, Private, 11th, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,38, United-States, >50K
45, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,35, El-Salvador, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Female,4556,0,40, Iran, <=50K
43, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,58, United-States, <=50K
40, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,1602,45, Ireland, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
46, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,30, Iran, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ecuador, >50K
54, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,4536,0,40, United-States, <=50K
25, State-gov, 1st-4th, Never-married, Farming-fishing, Wife, White, Male,0,0,25, Holand-Netherlands, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2415,40, United-States, >50K
50, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, Iran, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,1716,81, United-States, >50K
28, Self-emp-inc, Bachelors, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1758,50, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Portugal, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5154,0,40, United-States, >50K
27, State-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
65, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,59, Germany, >50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Masters, Never-married, Sales, Unmarried, White, Female,0,0,60, Jamaica, <=50K
72, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
52, Private, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
35, Local-gov, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
75, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, United-States, <=50K
62, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,99999,0,37, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Assoc-acdm, Divorced, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,16, Italy, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
37, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Yugoslavia, >50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,30, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
