34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,7298,0,53, Cuba, >50K
59, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,40, Mexico, <=50K
36, Self-emp-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Columbia, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,20, Ecuador, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
54, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,20, Hungary, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Mexico, <=50K
63, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,24, Cambodia, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Philippines, <=50K
19, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,10, France, <=50K
59, Local-gov, Assoc-acdm, Never-married, Tech-support, Husband, White, Female,0,0,40, Hungary, <=50K
37, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Nicaragua, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Portugal, >50K
60, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,8, Laos, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Italy, <=50K
30, Local-gov, Some-college, Widowed, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,12, Haiti, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,56, Hong, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,75, Puerto-Rico, >50K
51, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Female,0,0,84, England, <=50K
45, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,20, Portugal, <=50K
45, Private, Some-college, Widowed, Other-service, Husband, White, Female,0,0,40, England, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
19, Private, Assoc-acdm, Divorced, Other-service, Husband, Black, Male,0,0,40, Ecuador, <=50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Mexico, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Poland, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,20, Thailand, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,45, Yugoslavia, <=50K
25, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, England, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Taiwan, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75, Hong, >50K
26, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
48, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,45, Taiwan, >50K
25, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,36, Peru, <=50K
29, Private, 11th, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
30, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,60, Honduras, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, Ecuador, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Vietnam, <=50K
62, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,27, Mexico, >50K
38, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,0,40, Philippines, >50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,40, Jamaica, <=50K
51, Federal-gov, 7th-8th, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, Thailand, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,40, Greece, <=50K
23, Private, 11th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Jamaica, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Nicaragua, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Divorced, Other-service, Husband, Other, Female,0,0,25, Canada, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,7687,0,54, Columbia, >50K
42, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Italy, <=50K
59, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Other, Female,0,0,40, India, >50K
57, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,7687,0,50, Mexico, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,6721,0,38, Vietnam, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, Black, Female,0,0,50, Scotland, >50K
37, Private, 10th, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,10, Hungary, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,40, Haiti, <=50K
63, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,7687,0,60, England, <=50K
63, Self-emp-inc, Masters, Divorced, Sales, Not-in-family, Black, Female,0,0,25, Germany, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,12, Hungary, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, China, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,74, Hungary, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,52, South, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, Mexico, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,40, Haiti, <=50K
50, Self-emp-inc, Assoc-acdm, Separated, Sales, Not-in-family, Black, Female,7687,0,50, Puerto-Rico, <=50K
59, Private, 9th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, France, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, 5th-6th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Portugal, >50K
27, Private, Assoc-voc, Never-married, Sales, Husband, Black, Female,0,0,50, Ireland, >50K
43, Private, Preschool, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
43, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Nicaragua, >50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, Germany, <=50K
49, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,44, South, >50K
61, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,24, Scotland, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Scotland, >50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,45, Peru, <=50K
51, Federal-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,48, Haiti, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Laos, >50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Male,0,0,16, Hungary, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, Japan, >50K
42, Private, Some-college, Divorced, Sales, Husband, Other, Male,0,0,12, Taiwan, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Honduras, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,16, India, <=50K
25, Private, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Vietnam, >50K
41, Private, 12th, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,70, Philippines, <=50K
25, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Female,0,0,40, Guatemala, <=50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Thailand, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
61, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Greece, >50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,10, France, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
38, Private, Bachelors, Widowed, Adm-clerical, Husband, Black, Female,0,0,40, Thailand, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Female,6971,0,30, Cuba, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Taiwan, <=50K
22, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,25, India, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Italy, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Peru, <=50K
22, Private, 10th, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, Hong, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, China, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,55, Iran, >50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, England, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,73, Mexico, >50K
63, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Italy, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Italy, >50K
62, Private, Bachelors, Divorced, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
29, Private, 5th-6th, Never-married, Other-service, Own-child, Other, Male,0,0,10, Vietnam, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,54, Jamaica, >50K
35, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, France, >50K
31, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Male,0,0,25, China, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7377,0,40, Laos, <=50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Cambodia, >50K
32, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
46, Private, HS-grad, Never-married, Protective-serv, Husband, White, Female,0,0,40, Poland, <=50K
43, Private, Prof-school, Divorced, Handlers-cleaners, Husband, Other, Female,7535,0,40, United-States, <=50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,12, India, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, England, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Nicaragua, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,7298,0,40, Columbia, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,60, Poland, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Trinadad&Tobago, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
34, Private, 10th, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
55, Private, Masters, Divorced, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
48, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, El-Salvador, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
56, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Hungary, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Germany, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,7687,0,59, China, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
55, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,50, India, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,50, Outlying-US(Guam-USVI-etc), >50K
55, Self-emp-inc, Assoc-voc, Widowed, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, >50K
63, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Other-relative, White, Female,0,0,24, Hungary, <=50K
25, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Iran, <=50K
63, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,20, Hong, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
46, State-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Jamaica, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,45, Hungary, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, England, <=50K
59, Private, 7th-8th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Canada, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, Peru, <=50K
36, Private, Bachelors, Never-married, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,60, India, >50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,7298,0,40, Hungary, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Trinadad&Tobago, >50K
31, Private, Assoc-voc, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Honduras, >50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
33, Private, 11th, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,25, Italy, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,25, Cuba, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Mexico, >50K
34, Private, Bachelors, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
59, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
47, Federal-gov, Bachelors, Never-married, Protective-serv, Husband, Other, Male,0,0,76, Thailand, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Greece, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
28, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
40, Private, 11th, Never-married, Sales, Husband, Black, Female,0,0,45, Dominican-Republic, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, Philippines, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,7382,0,40, India, >50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Greece, <=50K
27, Private, Masters, Never-married, Exec-managerial, Husband, Black, Female,0,0,76, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,54, Ecuador, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Male,0,0,40, Laos, <=50K
33, Private, Masters, Widowed, Protective-serv, Own-child, White, Female,0,0,40, South, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,25, England, <=50K
32, Private, 1st-4th, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Haiti, >50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Italy, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Hungary, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
60, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Hong, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,75, Columbia, >50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
27, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,40, Taiwan, <=50K
40, Private, Some-college, Widowed, Sales, Not-in-family, Black, Female,7298,0,36, Ecuador, >50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, China, <=50K
47, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,45, El-Salvador, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,7549,0,50, Guatemala, >50K
42, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
24, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, Laos, <=50K
32, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,40, India, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
59, Federal-gov, Prof-school, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,45, El-Salvador, <=50K
29, Private, Bachelors, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, Taiwan, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
61, Private, Assoc-voc, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,7298,0,40, Jamaica, >50K
52, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, South, >50K
45, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,80, Guatemala, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,80, England, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, Peru, <=50K
