56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Columbia, <=50K
82, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Vietnam, <=50K
45, Private, Assoc-voc, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,58, Philippines, <=50K
46, State-gov, 5th-6th, Widowed, Other-service, Own-child, White, Male,0,0,40, Cuba, <=50K
56, State-gov, Bachelors, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Iran, <=50K
55, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Thailand, >50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,50, Poland, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, India, <=50K
28, Private, 10th, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,99, Cuba, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,57, Vietnam, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Canada, <=50K
42, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Philippines, <=50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, Hungary, >50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,25, Puerto-Rico, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, France, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,60, Ecuador, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, <=50K
46, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,7298,0,99, Hungary, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Jamaica, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
22, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Hong, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Thailand, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Nicaragua, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,15, Ireland, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, France, >50K
38, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,50, China, >50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,80, France, <=50K
26, Private, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,0,30, Cambodia, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, Laos, >50K
23, Private, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,0,20, Germany, <=50K
37, Private, Some-college, Married-spouse-absent, Adm-clerical, Husband, Other, Male,0,0,40, Haiti, <=50K
38, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1686,50, Nicaragua, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, India, <=50K
17, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,15024,0,42, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Poland, >50K
61, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Hungary, >50K
38, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
69, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,1740,40, Greece, <=50K
47, Private, Masters, Divorced, Sales, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Poland, >50K
38, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Japan, <=50K
36, Private, Prof-school, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,25473,0,40, Mexico, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,2001,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,60, Hong, <=50K
43, Private, 10th, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,50, India, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,15, Guatemala, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,3998,0,45, Dominican-Republic, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
25, Local-gov, 12th, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,44, Honduras, <=50K
81, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
34, Private, Masters, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,40, Hong, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,60, Dominican-Republic, >50K
68, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
28, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,10520,0,40, Cuba, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Female,7687,0,40, Italy, >50K
34, Private, Some-college, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,35, Germany, <=50K
33, Private, HS-grad, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,70, United-States, <=50K
38, Local-gov, Some-college, Never-married, Sales, Other-relative, Black, Female,0,0,40, United-States, >50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,38, United-States, >50K
38, Private, 7th-8th, Separated, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
30, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,25, Dominican-Republic, <=50K
30, Self-emp-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,60, Laos, <=50K
77, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1817,40, England, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, England, <=50K
27, State-gov, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Jamaica, <=50K
19, Private, 12th, Never-married, Other-service, Unmarried, Other, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
32, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,45, Nicaragua, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,8, South, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, Yugoslavia, >50K
29, Private, Prof-school, Married-spouse-absent, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,80, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Iran, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Canada, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,45, Nicaragua, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, Guatemala, <=50K
53, State-gov, 11th, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Philippines, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Italy, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, Cambodia, <=50K
22, Local-gov, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, Hungary, <=50K
33, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Italy, <=50K
35, Private, 12th, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, <=50K
35, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,80, United-States, <=50K
60, State-gov, Masters, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,25, Guatemala, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, Other, Male,0,0,24, United-States, <=50K
35, Federal-gov, Masters, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Greece, >50K
26, Private, Prof-school, Never-married, Prof-specialty, Unmarried, Other, Male,0,1881,40, Thailand, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
46, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,38, Hong, <=50K
45, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,25, Italy, >50K
23, Local-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
32, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,42, China, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7653,0,60, Ireland, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Philippines, >50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Vietnam, <=50K
37, Local-gov, 10th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Assoc-voc, Widowed, Transport-moving, Unmarried, Other, Male,0,0,40, Ecuador, <=50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, El-Salvador, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,6820,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Jamaica, >50K
71, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,5, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,3531,0,40, Scotland, >50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Honduras, >50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,3130,0,40, Honduras, <=50K
37, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,72, Haiti, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,2174,0,20, Cuba, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Iran, >50K
30, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,99, England, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Thailand, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Taiwan, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Vietnam, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, India, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,40, Philippines, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Widowed, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, Assoc-acdm, Separated, Adm-clerical, Own-child, White, Female,0,0,16, Portugal, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Separated, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, Doctorate, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Greece, <=50K
42, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Laos, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
42, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Portugal, <=50K
69, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,44, Taiwan, <=50K
29, Private, Some-college, Separated, Other-service, Wife, Other, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Separated, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3103,0,40, Canada, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,84, Haiti, <=50K
48, Private, Some-college, Widowed, Other-service, Unmarried, Black, Male,0,0,33, Hong, <=50K
30, Private, Doctorate, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,99, France, <=50K
30, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,1198,0,40, China, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, Nicaragua, >50K
32, Private, 7th-8th, Never-married, Tech-support, Own-child, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
55, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,40, Germany, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Italy, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,60, England, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Honduras, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,7298,0,40, England, >50K
19, Private, 11th, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,60, Columbia, >50K
45, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, 9th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,80, Hungary, >50K
44, Private, 11th, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,57, Peru, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,2, China, <=50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Iran, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
36, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Ecuador, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
32, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
60, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,54, Nicaragua, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Guatemala, >50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,60, South, >50K
54, Private, 12th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Italy, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
53, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Nicaragua, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,50, Honduras, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7298,0,50, Honduras, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Germany, >50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,48, El-Salvador, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, Trinadad&Tobago, <=50K
30, Private, Masters, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,45, Columbia, <=50K
22, Private, HS-grad, Never-married, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,16, Jamaica, <=50K
18, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Mexico, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
33, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Cambodia, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,6, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Greece, >50K
49, Federal-gov, Bachelors, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
25, Private, Some-college, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,94, China, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,89, Taiwan, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Poland, <=50K
37, Private, Assoc-voc, Separated, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,35, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, France, <=50K
40, Private, 9th, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
