21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
37, Private, HS-grad, Widowed, Transport-moving, Wife, White, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, <=50K
59, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,44, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1848,40, France, <=50K
36, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,40, Iran, >50K
35, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
46, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,44, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,99, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Poland, >50K
22, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,20, Yugoslavia, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Jamaica, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
60, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,18, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, >50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Canada, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, South, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,5013,0,40, France, >50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4074,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
36, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,0,1740,30, Canada, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Japan, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,2495,41, Cambodia, <=50K
20, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
36, Private, 9th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, England, <=50K
46, Private, Bachelors, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Italy, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,32, Canada, >50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Nicaragua, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, China, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Iran, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,6, Greece, <=50K
23, Private, 11th, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Guatemala, <=50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,40, United-States, <=50K
34, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
48, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Female,0,2394,20, United-States, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,30, Taiwan, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,32, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
47, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
52, Self-emp-inc, 11th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
45, Private, Bachelors, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,50, Germany, <=50K
31, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,3961,0,40, Scotland, <=50K
49, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
48, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, Cuba, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, >50K
39, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,24, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Female,0,0,40, China, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Peru, <=50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, Mexico, <=50K
61, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
40, Private, Some-college, Divorced, Craft-repair, Other-relative, White, Female,0,0,35, United-States, <=50K
58, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, El-Salvador, >50K
23, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, Haiti, <=50K
29, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, Mexico, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,48, Honduras, >50K
37, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
62, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1880,40, Japan, >50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Philippines, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,48, Dominican-Republic, >50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,55, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,38, Poland, <=50K
30, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
26, Private, Masters, Widowed, Exec-managerial, Own-child, Other, Female,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Ireland, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,39, United-States, >50K
40, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,24, Ecuador, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,38, United-States, >50K
43, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
40, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Hungary, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, China, <=50K
41, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
56, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Taiwan, >50K
76, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,1848,12, United-States, >50K
21, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,18, United-States, <=50K
79, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,35, India, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Canada, <=50K
48, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
38, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,7, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,1995,40, Cuba, >50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,50, Laos, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,70, Guatemala, <=50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,7687,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Scotland, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ireland, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Greece, <=50K
35, Private, Some-college, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,3421,0,40, Hungary, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, <=50K
26, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
35, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,1643,40, Portugal, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, India, <=50K
45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,37, France, <=50K
22, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Assoc-acdm, Separated, Craft-repair, Other-relative, Black, Female,0,0,40, Yugoslavia, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,10, Taiwan, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, Iran, <=50K
44, Private, 11th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Greece, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
35, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
54, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
21, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,20, England, >50K
48, Self-emp-not-inc, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,35, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Hungary, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
57, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Germany, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, United-States, >50K
26, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,37, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,1616,41, Yugoslavia, <=50K
58, Private, Doctorate, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,54, United-States, >50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,52, Hungary, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, Iran, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
58, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, United-States, >50K
19, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
62, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,25, Philippines, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,18, United-States, <=50K
24, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, England, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, Hong, >50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Masters, Divorced, Other-service, Own-child, Other, Male,0,0,40, Laos, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, Germany, <=50K
28, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Germany, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
31, Self-emp-not-inc, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,6678,0,48, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,18, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,30, Guatemala, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Honduras, <=50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
33, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Germany, <=50K
58, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1829,40, Honduras, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1590,40, Italy, >50K
24, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3949,0,60, United-States, >50K
34, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,25, India, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
51, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, Outlying-US(Guam-USVI-etc), >50K
44, Private, Some-college, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,32, Philippines, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,2432,0,40, Hungary, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,40, United-States, >50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, Philippines, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,60, Jamaica, >50K
49, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Peru, <=50K
66, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,10, Peru, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,48, Mexico, <=50K
27, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Local-gov, 11th, Married-civ-spouse, Sales, Unmarried, Other, Male,0,0,35, Trinadad&Tobago, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,89, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,45, United-States, <=50K
42, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,7341,0,40, Italy, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,54, Greece, <=50K
35, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
26, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
25, Private, HS-grad, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Hong, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States, >50K
45, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, Nicaragua, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
39, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,60, Japan, <=50K
44, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,60, Hungary, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
61, Local-gov, Some-college, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, 9th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
24, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,65, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, Outlying-US(Guam-USVI-etc), >50K
27, Federal-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,65, United-States, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Separated, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,6627,0,40, United-States, >50K
59, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
63, Private, HS-grad, Widowed, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
89, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,5327,0,40, England, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
18, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,0,0,35, Jamaica, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Columbia, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, United-States, <=50K
