30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,34, South, <=50K
18, Private, 11th, Separated, Other-service, Own-child, White, Male,0,0,14, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Cuba, >50K
49, Local-gov, 10th, Divorced, Machine-op-inspct, Wife, White, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
21, State-gov, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,26, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
65, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,99999,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, <=50K
31, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
51, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Japan, >50K
50, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
73, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,2357,0,8, United-States, <=50K
42, Local-gov, HS-grad, Separated, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,53, United-States, >50K
56, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
30, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, El-Salvador, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States, >50K
53, Private, Assoc-voc, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Dominican-Republic, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1452,48, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
30, Federal-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Female,0,0,40, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Canada, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
22, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,84, United-States, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1596,40, United-States, >50K
20, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
35, Private, 9th, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
58, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,3464,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4399,0,40, United-States, >50K
18, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K
58, State-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Protective-serv, Own-child, White, Female,0,0,35, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,64, Vietnam, >50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,54, United-States, <=50K
23, State-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Philippines, <=50K
42, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Separated, Handlers-cleaners, Other-relative, Other, Male,0,0,15, United-States, >50K
71, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Male,2616,0,4, United-States, <=50K
19, Private, Some-college, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
28, Private, Prof-school, Divorced, Adm-clerical, Wife, White, Female,15024,0,25, United-States, <=50K
51, Local-gov, Doctorate, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
61, Private, Masters, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Federal-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,8614,0,40, United-States, >50K
73, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,5, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,53, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Italy, <=50K
56, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,43, United-States, >50K
54, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Hungary, <=50K
54, Private, Prof-school, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Wife, White, Female,0,0,20, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,8470,0,50, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
22, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,35, Mexico, <=50K
77, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2188,48, United-States, >50K
64, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,3117,0,30, United-States, <=50K
39, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
80, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,15632,0,30, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,7687,0,20, United-States, >50K
33, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, White, Female,3831,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
21, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, Dominican-Republic, >50K
24, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,37, United-States, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
40, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, South, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,69, United-States, >50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Peru, >50K
27, Federal-gov, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,52, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, England, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,7, Vietnam, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,30, Italy, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,4123,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, South, <=50K
57, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, El-Salvador, <=50K
20, State-gov, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, >50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
89, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Federal-gov, Bachelors, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
39, Local-gov, Some-college, Divorced, Craft-repair, Wife, White, Female,3762,0,31, United-States, <=50K
58, Self-emp-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
59, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,43, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
62, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
46, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,3918,0,45, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
52, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,36, India, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,54, United-States, <=50K
33, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Mexico, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7298,0,50, United-States, >50K
59, State-gov, Bachelors, Divorced, Transport-moving, Wife, White, Male,0,1848,35, United-States, <=50K
23, State-gov, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Greece, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, England, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Portugal, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Armed-Forces, Unmarried, White, Male,0,0,44, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Prof-school, Separated, Prof-specialty, Wife, Black, Female,0,0,4, United-States, <=50K
79, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,37, United-States, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3364,0,40, Germany, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Mexico, <=50K
58, State-gov, 7th-8th, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
19, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Local-gov, 11th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,44, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
17, State-gov, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,6, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Poland, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
