29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
50, Local-gov, Assoc-voc, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,38, United-States, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
64, Self-emp-not-inc, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,15, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
27, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,76, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,2023,30, United-States, <=50K
27, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,38, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
22, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Thailand, <=50K
45, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,2104,40, United-States, <=50K
38, Private, Doctorate, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1669,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,2606,0,20, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
68, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,32, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
76, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2281,40, United-States, >50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
62, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,24, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2421,72, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4074,0,40, United-States, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,38, United-States, >50K
37, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, El-Salvador, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,54, United-States, >50K
44, Private, Masters, Separated, Sales, Wife, White, Female,0,0,45, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7320,0,60, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,46, Poland, >50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,48, United-States, >50K
38, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
20, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, Ecuador, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,33, Cuba, <=50K
63, Private, Assoc-voc, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,3625,0,54, United-States, >50K
44, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,16, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
37, Private, 9th, Divorced, Transport-moving, Unmarried, Black, Female,0,0,38, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,32, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,2, Canada, >50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,36, United-States, >50K
49, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,65, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
62, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,12, United-States, <=50K
87, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,25799,0,50, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Italy, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,42, United-States, <=50K
38, Private, Masters, Separated, Adm-clerical, Not-in-family, White, Female,14136,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
23, Local-gov, HS-grad, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2583,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,1485,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Philippines, >50K
62, Self-emp-not-inc, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Philippines, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,1736,35, United-States, <=50K
27, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
54, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
56, Local-gov, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,1593,40, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
35, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States, >50K
33, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,40, United-States, >50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,48, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,90, United-States, >50K
50, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,35, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,45, United-States, >50K
19, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
23, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
35, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, Mexico, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
38, Self-emp-not-inc, Masters, Separated, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
37, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, >50K
20, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Some-college, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,1987,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-spouse-absent, Other-service, Wife, White, Female,0,0,40, Germany, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
63, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,34, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
52, Private, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,32, United-States, <=50K
24, Private, 11th, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,4924,0,40, United-States, >50K
38, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
48, Private, 11th, Divorced, Prof-specialty, Wife, White, Female,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Doctorate, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
38, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
30, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,1887,40, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,6814,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,24635,0,75, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7377,0,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7977,0,50, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
76, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,8, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, Dominican-Republic, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1978,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov, Masters, Separated, Other-service, Wife, White, Male,0,0,54, United-States, <=50K
28, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, Philippines, <=50K
