48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
39, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
38, State-gov, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
43, Federal-gov, Some-college, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, Germany, <=50K
55, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, >50K
77, Federal-gov, 7th-8th, Married-spouse-absent, Exec-managerial, Wife, White, Male,0,0,10, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
56, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Female,7687,0,32, United-States, >50K
22, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
44, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
30, Local-gov, Masters, Never-married, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,1445,45, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
21, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Divorced, Sales, Unmarried, White, Female,2836,0,45, United-States, <=50K
58, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Preschool, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,15024,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,24, United-States, >50K
27, Self-emp-not-inc, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Without-pay, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Self-emp-not-inc, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
56, Private, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
50, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4040,0,40, United-States, <=50K
41, Local-gov, HS-grad, Separated, Machine-op-inspct, Wife, White, Female,0,0,40, Honduras, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
18, Federal-gov, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,12, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,40, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Self-emp-not-inc, Assoc-voc, Never-married, Craft-repair, Other-relative, White, Female,0,0,45, Cuba, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, 1st-4th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
26, Private, 10th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
47, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,4490,0,45, United-States, >50K
38, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, Black, Female,0,0,45, United-States, <=50K
52, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
37, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Machine-op-inspct, Wife, Black, Male,0,0,45, Portugal, <=50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
48, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
22, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Philippines, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2339,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,7687,0,45, Philippines, <=50K
36, Self-emp-not-inc, Some-college, Married-spouse-absent, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,38, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,45, Peru, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,8, United-States, <=50K
47, Private, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,6, Cambodia, <=50K
44, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,4927,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,1647,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
65, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
61, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,0,1873,40, United-States, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4068,0,75, United-States, >50K
68, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,2459,0,40, United-States, <=50K
59, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
46, Federal-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,40, United-States, >50K
46, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1562,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
25, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
27, Private, Masters, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, >50K
65, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
60, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1387,51, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, United-States, >50K
39, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Female,0,0,56, United-States, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,2590,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,4, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7154,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, India, >50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Female,0,0,15, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
61, State-gov, HS-grad, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, Philippines, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,41, United-States, >50K
19, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Portugal, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
28, Local-gov, 9th, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Iran, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,54, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
32, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
60, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1606,50, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
72, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,80, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,50, Dominican-Republic, >50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
46, Local-gov, Masters, Separated, Prof-specialty, Own-child, White, Female,0,0,44, United-States, <=50K
24, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
65, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,10548,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
21, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, Mexico, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Wife, Black, Male,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, <=50K
20, State-gov, 10th, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,59, United-States, <=50K
52, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, >50K
44, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
74, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
30, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
55, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, South, <=50K
51, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,38, China, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, Assoc-voc, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,38, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2009,40, United-States, <=50K
49, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,14070,0,45, United-States, >50K
53, Federal-gov, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,23, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Ireland, <=50K
46, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,1682,60, United-States, <=50K
51, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,3898,0,10, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, South, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
