25, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,7687,0,50, United-States, >50K
45, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
41, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Male,3325,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,4245,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,3997,0,40, Greece, <=50K
68, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
55, Federal-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
79, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,1651,0,40, United-States, >50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States, >50K
59, Self-emp-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, El-Salvador, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,20, United-States, <=50K
44, Private, Prof-school, Widowed, Handlers-cleaners, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Some-college, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
60, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Federal-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,35, Philippines, <=50K
61, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
80, Self-emp-not-inc, Some-college, Widowed, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,37, Mexico, <=50K
27, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,17, United-States, >50K
58, Local-gov, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Widowed, Prof-specialty, Wife, Black, Female,0,0,60, Canada, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,30, Philippines, <=50K
37, Self-emp-not-inc, Prof-school, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
57, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2903,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,41, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, >50K
59, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
19, Self-emp-not-inc, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1740,40, United-States, >50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Haiti, >50K
71, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,1467,0,40, Hong, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
34, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
43, Private, Masters, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Guatemala, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Philippines, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
54, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
71, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,34, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
22, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
44, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,7687,0,40, United-States, >50K
46, State-gov, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Prof-school, Divorced, Protective-serv, Not-in-family, White, Male,99999,0,69, United-States, >50K
23, Local-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,54, India, >50K
41, Self-emp-inc, 7th-8th, Separated, Exec-managerial, Wife, White, Male,0,0,45, United-States, >50K
24, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,30, United-States, <=50K
37, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,20, Columbia, <=50K
36, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,65, United-States, <=50K
27, Private, Masters, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,1669,30, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
63, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,4, United-States, <=50K
62, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,3953,0,40, United-States, <=50K
48, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,20, United-States, >50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,15, Nicaragua, <=50K
27, Private, HS-grad, Never-married, Tech-support, Wife, White, Female,0,0,25, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
25, Private, Assoc-voc, Never-married, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Japan, <=50K
47, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,64, United-States, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
46, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
72, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,15024,0,50, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Divorced, Tech-support, Other-relative, White, Female,0,1685,50, United-States, <=50K
40, State-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, 11th, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
62, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,6519,0,40, United-States, >50K
49, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
51, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,32, Mexico, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, <=50K
33, Private, Prof-school, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
47, Private, Some-college, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2300,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Nicaragua, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
68, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,40193,0,45, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,2358,65, United-States, <=50K
52, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, 5th-6th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,18, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Puerto-Rico, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,1878,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
39, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,4972,0,35, United-States, >50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,60, Honduras, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,799,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4182,0,35, United-States, >50K
46, Self-emp-not-inc, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
37, Private, 5th-6th, Divorced, Adm-clerical, Wife, White, Female,0,0,11, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,64, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Other-relative, White, Female,0,0,40, India, <=50K
63, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,50, United-States, >50K
42, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,2200,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,0,0,40, China, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,41, United-States, >50K
53, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,1850,40, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, South, >50K
40, Private, HS-grad, Widowed, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,30, Cuba, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, <=50K
62, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
23, Private, Masters, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,20, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,36, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, Cuba, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7687,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1608,50, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, Cambodia, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,2174,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
32, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,24, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,14327,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2129,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1876,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
