36, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
47, Federal-gov, Assoc-voc, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Philippines, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,25, Guatemala, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Iran, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
29, Federal-gov, HS-grad, Divorced, Prof-specialty, Wife, Other, Male,0,0,50, Portugal, <=50K
60, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,10, Nicaragua, <=50K
51, Private, 7th-8th, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
38, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,60, Hungary, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Guatemala, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
20, State-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Honduras, <=50K
52, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,36, Guatemala, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2248,40, Hungary, <=50K
38, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Dominican-Republic, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,40, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,35, Vietnam, >50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, China, >50K
33, Private, 10th, Married-civ-spouse, Other-service, Husband, Other, Male,7687,0,40, Canada, >50K
31, State-gov, Some-college, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
59, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, <=50K
62, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Hungary, >50K
54, Federal-gov, Bachelors, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,60, Cuba, <=50K
31, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
22, Federal-gov, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Scotland, <=50K
52, Private, Masters, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,45, Trinadad&Tobago, <=50K
39, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1886,40, India, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, France, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
26, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,45, South, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Honduras, >50K
27, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Germany, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, >50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Ireland, <=50K
42, Private, Some-college, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, England, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,37, Columbia, <=50K
35, Private, 11th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,0,40, Philippines, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Jamaica, <=50K
61, Self-emp-inc, Masters, Divorced, Other-service, Not-in-family, Black, Female,2117,0,20, Puerto-Rico, <=50K
46, Self-emp-inc, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Poland, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7264,0,50, Germany, >50K
45, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,60, Italy, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
50, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Germany, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,25, Jamaica, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,37, Germany, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,35, India, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
31, Local-gov, Bachelors, Divorced, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,3120,0,40, Puerto-Rico, <=50K
36, Private, Prof-school, Never-married, Other-service, Not-in-family, Other, Female,0,0,48, India, <=50K
55, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,57962,0,60, Yugoslavia, >50K
50, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,77, China, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, Puerto-Rico, >50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
47, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Taiwan, >50K
51, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
43, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
28, Local-gov, 9th, Divorced, Other-service, Not-in-family, Other, Female,0,0,50, Haiti, <=50K
46, Self-emp-inc, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Cambodia, >50K
24, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
20, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Italy, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
63, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Cambodia, >50K
36, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,87, Japan, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Cambodia, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, India, <=50K
34, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,30, Ecuador, >50K
62, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,87, Germany, <=50K
33, Private, Some-college, Divorced, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
47, Local-gov, Doctorate, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
20, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Cambodia, <=50K
23, Private, Some-college, Divorced, Other-service, Own-child, Other, Female,0,0,40, Hungary, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Mexico, >50K
69, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,30, Peru, <=50K
52, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Mexico, <=50K
61, Self-emp-inc, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Greece, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, Laos, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Vietnam, >50K
55, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Japan, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Peru, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Dominican-Republic, >50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1886,72, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, Scotland, <=50K
60, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
75, Self-emp-not-inc, 10th, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Columbia, <=50K
57, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Iran, >50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
29, Private, HS-grad, Separated, Other-service, Husband, Black, Female,0,0,35, Peru, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
31, Private, Masters, Never-married, Other-service, Unmarried, White, Male,0,0,40, Columbia, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, >50K
21, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Puerto-Rico, <=50K
50, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, France, <=50K
25, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Cuba, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,20, Greece, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
33, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, El-Salvador, <=50K
20, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,45, Guatemala, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Ecuador, <=50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Hong, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Scotland, <=50K
44, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,6, Taiwan, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,2174,0,60, Cambodia, <=50K
48, Local-gov, Some-college, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Ecuador, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Puerto-Rico, <=50K
22, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, France, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Haiti, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, England, >50K
46, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, Jamaica, <=50K
51, Private, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,60, Portugal, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Thailand, >50K
61, Local-gov, HS-grad, Separated, Tech-support, Husband, White, Female,0,0,40, Haiti, <=50K
39, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Laos, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Honduras, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, Taiwan, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, India, >50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Female,0,0,40, Guatemala, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Poland, <=50K
29, Federal-gov, Assoc-voc, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
49, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,3800,0,40, El-Salvador, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Scotland, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,2174,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,32, El-Salvador, <=50K
90, Self-emp-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ecuador, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
41, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Nicaragua, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Peru, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, India, <=50K
22, Private, 10th, Divorced, Farming-fishing, Own-child, Black, Male,0,0,40, Honduras, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,20, Cuba, <=50K
55, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Vietnam, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Columbia, <=50K
22, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Nicaragua, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, India, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Scotland, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Wife, Other, Female,0,0,40, Honduras, <=50K
31, Private, Masters, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,65, Italy, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Hong, >50K
45, Self-emp-not-inc, Prof-school, Separated, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Jamaica, >50K
58, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Other, Male,8614,0,50, Trinadad&Tobago, >50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,35, Guatemala, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Columbia, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, Canada, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,62, Poland, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,2875,0,60, El-Salvador, <=50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,36, Cambodia, <=50K
48, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,24761,0,60, Canada, >50K
17, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
20, Private, 12th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, China, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Iran, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Germany, >50K
46, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
62, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Japan, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,7687,0,60, Italy, >50K
41, Private, HS-grad, Separated, Transport-moving, Wife, Amer-Indian-Eskimo, Male,0,0,3, Nicaragua, <=50K
31, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,30, Honduras, <=50K
24, Local-gov, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
61, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,16, Taiwan, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, India, >50K
39, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,43, Greece, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Laos, >50K
50, Federal-gov, Assoc-voc, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,30, Nicaragua, <=50K
34, Local-gov, 10th, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, France, <=50K
74, Self-emp-not-inc, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, Canada, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
28, Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Italy, <=50K
40, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,7687,0,60, Hong, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Dominican-Republic, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Hungary, >50K
26, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1704,40, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Mexico, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, China, >50K
21, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Ireland, <=50K
21, Private, Some-college, Divorced, Sales, Own-child, Black, Female,0,0,25, Columbia, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Ireland, <=50K
24, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Ireland, <=50K
80, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2328,50, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Jamaica, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,48, Peru, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, England, <=50K
72, Self-emp-inc, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,15, England, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, South, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Cambodia, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,18, Nicaragua, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, Iran, <=50K
33, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Scotland, <=50K
38, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
34, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1740,40, Thailand, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Vietnam, >50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,48, Trinadad&Tobago, >50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, Puerto-Rico, >50K
30, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
56, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Wife, Black, Female,0,0,60, South, >50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Laos, >50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,1902,40, Iran, >50K
35, Private, HS-grad, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,35, Honduras, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
18, Private, Some-college, Never-married, Other-service, Wife, Black, Female,0,0,20, Guatemala, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,1669,0,50, Philippines, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1886,50, Vietnam, >50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Canada, >50K
