48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1902,45, Hungary, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Prof-school, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,94, Haiti, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,15, United-States, <=50K
48, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,38, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
28, Private, 10th, Divorced, Other-service, Not-in-family, Other, Female,0,0,60, United-States, <=50K
40, Private, HS-grad, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
37, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, >50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,2288,0,40, United-States, <=50K
20, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,1653,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,45, United-States, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, >50K
24, Private, Assoc-voc, Never-married, Transport-moving, Other-relative, White, Male,0,0,45, El-Salvador, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
30, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Male,0,0,25, Canada, <=50K
19, Private, Some-college, Never-married, Other-service, Other-relative, Black, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1876,70, United-States, >50K
25, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, 1st-4th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,42, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Philippines, >50K
32, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2356,35, Laos, >50K
69, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, Greece, <=50K
45, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
62, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,0,40, Germany, <=50K
42, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,40, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,11450,0,40, United-States, <=50K
39, Private, Some-college, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,60, Ireland, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
67, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,3003,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,8, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,35, United-States, <=50K
43, State-gov, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
64, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,5137,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,50, Dominican-Republic, <=50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,53, United-States, <=50K
44, Private, Some-college, Divorced, Sales, Wife, Amer-Indian-Eskimo, Female,14709,0,40, United-States, >50K
41, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,43, United-States, <=50K
33, Federal-gov, Doctorate, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
34, Private, Assoc-voc, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,3120,0,50, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Honduras, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, 9th, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
33, Federal-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,54, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
53, Local-gov, 11th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Hong, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Germany, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
60, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, Iran, <=50K
46, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Taiwan, <=50K
45, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, <=50K
33, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,30, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
37, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1622,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, China, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Greece, <=50K
39, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,5369,0,45, Jamaica, >50K
42, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
55, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,54, Peru, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,2, United-States, <=50K
61, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1902,40, United-States, >50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,70, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Unmarried, Other, Female,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, Japan, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,45, United-States, <=50K
45, Self-emp-not-inc, Assoc-acdm, Separated, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,3945,0,40, Nicaragua, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, South, >50K
43, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,54, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Greece, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,15024,0,40, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, South, >50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,30, Hungary, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Preschool, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,3201,0,45, Mexico, <=50K
25, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1887,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,50, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, Hong, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3325,0,50, United-States, >50K
72, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,2232,0,40, United-States, <=50K
54, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, China, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Hungary, <=50K
27, Private, 1st-4th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Greece, <=50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
22, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Thailand, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Philippines, >50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,25, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
47, Local-gov, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
34, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Widowed, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
40, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,35, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
54, Self-emp-not-inc, Prof-school, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Prof-school, Never-married, Farming-fishing, Wife, White, Male,0,0,50, Portugal, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, India, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,50, China, <=50K
26, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
72, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, Canada, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, >50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,38, United-States, <=50K
28, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
50, Self-emp-inc, Bachelors, Divorced, Sales, Husband, White, Female,99999,0,84, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, South, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,54, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,3390,0,40, Vietnam, <=50K
29, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
28, Private, 9th, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,35, Thailand, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 7th-8th, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
46, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Never-married, Farming-fishing, Husband, Black, Male,0,0,50, Canada, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,54, United-States, >50K
44, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,70, United-States, >50K
42, Private, Bachelors, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,2410,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Peru, <=50K
32, Private, Bachelors, Divorced, Farming-fishing, Wife, Black, Female,0,0,30, United-States, <=50K
50, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Germany, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
49, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,47, India, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
30, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
49, Private, 7th-8th, Separated, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,30, Puerto-Rico, <=50K
37, Self-emp-inc, Some-college, Separated, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
42, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 5th-6th, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,25, Trinadad&Tobago, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,25, United-States, <=50K
49, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
74, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Hong, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Italy, <=50K
46, Federal-gov, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,79493,0,50, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,5, United-States, <=50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,37, Ecuador, >50K
61, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,1707,50, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5819,0,50, England, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Scotland, >50K
