42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, United-States, >50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,65, United-States, >50K
68, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,2129,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,46, United-States, <=50K
25, Federal-gov, Doctorate, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
43, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,30, China, <=50K
54, Private, Bachelors, Widowed, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
72, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Wife, White, Male,4142,0,20, United-States, >50K
44, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,25, United-States, <=50K
56, Local-gov, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1925,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,60, Puerto-Rico, <=50K
60, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Philippines, <=50K
40, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,25, United-States, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,54, United-States, >50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,15, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Transport-moving, Husband, Black, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
50, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,1902,20, United-States, <=50K
51, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,47, United-States, >50K
23, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,30, United-States, >50K
58, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Iran, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,1887,56, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,47, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, >50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
66, Private, 10th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,22, United-States, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Taiwan, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,32, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, <=50K
20, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
33, Private, Doctorate, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
35, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
37, Private, 5th-6th, Divorced, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
19, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, Dominican-Republic, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,99999,0,40, United-States, >50K
41, Local-gov, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,7298,0,35, United-States, >50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,4141,0,45, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Cuba, >50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
57, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
39, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, <=50K
24, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Mexico, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,8, United-States, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,1902,67, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Prof-school, Never-married, Machine-op-inspct, Wife, Black, Male,0,1902,40, Germany, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,66, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
24, Private, Masters, Divorced, Prof-specialty, Wife, White, Male,99999,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,87, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1922,40, United-States, >50K
28, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, United-States, >50K
62, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Cuba, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, White, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Widowed, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,10, Cuba, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,57658,0,60, United-States, <=50K
34, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,54, Puerto-Rico, >50K
65, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,10103,0,50, United-States, >50K
28, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
55, Local-gov, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, >50K
23, Private, Doctorate, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,7687,0,54, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,99, United-States, <=50K
33, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
58, State-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Other, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
26, Private, Assoc-voc, Never-married, Tech-support, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,37, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,65, United-States, >50K
22, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,15, United-States, <=50K
40, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,26, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1950,45, United-States, <=50K
39, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, 9th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,14212,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,16, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,2409,0,35, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,7687,0,60, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, England, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,40, United-States, >50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1740,35, United-States, <=50K
52, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
56, Federal-gov, Assoc-voc, Divorced, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
30, Local-gov, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,2620,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,4818,0,40, England, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,3280,0,40, United-States, <=50K
48, Private, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,35, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,2190,0,40, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,22, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,35, Germany, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,7687,0,70, United-States, >50K
60, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,7298,0,40, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, Mexico, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,42, Columbia, <=50K
36, Private, Prof-school, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,1902,40, United-States, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,8, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,2592,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,40, Columbia, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,40, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, >50K
63, State-gov, HS-grad, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,30, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,45, Philippines, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
52, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, 1st-4th, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1972,40, United-States, >50K
34, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Canada, >50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Local-gov, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1977,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
60, Private, Masters, Divorced, Exec-managerial, Husband, Other, Male,0,0,45, Guatemala, <=50K
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,50, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,50, United-States, <=50K
75, Federal-gov, 9th, Widowed, Protective-serv, Husband, White, Male,18116,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ireland, <=50K
27, Self-emp-inc, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Female,0,0,65, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,1902,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
41, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1972,40, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,10, Cuba, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, >50K
49, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States, >50K
31, Private, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,5668,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
39, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,15, United-States, <=50K
27, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
51, Federal-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Peru, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,0,0,37, United-States, >50K
57, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
