43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, Greece, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Laos, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,1987,30, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,54, Japan, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Separated, Other-service, Wife, Black, Male,0,0,24, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1669,40, United-States, <=50K
31, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,50, Iran, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Vietnam, >50K
44, Local-gov, Bachelors, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, Mexico, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Trinadad&Tobago, >50K
35, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
23, Local-gov, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, United-States, <=50K
68, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, Black, Male,27514,0,50, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,0,1977,40, El-Salvador, >50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Other, Male,0,0,40, Thailand, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Scotland, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,50, South, >50K
31, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Greece, <=50K
50, Private, HS-grad, Divorced, Sales, Wife, Other, Male,0,0,40, England, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,16, Ecuador, <=50K
57, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, China, <=50K
54, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,4611,0,40, Honduras, >50K
51, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
39, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Taiwan, >50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,35, Greece, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Local-gov, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
60, Private, HS-grad, Married-spouse-absent, Farming-fishing, Wife, White, Female,0,0,16, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, <=50K
23, Private, Some-college, Never-married, Protective-serv, Unmarried, Black, Female,0,0,30, Vietnam, <=50K
37, Private, 9th, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
72, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3193,0,10, Peru, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Mexico, >50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,14083,0,45, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Jamaica, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, England, <=50K
25, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1596,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,52, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1902,40, Laos, >50K
36, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Tech-support, Own-child, White, Male,0,2682,50, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,1740,40, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,60, Mexico, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,54, United-States, >50K
53, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Thailand, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Yugoslavia, >50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Ecuador, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
25, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Peru, <=50K
20, Private, 10th, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, Haiti, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,50, Canada, >50K
48, Self-emp-not-inc, 7th-8th, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
46, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,0,50, Ireland, <=50K
38, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Canada, <=50K
33, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Japan, <=50K
41, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
39, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Hungary, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Laos, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Philippines, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Other-relative, Black, Female,0,0,40, Guatemala, <=50K
31, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Canada, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Yugoslavia, <=50K
37, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, United-States, >50K
51, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,80, United-States, <=50K
40, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,7687,0,80, Germany, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,45, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,5061,0,36, United-States, >50K
41, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Separated, Sales, Wife, White, Female,0,0,36, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
46, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,35, United-States, <=50K
47, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Ecuador, <=50K
42, Private, HS-grad, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
44, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,18, United-States, >50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, Ecuador, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,40, United-States, <=50K
20, Local-gov, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Japan, <=50K
49, Federal-gov, Masters, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,40, Germany, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Peru, >50K
55, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
51, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,35, Peru, <=50K
50, Private, Masters, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,60, Honduras, <=50K
49, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
40, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,4400,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,20, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Cambodia, <=50K
42, Local-gov, HS-grad, Widowed, Farming-fishing, Husband, Asian-Pac-Islander, Female,4065,0,45, Haiti, >50K
22, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,45, United-States, <=50K
33, Private, 11th, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, Italy, <=50K
43, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, Poland, <=50K
20, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, Black, Female,0,0,20, Ireland, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,42, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Wife, Black, Male,0,1887,40, United-States, >50K
73, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,16, United-States, <=50K
58, Local-gov, HS-grad, Separated, Sales, Husband, White, Female,0,0,30, Portugal, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, England, >50K
39, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,15024,0,50, Hong, >50K
30, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
31, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, Puerto-Rico, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,1976,16, Philippines, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,45, United-States, <=50K
40, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, Poland, <=50K
60, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Hong, <=50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,15024,0,39, United-States, <=50K
44, Private, Masters, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, India, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, >50K
36, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
58, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,35, Hong, <=50K
66, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
36, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, 10th, Divorced, Craft-repair, Unmarried, Other, Male,0,0,36, Philippines, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,4, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, England, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
45, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Separated, Prof-specialty, Wife, Black, Male,0,0,30, Ecuador, <=50K
35, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, Trinadad&Tobago, >50K
57, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,36, Portugal, <=50K
33, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,35, Jamaica, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
60, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Philippines, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, El-Salvador, <=50K
47, Private, Prof-school, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, Columbia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,78, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Cambodia, >50K
36, Private, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Male,7687,0,37, Cuba, >50K
35, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,60, Ecuador, >50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Jamaica, <=50K
29, Private, Bachelors, Never-married, Farming-fishing, Wife, White, Female,0,0,37, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,1977,10, Hong, <=50K
21, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,50, United-States, <=50K
41, Local-gov, Bachelors, Widowed, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, Outlying-US(Guam-USVI-etc), >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, 10th, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20, Japan, <=50K
37, Self-emp-inc, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, China, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, Yugoslavia, >50K
47, Federal-gov, Masters, Divorced, Protective-serv, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Wife, White, Female,0,0,32, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,6048,0,40, Greece, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
56, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
90, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
34, Private, Some-college, Divorced, Transport-moving, Own-child, White, Female,0,0,84, El-Salvador, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,44, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Masters, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,35, Ireland, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ireland, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,5178,0,40, United-States, <=50K
27, Private, Masters, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,15024,0,60, Cambodia, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
42, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,57, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,50, United-States, >50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2300,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
60, Local-gov, 5th-6th, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,38, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Divorced, Farming-fishing, Own-child, Black, Female,0,0,40, Portugal, <=50K
73, Self-emp-not-inc, Doctorate, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,3727,32, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Poland, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
