28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
51, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,4623,0,45, Taiwan, >50K
53, Private, Assoc-acdm, Separated, Sales, Not-in-family, White, Female,0,0,60, Guatemala, <=50K
24, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,40, Canada, <=50K
26, Private, 11th, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Canada, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
49, Private, 1st-4th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Cuba, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, India, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Philippines, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Iran, <=50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,38, South, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,20, Cuba, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, >50K
27, Private, 12th, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, Laos, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, Columbia, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,4668,0,35, Greece, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Columbia, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Japan, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, Outlying-US(Guam-USVI-etc), >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Italy, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Haiti, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Italy, <=50K
26, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
23, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, Ireland, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
20, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Hong, <=50K
40, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Haiti, <=50K
69, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2379,40, Philippines, >50K
42, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,50, Cuba, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, >50K
50, Private, 10th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,16, Portugal, <=50K
23, Private, Some-college, Never-married, Transport-moving, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
40, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,35, Laos, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, China, <=50K
27, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
38, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Greece, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
50, Self-emp-not-inc, Prof-school, Widowed, Adm-clerical, Unmarried, White, Female,2425,0,40, Nicaragua, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, South, >50K
49, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,1887,40, Laos, <=50K
41, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,2125,0,20, Canada, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,64, Philippines, >50K
36, Private, 10th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, El-Salvador, <=50K
33, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,5013,0,45, Jamaica, >50K
23, Private, HS-grad, Divorced, Prof-specialty, Own-child, Other, Female,0,0,40, China, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,60, Jamaica, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Haiti, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Haiti, >50K
59, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, Puerto-Rico, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Laos, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,1977,55, United-States, <=50K
63, Private, HS-grad, Divorced, Sales, Husband, White, Male,7687,0,60, Germany, >50K
52, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,38, Haiti, <=50K
30, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Laos, <=50K
40, Self-emp-not-inc, 11th, Divorced, Exec-managerial, Not-in-family, White, Male,4588,0,48, France, >50K
36, Self-emp-inc, 9th, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,48, Japan, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, England, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1848,37, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Peru, <=50K
32, Private, 1st-4th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,24, Laos, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, England, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, Portugal, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, >50K
38, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Jamaica, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
33, Private, Masters, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
47, Private, 11th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
42, Private, Bachelors, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,50, Guatemala, <=50K
19, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Columbia, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,35, Haiti, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4981,0,40, Hong, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Taiwan, <=50K
29, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,42, Ireland, <=50K
23, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, Yugoslavia, <=50K
43, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Portugal, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Scotland, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, Taiwan, <=50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3447,0,40, Cambodia, >50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, Thailand, >50K
24, Private, HS-grad, Never-married, Sales, Wife, White, Female,7687,0,45, Thailand, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Portugal, <=50K
45, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,40, El-Salvador, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, >50K
41, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Hungary, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Cambodia, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, >50K
54, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,35, Japan, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Japan, >50K
55, Private, 5th-6th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Peru, <=50K
53, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,0,0,60, Italy, <=50K
29, Private, 5th-6th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
40, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
32, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,40, Honduras, <=50K
28, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Peru, <=50K
60, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
32, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
28, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, Poland, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, China, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Jamaica, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Portugal, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, Laos, <=50K
50, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Unmarried, White, Female,4743,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Jamaica, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, France, <=50K
24, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Taiwan, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, >50K
24, Local-gov, Masters, Never-married, Other-service, Own-child, White, Male,0,0,20, Ecuador, <=50K
51, Federal-gov, Bachelors, Widowed, Adm-clerical, Own-child, White, Female,99999,0,35, Ecuador, >50K
30, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Canada, <=50K
31, Federal-gov, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, Scotland, <=50K
45, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,4846,0,40, Jamaica, <=50K
36, Local-gov, 5th-6th, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, Greece, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,35, Peru, >50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,54, England, >50K
37, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
28, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
53, Private, 9th, Widowed, Adm-clerical, Wife, White, Male,15024,0,40, Greece, >50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Portugal, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Laos, <=50K
65, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,3974,0,35, Haiti, >50K
47, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Philippines, <=50K
21, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,10, Portugal, <=50K
67, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,45, Yugoslavia, >50K
31, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,3610,0,40, El-Salvador, >50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,43, Columbia, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Scotland, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Laos, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, Black, Male,0,0,35, Philippines, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Peru, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,38, South, <=50K
23, State-gov, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, France, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Iran, >50K
39, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
50, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Greece, <=50K
23, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,50, Germany, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,16, Hungary, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Nicaragua, <=50K
52, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,1891,40, Jamaica, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Ecuador, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
41, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,24, Ecuador, <=50K
63, Private, 9th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, China, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, White, Female,10257,0,60, Ireland, >50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
40, Private, Bachelors, Divorced, Sales, Unmarried, Other, Female,2905,0,50, Trinadad&Tobago, >50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,79, Philippines, >50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Hungary, <=50K
45, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
27, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Haiti, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Japan, >50K
63, Self-emp-not-inc, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Greece, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, China, <=50K
35, Self-emp-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,30, Canada, <=50K
58, Local-gov, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Laos, >50K
30, Self-emp-not-inc, Masters, Separated, Protective-serv, Husband, White, Male,0,1887,45, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,45, Columbia, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3606,0,84, South, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Thailand, <=50K
34, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
42, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,48, Italy, <=50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
35, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia, <=50K
47, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,4432,0,40, Puerto-Rico, >50K
48, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Thailand, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Puerto-Rico, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Ireland, <=50K
59, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Peru, <=50K
25, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
23, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,29, Vietnam, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Laos, <=50K
35, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, Mexico, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, India, <=50K
37, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Peru, >50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,40, Jamaica, >50K
55, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Canada, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,60, Vietnam, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,3107,0,40, Columbia, >50K
25, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Thailand, <=50K
25, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
77, Private, 9th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10, Puerto-Rico, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Cambodia, >50K
50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, Hungary, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Wife, Other, Female,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4607,0,45, Taiwan, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Germany, <=50K
30, Private, Bachelors, Divorced, Other-service, Own-child, Black, Female,0,0,40, China, <=50K
59, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
51, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, Ecuador, <=50K
20, Federal-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, Canada, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
39, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,0,0,40, Scotland, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, Philippines, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, >50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Portugal, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, China, >50K
24, Self-emp-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Male,4043,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,25, China, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Philippines, <=50K
20, Private, Bachelors, Divorced, Transport-moving, Wife, White, Male,0,0,40, Cuba, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,38, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,65, Japan, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hong, >50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,44, Taiwan, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Germany, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
48, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
53, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,4325,0,50, Poland, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Thailand, >50K
52, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,7, Philippines, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
49, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Germany, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Canada, <=50K
47, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
40, Private, Bachelors, Never-married, Priv-house-serv, Unmarried, White, Male,0,0,50, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Italy, >50K
29, Local-gov, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, Columbia, <=50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary, >50K
31, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Ireland, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,99999,0,54, Guatemala, >50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,65, Scotland, >50K
22, State-gov, HS-grad, Divorced, Sales, Other-relative, Other, Male,0,0,40, Guatemala, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Ecuador, >50K
