19, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
35, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Poland, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, Other, Male,2336,0,50, United-States, >50K
36, Private, Bachelors, Divorced, Sales, Other-relative, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
49, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, <=50K
38, Private, Some-college, Widowed, Adm-clerical, Husband, White, Male,0,0,40, Mexico, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1902,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Peru, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
49, Private, Doctorate, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Widowed, Farming-fishing, Wife, White, Male,0,1457,4, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
53, Local-gov, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,15, Mexico, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,7298,0,45, United-States, >50K
42, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Female,0,0,30, United-States, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, 10th, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,37, United-States, <=50K
57, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,46, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,46, United-States, <=50K
33, Private, Some-college, Divorced, Craft-repair, Husband, Other, Female,0,0,60, Hong, >50K
49, Private, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Jamaica, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1889,35, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,38, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
53, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
42, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Federal-gov, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, >50K
37, Local-gov, Preschool, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,1886,30, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
39, Self-emp-not-inc, 11th, Divorced, Transport-moving, Husband, White, Female,7687,0,40, United-States, >50K
41, Federal-gov, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Separated, Tech-support, Husband, White, Male,7298,0,40, United-States, <=50K
38, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, 12th, Never-married, Prof-specialty, Husband, White, Male,99999,0,70, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,50, United-States, >50K
19, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
43, State-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
48, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, White, Female,0,0,65, United-States, <=50K
63, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
39, Federal-gov, Masters, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,7687,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,99999,0,50, United-States, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, Germany, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,3103,0,60, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
41, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Mexico, <=50K
60, Private, 11th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
60, Self-emp-not-inc, Assoc-acdm, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,16, United-States, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,50, United-States, <=50K
56, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,2320,0,30, United-States, >50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, 7th-8th, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,5178,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,7687,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,56, United-States, >50K
73, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
73, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, <=50K
46, Self-emp-inc, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
33, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Black, Male,0,1902,45, United-States, >50K
18, Self-emp-inc, 12th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,56, Mexico, >50K
27, Self-emp-inc, 5th-6th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
78, Private, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,25, Guatemala, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,2881,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,14250,0,40, United-States, <=50K
34, State-gov, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
54, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 11th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,45, Mexico, <=50K
19, Private, 11th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, State-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
36, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
58, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
35, Federal-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,2178,0,54, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,24, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,20, United-States, <=50K
45, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,38, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, 9th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,54, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Philippines, <=50K
37, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
33, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Mexico, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,9330,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, El-Salvador, <=50K
43, Private, Some-college, Separated, Farming-fishing, Own-child, White, Female,0,0,6, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,71, United-States, >50K
42, Local-gov, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
55, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
30, Self-emp-not-inc, Assoc-acdm, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
21, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,15024,0,50, United-States, >50K
42, State-gov, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
21, Private, 12th, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, Nicaragua, <=50K
69, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,1979,50, United-States, >50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
66, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Male,0,0,8, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, >50K
50, Self-emp-inc, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, Poland, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
47, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,12, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Female,5178,0,50, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
72, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,12, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,6, United-States, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Own-child, Other, Female,0,0,25, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,20, United-States, <=50K
32, Self-emp-not-inc, Prof-school, Never-married, Tech-support, Husband, White, Male,3939,0,60, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
18, Local-gov, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
29, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,45, United-States, >50K
23, Private, 10th, Widowed, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
59, Private, Doctorate, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
70, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,8, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
21, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
33, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, >50K
42, Self-emp-inc, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Husband, White, Male,0,0,18, United-States, <=50K
50, Local-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,37, United-States, <=50K
47, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, <=50K
19, Private, 11th, Divorced, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,4913,0,25, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,43, United-States, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,19, United-States, <=50K
31, Self-emp-not-inc, 9th, Never-married, Tech-support, Husband, White, Male,0,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,54, United-States, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, United-States, >50K
41, Private, HS-grad, Never-married, Protective-serv, Husband, Black, Female,7687,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,70, United-States, <=50K
48, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
49, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
