56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
71, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,13988,0,40, Columbia, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
41, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,7687,0,40, Hungary, >50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,35, England, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,70, Trinadad&Tobago, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,38, Scotland, >50K
38, Private, 5th-6th, Never-married, Craft-repair, Husband, White, Male,0,0,40, India, >50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,25, Cuba, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, Ireland, <=50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1877,40, El-Salvador, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,50, Taiwan, <=50K
40, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Jamaica, <=50K
44, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Jamaica, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,8, Peru, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Yugoslavia, >50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, South, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Hong, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Canada, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,45, Jamaica, <=50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,50, Germany, <=50K
54, State-gov, 10th, Never-married, Craft-repair, Husband, Black, Male,0,0,50, Laos, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hungary, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, Cambodia, >50K
22, Local-gov, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,30, Haiti, <=50K
33, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Laos, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, India, <=50K
35, Private, 11th, Married-spouse-absent, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
47, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
35, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, >50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,80, Taiwan, <=50K
60, State-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,25, Germany, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
23, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,24, Thailand, <=50K
36, Federal-gov, Masters, Never-married, Tech-support, Husband, White, Female,0,0,60, France, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,1887,40, Poland, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Haiti, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, China, <=50K
41, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Poland, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
26, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,38, Guatemala, <=50K
45, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,25, Hungary, >50K
23, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Haiti, <=50K
53, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, <=50K
33, Local-gov, Bachelors, Never-married, Tech-support, Unmarried, White, Female,0,0,44, China, <=50K
25, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, Hong, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,20, Vietnam, <=50K
37, Local-gov, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Italy, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, Thailand, >50K
49, Private, Assoc-voc, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
46, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,35, Ecuador, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,6571,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Hong, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, >50K
70, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,4, Puerto-Rico, <=50K
32, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3887,0,40, Outlying-US(Guam-USVI-etc), >50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Male,15024,0,40, Greece, >50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, South, <=50K
18, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,2708,0,40, Greece, <=50K
38, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Ecuador, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,71, Greece, <=50K
70, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,223,0,20, Columbia, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Honduras, >50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,99, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ecuador, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
50, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Honduras, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, Trinadad&Tobago, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Mexico, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Laos, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Poland, <=50K
46, Private, Bachelors, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Portugal, >50K
19, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,18, Mexico, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, France, <=50K
42, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
43, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
69, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Peru, <=50K
29, Private, Some-college, Separated, Prof-specialty, Wife, White, Female,0,0,38, Trinadad&Tobago, <=50K
47, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, Cambodia, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,84, Germany, <=50K
49, Private, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,35, Guatemala, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, England, <=50K
29, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Canada, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,38, Italy, >50K
32, Private, 5th-6th, Never-married, Transport-moving, Own-child, White, Male,0,0,50, Japan, <=50K
55, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
58, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Hungary, >50K
52, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, El-Salvador, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Poland, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Greece, <=50K
30, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, El-Salvador, >50K
19, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, Scotland, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, China, >50K
46, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Hong, <=50K
45, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Laos, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,80, Haiti, <=50K
45, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,55, Japan, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,2, Canada, <=50K
44, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hong, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Puerto-Rico, >50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Hong, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, South, >50K
36, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Yugoslavia, >50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,45, Scotland, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, >50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
61, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
60, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,35, Laos, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Taiwan, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Jamaica, >50K
45, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Germany, >50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Peru, >50K
54, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Peru, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Hungary, <=50K
41, Private, 9th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
52, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Italy, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Guatemala, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, <=50K
50, Self-emp-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,50, Greece, >50K
35, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, England, >50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48, Ecuador, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, Poland, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,45, China, <=50K
22, Private, HS-grad, Never-married, Tech-support, Wife, White, Female,0,0,16, India, <=50K
18, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, Italy, <=50K
46, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
33, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Cambodia, <=50K
37, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,6, Canada, <=50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
50, Federal-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,93, Canada, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,87, Philippines, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Laos, <=50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
61, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Haiti, >50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, India, <=50K
77, Private, Assoc-acdm, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,10, Ecuador, <=50K
46, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
26, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Hungary, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,35, Cuba, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,54, Portugal, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, Scotland, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
39, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, >50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Hungary, >50K
45, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, Taiwan, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Cuba, <=50K
49, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Haiti, <=50K
50, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Haiti, >50K
47, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,4, India, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Iran, <=50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, Black, Male,14083,0,40, Hong, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, Cambodia, >50K
46, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,35, Mexico, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1979,40, Thailand, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Canada, <=50K
41, Private, Assoc-acdm, Separated, Other-service, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
36, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Peru, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Hong, <=50K
55, Private, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,49, Poland, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,60, Peru, <=50K
35, Private, 11th, Separated, Machine-op-inspct, Husband, Black, Male,0,0,50, India, <=50K
22, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,15024,0,40, Jamaica, >50K
62, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, Laos, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
31, State-gov, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,48, Poland, >50K
64, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,40, Ecuador, >50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,38, England, >50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
24, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Scotland, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,2562,40, Vietnam, >50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Canada, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Portugal, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,9, South, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, Hong, >50K
47, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,30, Greece, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Laos, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Italy, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Portugal, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Italy, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Germany, <=50K
53, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, India, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, Germany, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,1247,40, Trinadad&Tobago, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Poland, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,7687,0,40, Hungary, <=50K
54, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, England, >50K
53, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,14158,0,54, Haiti, >50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1732,40, England, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,12, Ecuador, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Hong, >50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Peru, >50K
25, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
49, Private, 10th, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, Peru, <=50K
63, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,12, Taiwan, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
