60, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
22, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Guatemala, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
46, Federal-gov, Some-college, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
30, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,60, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, Puerto-Rico, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Poland, <=50K
31, Private, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
50, Local-gov, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,2883,0,54, Taiwan, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,37, Ecuador, <=50K
68, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,32, Honduras, <=50K
33, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, South, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,30, United-States, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, Puerto-Rico, <=50K
32, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
38, Private, Masters, Divorced, Other-service, Husband, Black, Female,0,0,40, Hong, >50K
53, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, France, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-not-inc, Doctorate, Divorced, Other-service, Not-in-family, White, Female,0,0,40, France, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Haiti, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Trinadad&Tobago, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Trinadad&Tobago, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,5051,0,50, Cuba, >50K
69, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,38033,0,40, Outlying-US(Guam-USVI-etc), >50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,4047,0,40, Haiti, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,30, Poland, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,40, Peru, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
26, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,1977,40, Ecuador, <=50K
59, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Black, Male,14083,0,50, China, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
29, Private, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, France, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, Thailand, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Female,7687,0,40, Puerto-Rico, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Iran, >50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,36, Cuba, <=50K
39, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
43, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Philippines, <=50K
59, Local-gov, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
26, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,48, Dominican-Republic, <=50K
67, Private, 7th-8th, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
39, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, England, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Yugoslavia, >50K
22, Private, 11th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,9, Honduras, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Nicaragua, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,11, England, <=50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Other, Male,7687,0,40, Haiti, >50K
36, Private, Assoc-voc, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,37, Philippines, <=50K
50, Local-gov, Prof-school, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Philippines, <=50K
60, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,0,0,60, Honduras, >50K
50, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,16, Columbia, <=50K
34, State-gov, Assoc-acdm, Never-married, Sales, Husband, Other, Male,0,0,36, Dominican-Republic, <=50K
26, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
49, Local-gov, Bachelors, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Canada, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, >50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Portugal, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Nicaragua, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Other, Male,2551,0,40, Taiwan, <=50K
70, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,41775,0,45, Philippines, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, >50K
56, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Germany, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,50, France, <=50K
75, Self-emp-inc, 7th-8th, Widowed, Protective-serv, Not-in-family, Black, Male,0,0,55, Guatemala, >50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, China, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, England, >50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,56, Cuba, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,15024,0,60, Yugoslavia, >50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Cuba, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, <=50K
34, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, Trinadad&Tobago, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,40, South, <=50K
65, Private, Some-college, Divorced, Adm-clerical, Husband, Other, Male,0,0,21, Nicaragua, >50K
21, Private, 10th, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Peru, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
30, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,38, Cambodia, <=50K
59, Private, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,4710,0,40, Greece, <=50K
31, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,40, South, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1977,20, Ecuador, >50K
39, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, Black, Female,0,0,32, Haiti, <=50K
40, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1887,50, Honduras, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, England, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, Columbia, <=50K
28, Local-gov, Assoc-acdm, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
28, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Japan, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Dominican-Republic, <=50K
44, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,37, Ecuador, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Honduras, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Iran, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,60, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,37, Guatemala, <=50K
28, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,50, Dominican-Republic, <=50K
34, Local-gov, HS-grad, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
33, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Husband, Black, Male,0,0,48, China, <=50K
67, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,9, Thailand, >50K
68, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,30, India, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, South, >50K
26, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Ireland, <=50K
49, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,37, Philippines, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
34, Private, Masters, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,14083,0,50, Thailand, <=50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, Taiwan, <=50K
62, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,32, Greece, >50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,10, China, <=50K
36, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
50, Private, 7th-8th, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,30, Trinadad&Tobago, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,30, El-Salvador, <=50K
36, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
61, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,50, Puerto-Rico, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, >50K
55, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Canada, >50K
41, Local-gov, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,40, South, <=50K
65, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, Canada, <=50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
24, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, India, <=50K
34, Federal-gov, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Germany, <=50K
38, Private, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,50, Scotland, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, South, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, Japan, <=50K
32, Private, 9th, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, India, <=50K
57, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Taiwan, >50K
59, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
63, Private, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,40, China, <=50K
51, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Dominican-Republic, >50K
32, Private, Assoc-voc, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,25, Iran, <=50K
25, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,25, Scotland, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
79, Self-emp-not-inc, Some-college, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,12, Portugal, <=50K
47, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Jamaica, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,29, Columbia, <=50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, >50K
27, Private, 11th, Divorced, Sales, Unmarried, Other, Male,0,0,40, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
32, Private, Masters, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
31, Private, 9th, Never-married, Prof-specialty, Husband, Other, Male,0,0,75, Dominican-Republic, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1902,40, Nicaragua, >50K
31, Private, Assoc-voc, Never-married, Sales, Husband, Other, Female,0,0,40, Portugal, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, Scotland, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
47, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,32, France, >50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,8415,0,40, Hungary, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Vietnam, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
42, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, England, >50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,40, China, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, India, <=50K
17, Private, 12th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, France, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,35, Haiti, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, France, <=50K
33, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,99, Outlying-US(Guam-USVI-etc), >50K
67, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Ireland, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,46, El-Salvador, <=50K
35, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, India, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,54, Iran, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Nicaragua, >50K
23, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
53, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,35, Guatemala, >50K
35, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Hong, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
34, Private, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,50, Ecuador, <=50K
69, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1983,60, Yugoslavia, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
47, Private, HS-grad, Widowed, Tech-support, Husband, Other, Female,0,1977,40, Greece, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Vietnam, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,5248,0,40, Ecuador, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
45, Self-emp-inc, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Haiti, <=50K
23, Local-gov, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Japan, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Vietnam, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,4276,0,45, Peru, >50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Germany, >50K
52, Private, Doctorate, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,50, Puerto-Rico, >50K
44, Federal-gov, Some-college, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,35, Thailand, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, <=50K
18, State-gov, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,6, India, <=50K
63, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,6, Cuba, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, China, <=50K
26, Federal-gov, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,25, El-Salvador, >50K
60, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Columbia, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,30, Guatemala, <=50K
39, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,70, Vietnam, <=50K
41, Private, HS-grad, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,5788,0,40, Poland, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
48, Private, 12th, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,1902,60, Iran, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,60, South, <=50K
24, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,35, Ecuador, <=50K
21, Private, 10th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,12, Cuba, <=50K
22, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,48, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Honduras, >50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
24, Private, 12th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,15, Scotland, <=50K
