44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, United-States, >50K
22, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,7326,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2109,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
43, State-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
59, Local-gov, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,4477,0,40, United-States, <=50K
73, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,3448,0,10, Guatemala, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Philippines, <=50K
50, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, United-States, <=50K
51, Federal-gov, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,2871,0,40, United-States, <=50K
33, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Italy, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
22, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Wife, White, Male,0,0,20, United-States, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
23, Self-emp-not-inc, Some-college, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
90, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, United-States, >50K
54, Private, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,1740,45, Outlying-US(Guam-USVI-etc), >50K
21, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
44, Private, 10th, Married-spouse-absent, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
30, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,4252,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,45, South, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,18, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
26, Private, Bachelors, Separated, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
21, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,1990,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
49, Self-emp-not-inc, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15, Haiti, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,76, United-States, <=50K
20, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
60, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Black, Male,25615,0,45, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Own-child, Black, Female,0,0,44, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
53, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
34, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
75, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,3965,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, 9th, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, 10th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
26, State-gov, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
33, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
24, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, Doctorate, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Never-married, Adm-clerical, Wife, Black, Female,0,0,30, China, <=50K
30, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, 9th, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, India, <=50K
40, Self-emp-not-inc, 1st-4th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
58, Federal-gov, 10th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
51, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States, <=50K
25, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,18, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1671,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
24, Private, Bachelors, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,2233,45, United-States, >50K
36, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,2195,5, United-States, <=50K
20, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
45, Private, Bachelors, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 11th, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, China, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
38, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Mexico, >50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Married-spouse-absent, Other-service, Wife, White, Female,0,0,25, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,8, Philippines, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Haiti, <=50K
34, Private, 10th, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
63, Local-gov, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
62, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
63, Self-emp-not-inc, 5th-6th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
55, State-gov, Prof-school, Divorced, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2405,50, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Divorced, Sales, Unmarried, Black, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,65, United-States, <=50K
24, Private, 12th, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Wife, Black, Female,0,0,18, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,54, El-Salvador, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Federal-gov, 7th-8th, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Local-gov, Some-college, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Dominican-Republic, >50K
20, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1645,40, United-States, <=50K
53, Local-gov, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,65, United-States, >50K
27, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Ecuador, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, Iran, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,54, United-States, >50K
45, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
65, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
39, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, United-States, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Prof-school, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,42, United-States, >50K
25, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
44, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
65, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,44, Ireland, <=50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, Nicaragua, >50K
20, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Poland, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,36180,0,50, United-States, >50K
45, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1857,60, United-States, <=50K
28, State-gov, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,38, United-States, <=50K
80, Private, Masters, Married-spouse-absent, Sales, Not-in-family, White, Male,0,1711,60, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,55, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Mexico, <=50K
32, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
65, Self-emp-not-inc, 7th-8th, Widowed, Sales, Husband, White, Female,0,0,45, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,50, Ecuador, <=50K
73, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
31, Federal-gov, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Sales, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
63, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
23, Local-gov, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,54, China, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
